id,created_at,updated_at,name,Name Portuguese,Name Spanish,body,body Portuguese,body Spanish
133,2019-01-16 22:07:54,2019-02-21 05:31:36,Menorrhagia (Heavy Menstruation Flow),Menorragia (fluxo intenso de menstruação),Menorragia (menstruación excesiva),"Combine in a 15 ml bottle or roller bottle and fill remainder with a carrier oil. Massage onto abdomen and pelvic area (above uterus) several times daily, starting the week before menstruation.","Misture em um frasco roll-on de 15 ml e complete o restante com um óleo base. Massageie no abdômen e área pélvica (acima do útero) várias vezes ao dia, começando uma semana antes da menstruação.","Combine en una botella o botella de rodillo de 15 ml y rellene el resto con un aceite portador. Masajee sobre el abdomen y la zona pélvica (por encima del útero) varias veces al día, comenzando la semana antes de la menstruación."
134,2019-01-16 22:13:08,2019-02-21 05:32:07,Fixus (Pilaris Keratosis),Fixus (queratose pilar),Fixus (queratosis pilar),Combine in a 2-ounce spray bottle and fill the remainder with a carrier oil. Apply 3-5 times a day to affected area shaking lightly before each use.,"Combine em um borrifador de 60 ml e preencha o restante com um óleo base. Aplique de 3-5 vezes por dia na área afetada, agitando levemente antes de cada uso.",Combine en una botella con atomizador de 2 onzas y llene el resto con un aceite portador. Aplique 3 a 5 veces al día en el área afectada agitándola ligeramente antes de cada uso.
135,2019-01-16 22:21:10,2019-02-21 05:32:45,Breast Enhancer,Realçador dos seios,Potenciador de senos,"Apply 1 drop vetiver across the top of the breasts two times per day until desired results are achieved (generally a couple of months.) Can add complimentary oils to change aroma. 
NOTE: This suggestion is suited for women who have lost or never had breast mass due to intense exercise [e.g. runners] or breastfeeding, etc. Vetiver will not have a negative impact on women with larger breasts so it's unnecessary to avoid using for other purposes.","Aplique uma gota de vetiver pelo topo dos seios duas vezes por dia até alcançar os resultados desejados (geralmente alguns meses). Você pode adicionar óleos complementares para alterar o aroma. OBSERVAÇÃO: Esta sugestão é adequada para mulheres que perderam ou nunca tiveram massa mamária devido a exercício intenso [por exemplo, corredores] ou amamentação etc. Vetiver não terá impacto negativo em mulheres com seios maiores, então é desnecessário evitar seu uso para outros fins.","Aplique una gota de vetiver a través de la parte superior de los senos dos veces al día hasta lograr los resultados deseados (generalmente un par de meses). Puede agregar aceites complementarios para cambiar el aroma. NOTA: Esta sugerencia es adecuada para mujeres que han perdido o nunca han tenido una masa en los senos debido al ejercicio intenso [por ejemplo, corredores] o a la lactancia materna, etc. El vetiver no tendrá un impacto negativo en las mujeres con senos más grandes por lo que no es necesario evitar el uso para otros fines."
136,2019-01-16 22:29:15,2019-02-21 05:33:25,Breast Detox,Desintoxicação dos seios,Desintoxicante de senos,"Apply 4 drops frankincense to each breast twice daily for thirty days. Complete this detox 2-4 times per year. Use a carrier oil for easier distribution and sensitivity. Eucalyptus, grapefruit, pink pepper, and Siberian fir are also excellent for breast health when applied topically with a carrier oil. Apply for discomfort or concern.","Aplique 4 gotas de olíbano em cada seio duas vezes por dia por trinta dias. Conclua esta desintoxicação de 2-4 vezes por ano. Use um óleo base para uma distribuição mais fácil e sensibilidade. Eucalipto, toranja, pimenta rosa e abeto siberiano também são excelentes para a saúde mamária quando aplicados topicamente com um óleo base. Aplique para desconforto ou preocupação.","Aplique 4 gotas de incienso a cada seno dos veces al día durante treinta días. Complete esta desintoxicación 2 a 4 veces al año. Use un aceite portador para facilitar la distribución y la sensibilidad. El eucalipto, el pomelo, la pimienta rosa y el abeto siberiano también son excelentes para la salud de los senos cuando se aplican de forma tópica con un aceite portador. Aplique para aliviar el malestar o las molestias."
137,2019-01-16 22:54:44,2019-02-21 05:42:51,Fertility Protocol,Protocolo de fertilidade,Protocolo de fertilidad,"For diet support, see ""Candida."" 

For supplementation support, take Alpha CRS®+, MicroPlex VMz, and xEO Mega® (Lifelong Vitality Vitamin pack) as directed. See ""Candida"" for a more in-depth program. Take 1 PB Assist®+ capsule 3 times on days 11-15 of your monthly cycle; then take one per day on day 16 until the end of your monthly cycle (onset of menstruation). Repeat monthly until desired results are achieved. Take 1-3 capsules GX Assist® three times per day, starting with the first day of your monthly cycle (when menstruation begins). Take 1 Phytoestrogen Complex capsule every day to eliminate harmful estrogen metabolites and maintain healthy estrogen levels. 

Apply 2-3 drops geranium two times per day over liver, adrenal glands, and kidney area to support healthy production of progesterone. Take 16 drops of grapefruit oil internally (under tongue or capsule) every morning to support healthy progesterone levels. Apply spikenard and ClaryCalm® to sides of feet, under ankle bones, abdomen, and wrists for hormone and mood balancing. 

Follow the program until becoming pregnant. Then discontinue GX Assist®, Phytoestrogen Complex, and ClaryCalm®. Continue everything else throughout pregnancy. Reduce PB Assist®+ consumption to 1-2 per day to maintain healthy gut terrain.","Para auxiliar na dieta, consulte ""Cândida"". Para auxílio de suplementação, tome Alpha CRS®+, MicroPlex VMz e xEO Mega® (Pacote Vitaminas para energia contínua), conforme indicado. Consulte ""Cândida"" para um programa mais detalhado. Tome 1 PB Assist®+ cápsula 3 vezes nos dias 11-15 de seu ciclo mensal; em seguida, tome um por dia no dia 16 até o final de seu ciclo mensal (início da menstruação). Repita mensalmente até alcançar os resultados desejados. Tome 1-3 cápsulas de GX Assist® três vezes por dia, começando com o primeiro dia de seu ciclo mensal (quando começar a menstruação). Tome 1 cápsula de Complexo de fitoestrogênio  todos os dias para eliminar metabólitos de estrogênio prejudiciais e manter os níveis de estrogênio saudáveis. Aplique 2-3 gotas de gerânio duas vezes por dia sobre o fígado, glândulas adrenais e região dos rins para auxiliar a produção saudável de progesterona. Tome 16 gotas de óleo de toranja internamente (sob a língua ou na cápsula) toda manhã para auxiliar níveis saudáveis de progesterona. Aplique nardo e  ClaryCalm® nas laterais dos pés, sob os ossos do tornozelo, abdômen e pulsos para equilíbrio hormonal e de humor. Faça o programa até engravidar. Em seguida, descontinue o uso de GX Assist®, Completo de Fitoestrogênio e ClaryCalm®. Continue a usar todo o resto durante a gravidez. Reduza o consumo de PB Assist®+ para 1-2 por dia para manter a região do intestino saudável.","Para obtener apoyo en la alimentación, consulte la sección ""Candidiasis"". Para el respaldo de suplementos, tome Alpha CRS®+, MicroPlex VMz, y xEO Mega® (Paquete Lifelong Vitality Vitamin) como se indica. Consulte la sección ""Candidiasis"" para un programa más detallado. Tome 1 cápsula PB Assist®+ 3 veces en los días 11 a 15 de su ciclo mensual; luego tome una al día a partir del día 16 hasta el final de su ciclo mensual (inicio de la menstruación). Repita mensualmente hasta lograr los resultados deseados. Tome 1 a 3 cápsulas GX Assist® tres veces al día, comenzando el primer día de su ciclo mensual (cuando comienza la menstruación). Tome 1 cápsula de Complejo de fitoestrógenos todos los días para eliminar los metabolitos dañinos de estrógeno y mantener niveles saludables de estrógeno. Aplique 2 a 3 gotas de geranio dos veces al día sobre el hígado, las glándulas suprarrenales y el área renal para reforzar la producción saludable de progesterona. Tome 16 gotas de pomelo internamente (debajo de la lengua o en cápsula) cada mañana para reforzar los niveles saludables de progesterona. Aplique nardo y ClaryCalm® a los lados de los pies, debajo de los huesos de los tobillos, en el abdomen y en las muñecas para equilibrar las hormonas y el estado de ánimo. Siga el programa hasta quedar embarazada. Luego descontinúe el GX Assist®, el Complejo de fitoestrógenos y el ClaryCalm®. Continúe con todo lo demás durante el embarazo. Reduzca el consumo de PB Assist®+ a 1 a 2 veces al día para mantener un intestino saludable."
138,2019-01-17 02:31:10,2019-02-21 05:44:01,Cramp-less,Sem câimbras,Contra los calambres,Apply magnolia topically followed by 2-3 drops each copaiba and marjoram to lower abdomen. Dilute as needed with carrier oil or lotion. Add geranium as desired.,"Aplique magnólia topicamente seguido de 2-3 gotas de cada de copaíba e manjerona no baixo-ventre. Dilua, se necessário, com óleo base ou loção. Adicione gerânio, se desejado.",Aplique magnolia de forma tópica seguido de 2 a 3 gotas de copaiba y mejorana en la parte inferior del abdomen. Diluya con un aceite portador o una loción según sea necesario. Agregue geranio según como desee.
139,2019-01-17 02:41:28,2019-02-21 05:43:25,Mood Lifting Perfume,Perfume melhorador de humor,Perfumen para el buen humor,"In a 10 ml roller bottle, combine essential oils and top off with a carrier oil. Apply to pulse points throughout the day. 
Also consider jasmine, magnolia, neroli and/or rose.","Em um frasco roll-on de 10 ml, combine óleos essenciais e finalize com um óleo base. Aplique nos pontos de pulsação durante o dia. Considere também usar jasmim, magnólia, néroli e/ou rosa.","En una botella roll-on de 10 ml, combine los aceites esenciales y complete con un aceite portador. Aplique a los puntos para tomar el pulso durante todo el día. También considere el aceite de jazmín, magnolia, flores de naranjo y / o de rosa."
140,2019-01-17 03:06:23,2019-02-21 05:19:43,Weight Loss Detox and Metabolism Boost,Desintoxicação da perda de peso e aumento do metabolismo,Refuerzo para el metabolismo y la desintoxicación en la pérdida de peso,"Take 5 drops Slim & Sassy® in capsule or water 2-5 times per day. Take 3 drops Zendocrine® in capsule 2 times a day. Take 1-2 capsules TerraZyme® with every meal. Apply grapefruit typically to troubled areas. Dilute as needed or desired. Address thyroid issues (see Endocrine 'Thyroid'). Rub 1-2 drops Balance® on bottoms of feet morning and evening. As a morning meal, use TrimShake® or TrimShake® Vegan, adding cinnamon, cassia, or citrus oils to enhance flavor and benefits.","Tome 5 gotas de Slim & Sassy® na cápsula ou em água 2-5 vezes por dia. Tome 3 gotas de Zendocrine® em cápsula 2 vezes por dia. Tome 1-2 cápsulas de TerraZyme® com cada refeição. Aplique toranja tipicamente em áreas problemáticas. Dilua, conforme necessário ou desejado. Resolva problemas da tireoide (consulte 'Tireoide' Endócrina). Esfregue 1-2 gotas de Balance® na sola dos pés toda manhã e noite. Como refeição matinal, use TrimShake® ou TrimShake® Vegano, com óleos cítricos, de canela ou cássia para melhorar o sabor e benefícios.","Tome 5 gotas de Slim & Sassy® en cápsula o en agua 2 a 5 veces al día. Tome 3 gotas de Zendocrine® en una cápsula 2 veces al día. Tome 1 a 2 cápsulas de TerraZyme® con cada comida. Aplique el pomelo de forma tópica a las áreas dañadas. Diluya según sea necesario o deseado. Abordar los problemas de tiroides (ver 'Tiroides' endocrinas). Frote 1 a 2 gotas de Balance® en las plantas de los pies por la mañana y por la noche. Como desayuno, use TrimShake® o TrimShake® Vegano, agregando canela, casia, o aceites cítricos para mejorar el sabor y los beneficios."
141,2019-01-17 03:22:46,2019-02-21 05:26:55,Appetite Control Inhaler Blends - Sexy Citrus,Mix inalador de controle de apetite - Sexy Citrus,Mezclas para inhalador para el control del apetito - Cítrico sexy,Mix oils and place into an inhaler. Breathe in the scent with three long deep breaths through nostrils. Use inhaler prior to eating and when appetite is triggered.,Misture os óleos e coloque em um inalador. Respire o aroma com três respirações profundas pelas narinas. Use o inalador antes de comer e quando o apetite for desencadeado.,Mezcle los aceites y colóquelos en un inhalador. Aspire el aroma con tres largas respiraciones profundas por las fosas nasales. Use el inhalador antes de comer y cuando tenga hambre.
142,2019-01-17 03:24:54,2019-02-21 05:27:18,Appetite Control Inhaler Blends - Marvelous Mint,Mix inalador de controle de apetite - Marvelous Mint,Mezclas para inhalador para el control del apetito - Menta maravillosa,Mix oils and place into an inhaler. Breathe in the scent with three long deep breaths through nostrils. Use inhaler prior to eating and when appetite is triggered.,Misture os óleos e coloque em um inalador. Respire o aroma com três respirações profundas pelas narinas. Use o inalador antes de comer e quando o apetite for desencadeado.,Mezcle los aceites y colóquelos en un inhalador. Aspire el aroma con tres largas respiraciones profundas por las fosas nasales. Use el inhalador antes de comer y cuando tenga hambre.
143,2019-01-17 03:28:11,2019-02-21 05:27:37,Appetite Control Inhaler Blends - Herbal Mix,Mix inalador de controle de apetite - Herbal Mix,Mezclas para inhalador para el control del apetito - Mezcla de hierbas,Mix oils and place into an inhaler. Breathe in the scent with three long deep breaths through nostrils. Use inhaler prior to eating and when appetite is triggered.,Misture os óleos e coloque em um inalador. Respire o aroma com três respirações profundas pelas narinas. Use o inalador antes de comer e quando o apetite for desencadeado.,Mezcle los aceites y colóquelos en un inhalador. Aspire el aroma con tres largas respiraciones profundas por las fosas nasales. Use el inhalador antes de comer y cuando tenga hambre.
144,2019-01-17 03:31:14,2019-02-21 05:28:06,Crave Away,Deseje longe,Contra la ansiedad,Place grapefruit or kumquat into palms and rub hands together vigorously. Cup hands together and slowly inhale. May augment with a drop of patchouli.,Coloque toranja ou quincã na palma das mão e esfregue-as junto vigorosamente. Coloque as mãos em forma de concha e inale. Você pode aumentar com uma gota de patchouli.,Coloque el pomelo o el kumquat en las palmas de las manos y frótelas vigorosamente. Forme un cuenco con las manos e inhale lentamente. Puede aumentar con una gota de pachuli.
145,2019-01-17 03:35:01,2019-02-21 05:29:11,"""Tone"" Up Your Muscles","""Tonifique"" seus músculos",Tonificador muscular,Combine essential oils with a carrier oil. Rub into muscles before a workout to enhance muscle tone and prevent soreness.,Combine óleos essenciais com um óleo base. Esfregue nos músculos antes de um treino para melhorar a tonificação muscular e prevenir a dor.,Combine los aceites esenciales con un aceite portador. Frote en los músculos antes del ejercicio para mejorar el tono muscular y prevenir el dolor.
146,2019-01-17 03:40:04,2019-02-21 05:29:35,Love Yourself,Ame a si mesmo,Amor por uno mismo,Apply grapefruit topically to chest or diffuse to encourage positive relationships with the physical self.,Aplique toranja topicamente no peito ou use no difusor para incentivar relações positivas com seu ser corporal.,Aplique el pomelo de forma tópica en el pecho o esparza para fomentar relaciones positivas con el yo físico.
147,2019-01-17 04:31:23,2019-02-21 04:48:16,Exhaustion Blend,Mix para exaustão,Mezcla contra el agotamiento,Combine oils into a10 ml roller bottle and fill the remainder of the bottle with a carrier oil. Apply to pulse points and behind the ears to help when feeling exhausted.,Combine óleos em um frasco roll-on de 10 ml e complete o restante no frasco com um óleo base. Aplique nos pontos de pulsação e atrás das orelhas para ajudar quando estiver se sentindo exausto.,Combine los aceites en una botella roll-on de 10 ml y rellene el resto de la botella con un aceite portador. Aplique a los puntos para tomar el pulso y detrás de las orejas para ayudar cuando se siente agotado.
148,2019-01-17 04:37:31,2019-02-08 11:49:28,Relax Diffuser Blend,Mix difusor relaxante,Mezcla para difusor relajante,Add essential oils to a diffuser for 30-60 minutes and enjoy.,Adicione óleos essenciais a um difusor por 30-60 minutos e aproveite.,Agregue los aceites esenciales a un difusor durante 30 a 60 minutos y disfrute.
149,2019-01-17 04:41:17,2019-02-21 04:49:36,Mental Clarity Blend,Mix para clareza mental,Mezcla para la claridad mental,Combine essential oils into a 10 ml roller bottle and fill remainder with a carrier oil. Apply to pulse points and behind the ears to help increase mental clarity.,Combine os óleos essenciais em um frasco roll-on de 10 ml e complete o restante com um óleo base. Aplique nos pontos de pulsação e atrás das orelhas para ajudar a aumentar a clareza mental.,Combine los aceites esenciales en una botella roll-on de 10 ml y rellene el resto con un aceite portador. Aplique a los puntos para tomar el pulso y detrás de las orejas para incrementar la claridad mental.
150,2019-01-17 04:45:37,2019-02-21 04:54:07,From Stressed to Carefree,De estressado para despreocupado,De estresado a relajado,"Diffuse oils to replace discontented, agitated, nervous, or anxious feelings.","Use os óleos em um difusor para substituir sensações de descontentamento, agitação, nervosismo ou ansiedade.","Esparza los aceites para reemplazar los sentimientos de descontento, preocupación, inquietud y ansiedad."
151,2019-01-17 04:58:11,2019-02-21 05:01:16,The Basic De-Stress Bath,O banho básico desestressante,Baño básico desestresante,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
152,2019-01-17 05:06:37,2019-02-21 05:01:35,Bliss Bath,Banho de alegria,Baño Bliss,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
153,2019-01-17 05:09:08,2019-02-21 05:02:08,Calming Bath,Banho calmante,Baño relajante,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
154,2019-01-17 05:11:15,2019-02-21 05:02:40,De-Stress & Focus Bath,Banho para desestressar e focar,Baño desestresante y de enfoque,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
155,2019-01-17 05:12:57,2019-02-21 05:04:12,Energizing & Calming Bath,Banho para energizar e acalmar,Baño relajante y energizante,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
156,2019-01-17 05:15:28,2019-02-21 05:04:37,Get-My-Heart-Back-in-the-Project Bath,Banho ter-meu-coração-de-volta-no-projeto,Baño para volver a poner el corazón en los proyectos,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
157,2019-01-17 05:17:26,2019-02-21 05:05:24,Grounding Bath,Banho aterrador,Baño estabilizador,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
158,2019-01-17 05:19:14,2019-02-21 05:06:08,Life-Is-Good Bath,Banho a vida-é-boa,Baño motivante,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
159,2019-01-17 05:25:32,2019-02-21 05:08:32,Quiet-the Mind Bath,Banho silenciar-a-mente,Baño relajante,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
160,2019-01-17 05:28:09,2019-02-21 05:09:24,Reviving & Relaxing Bath,Banho para reviver e relaxar,Baño relajante y revitalizante,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
161,2019-01-17 05:30:01,2019-02-21 05:10:13,Soothing Bath,Banho calmante,Baño calmante,"Drop essential oils into a dry mixture of salt and baking soda and stir. Fill the tub with warm water and soak as desired. 
Repeat throughout the week as necessary. To individualize and cater to unique stressful situations, select appropriate oils then simply add 10-15 drops to a bath. Combine a few oils or use an existing blend to enjoy the benefits of multiple oils at once.","Coloque gotas de óleos essenciais em uma mistura seca de sal e bicarbonato de sódio e mexa. Encha a banheira com água quente e fique lá pelo tempo que desejar. Repita a semana toda, conforme necessário. Para individualizar e cuidar de situações estressantes únicas, selecione óleos apropriados e apenas adicione de 10-15 gotas em uma banheira. Combine alguns óleos ou use uma mistura existente para aproveitar os benefícios de vários óleos ao mesmo tempo.","Coloque los aceites esenciales en una mezcla seca de sal y bicarbonato de sodio y revuelva. Llene la bañera con agua tibia y remoje como desee. Repita durante toda la semana según sea necesario. Para individualizar y atender situaciones estresantes en particular, seleccione los aceites apropiados y luego simplemente agregue 10 a 15 gotas a un baño. Combine algunos aceites o utilice una mezcla existente para disfrutar de los beneficios de múltiples aceites a la vez."
