id,created_at,updated_at,name,description,useable_name,useable_id,useable_type,sort_order,uses_application,Spanish,Portuguese
468,9/1/18 16:32,10/12/18 15:14,Depression & Discouragement,"Diffuse inhale from cupped hands, apply 1-2 drops to pulse points, under the nose and/or across the forehead.",Uplifting,30,App\Blend,468,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]","Esparcir o inhalar desde el cuenco de las manos, aplicar 1-2 gotas en los puntos para tomar el puslo o en la frente.","Use o difusor e inspire das mãos em concha, aplique 1-2 gotas nos pontos de pulsação, sob o nariz e/ou na testa."
469,9/1/18 16:32,10/12/18 15:14,Hysteria & Anxiety,"Diffuse inhale from cupped hands, apply 1-2 drops to pulse points, under the nose and/or across the forehead.",Uplifting,30,App\Blend,469,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]","Esparcir o inhalar desde el cuenco de las manos, aplicar 1-2 gotas en los puntos para tomar el puslo o en la frente.","Use o difusor e inspire das mãos em concha, aplique 1-2 gotas nos pontos de pulsação, sob o nariz e/ou na testa."
470,9/1/18 16:32,10/12/18 15:14,Disconnection,"Diffuse inhale from cupped hands, apply 1-2 drops to pulse points, under the nose and/or across the forehead.",Uplifting,30,App\Blend,470,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]","Esparcir o inhalar desde el cuenco de las manos, aplicar 1-2 gotas en los puntos para tomar el puslo o en la frente.","Use o difusor e inspire das mãos em concha, aplique 1-2 gotas nos pontos de pulsação, sob o nariz e/ou na testa."
472,9/1/18 16:32,10/12/18 15:14,Cellular Health,Apply 1-2 drops to bottoms of feet.,Uplifting,30,App\Blend,472,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas a las plantas de los pies.,Aplique 1-2 gotas na sola dos pés.
473,9/1/18 16:33,10/12/18 15:14,Inflammation & Stiffness,Apply 1-2 drops diluted to the affected area.,Uplifting,30,App\Blend,473,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas diluidas al área afectada.,Aplique 1-2 gotas diluídas à área afetada.
474,9/1/18 16:33,10/12/18 15:14,Indigestion & Irritable Bowels,Apply 1-2 drops diluted to the abdomen and bottoms of feet.,Uplifting,30,App\Blend,474,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas diluidas en el abdomen y en las plantas de los pies.,Aplique 1-2 gotas diluídas no abdômen e na sola dos pés.
475,9/1/18 16:33,10/12/18 15:14,Blood Sugar & Cholesterol,"Apply 1-2 drops diluted to bottoms of feet, the back of the neck, or the chest.",Uplifting,30,App\Blend,475,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]","Aplique 1 a 2 gotas diluidas a las plantas de los pies, la parte posterior del cuello o el pecho.","Aplique 1-2 gotas diluídas na sola dos pés, na nuca ou no peito."
488,9/1/18 18:49,10/12/18 15:14,Candida & Fungal Issues,Apply 1-2 drops to bottoms of feet or area of concern.,Arborvitae,10,App\Oil,488,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas a las plantas de los pies o al área de inquietud.,Aplique 1-2 gotas na sola dos pés ou na área de interesse.
489,9/1/18 18:49,10/12/18 15:14,Viruses,Apply 1-2 drops to bottoms of feet.,Arborvitae,10,App\Oil,489,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas a las plantas de los pies.,Aplique 1-2 gotas na sola dos pés.
490,9/1/18 18:49,10/12/18 15:14,Cold Sores & Warts,Apply 1-2 drops to sore or wart frequently.,Arborvitae,10,App\Oil,490,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas sobre las úlceras o verrugas frecuentes.,Aplique 1-2 gotas frequentemente para ferida ou verruga.
491,9/1/18 18:49,10/12/18 15:14,Respiratory Issues,Apply 1-2 drops to chest with fractionated coconut oil.,Arborvitae,10,App\Oil,491,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas al pecho con aceite de coco fraccionado.,Aplique 1-2 gotas no peito com óleo de coco fracionado.
492,9/1/18 18:49,10/12/18 15:14,Repellent,Diffuse spray on surfaces or apply 1-2 drops to repel bugs and insects.,Arborvitae,10,App\Oil,492,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",Rociar sobre las superficies o aplicar 1-2 gotas para repeler bichos e insectos.,Use o difusor ou borrife nas superfícies ou aplique 1-2 gotas para repelir besouros e insetos.
493,9/1/18 18:50,10/12/18 15:14,Cancer,Apply 1-2 drops to bottoms of feet.,Arborvitae,10,App\Oil,493,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas a las plantas de los pies.,Aplique 1-2 gotas na sola dos pés.
494,9/1/18 18:50,10/12/18 15:14,Stimulant,Apply 1-2 drops under the nose and the back of the neck to stimulate body systems and awareness.,Arborvitae,10,App\Oil,494,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas debajo de la nariz y en la parte posterior del cuello para estimular los sistemas del cuerpo y la conciencia.,Aplique 1-2 gotas sob o nariz e na nuca para estimular os sistemas do corpo e a consciência.
495,9/1/18 18:50,10/12/18 15:14,Bacterial Support,Apply 1-2 drops to bottoms of feet or the spine with fractionated coconut oil. Spray diluted in water on surfaces or diffuse to kill airborne pathogens.,Arborvitae,10,App\Oil,495,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas a las plantas de los pies o a la columna con aceite de coco fraccionado. Rocíe diluido en agua en superficies o esparza para matar los patógenos en el aire.,Aplique 1-2 gotas na sola dos pés ou na coluna com óleo de coco fracionado. Borrife diluído em água em superfícies ou use o difusor para matar patógenos no ar.
496,9/1/18 18:50,10/12/18 15:14,Skin Complaints,Apply 1-2 drops with lavender to troubled skin.,Arborvitae,10,App\Oil,496,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas con lavanda en la piel dañada.,Aplique 1-2 gotas com lavanda à pele com problemas.
497,9/1/18 18:50,10/12/18 15:14,Sunscreen,Apply 1-2 drops with helichrysum or lavender to protect against sun exposure.,Arborvitae,10,App\Oil,497,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas con helichrysum o lavanda para brindar protección contra la exposición solar.,Aplique 1-2 gotas com helichrysum ou lavanda para proteger contra a exposição solar.
498,9/1/18 18:50,10/12/18 15:14,Meditation,Diffuse to enhance spiritual awareness and state of calm.,Arborvitae,10,App\Oil,498,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":false,""position"":999},{""name"":""Internal"",""active"":false,""position"":999}]",Esparcir para mejorar la conciencia espiritual y la calma.,Use o difusor para aumentar a consciência espiritual e o estado de calma.
499,9/1/18 18:50,10/12/18 15:14,Emotional Balance,Use aromatically and 1-2 drops topically to get from Overzealous to Compose.,Arborvitae,10,App\Oil,499,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",Use aromáticamente y 1 a 2 gotas tópicamente para pasar de ser Excesivo a Sereno.,Use aromaticamente e 1-2 gotas topicamente para ir de excesso de zelo para composto.
500,9/1/18 18:50,10/12/18 15:14,Addictions,Apply 1-2 drops to the back of the neck and bottoms of feet or diffuse.,Bergamot,12,App\Oil,500,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]","Aplicar 1-2 gotas en la parte posterior del cuello y en las plantas de los pies, o esparcir.",Aplique 1-2 gotas na nuca e na sola dos pés ou use o difusor.
501,9/1/18 18:50,10/12/18 15:14,Insomnia,Inhale or diffuse before sleep.,Bergamot,12,App\Oil,501,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":false,""position"":999},{""name"":""Internal"",""active"":false,""position"":999}]",Inhalar o esparcir antes de dormir.,Inspire ou use o difusor antes de dormir.
502,9/1/18 18:50,10/12/18 15:14,Stress,Apply 1-2 drops to the back of the neck and bottoms of feet or diffuse.,Bergamot,12,App\Oil,502,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]","Aplicar 1-2 gotas en la parte posterior del cuello y en las plantas de los pies, o esparcir.",Aplique 1-2 gotas na nuca e na sola dos pés ou use o difusor.
503,9/1/18 18:50,10/12/18 15:14,Joint Issues & Muscle Cramps,Apply 1-2 drops to affected areas.,Bergamot,12,App\Oil,503,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas a las áreas afectadas.,Aplique 1-2 gotas nas áreas afetadas.
504,9/1/18 18:50,10/12/18 15:14,Fungal Issues,Apply 1-2 drops to affected areas or take 1-2 drops in a capsule.,Bergamot,12,App\Oil,504,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",Aplique 1 a 2 gotas a las áreas afectadas o tome 1 a 2 gotas en una cápsula.,Aplique 1-2 gotas nas áreas afetadas ou tome 1-2 gotas em uma cápsula.
505,9/1/18 18:50,10/12/18 15:14,"Coughs, Infections & Bronchitis",Apply 1-2 drops to the chest.,Bergamot,12,App\Oil,505,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas al pecho.,Aplique 1-2 gotas no peito.
506,9/1/18 18:50,10/12/18 15:14,"Acne, Oily Skin, Eczema & Psoriasis",Apply diluted 1-2 drops to the affected area.,Bergamot,12,App\Oil,506,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas diluidas al área afectada.,Aplique 1-2 gotas diluídas na área afetada.
507,9/1/18 18:50,10/12/18 15:14,Appetite Loss,Breathe in and/or take 1-2 drops in a capsule.,Bergamot,12,App\Oil,507,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":false,""position"":999},{""name"":""Internal"",""active"":true,""position"":1}]",Inhalar o tomar 1-2 gotas en una cápsula.,Respire e/ou tome 1-2 gotas em uma cápsula.
508,9/1/18 18:50,10/12/18 15:14,Self-Worth Issues,Apply 1-2 drops to belly button and over the heart to enhance feelings of worth.,Bergamot,12,App\Oil,508,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas al ombligo y sobre el corazón para mejorar el autoestima.,Aplique 1-2 gotas no umbigo e sobre o coração para melhorar os sentimentos de valor.
509,9/1/18 18:50,10/12/18 15:14,Emotional Balance,Use aromatically and 1-2 drops topically to flavor Earl Grey tea.,Bergamot,12,App\Oil,509,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",Usar aromáticamente y 1-2 gotas tópicamente para saborizar el té Earl Grey.,Use aromaticamente e 1-2 gotas topicamente para dar sabor ao chá Earl Grey.
511,9/1/18 18:50,10/12/18 15:14,"Allergies, Itching, Rashes, Watery Eyes & Sneezing",Apply 1-2 drops to bottoms of feet and/or affected area(s).,Blue Tansy,15,App\Oil,511,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas a las plantas de los pies o a las áreas afectadas.,Aplique 1-2 gotas na sola dos pés e/ou nas áreas afetadas.
512,9/1/18 18:50,10/12/18 15:14,"Acne, Eczema, Psoriasis & Sunburn",Apply 1-2 drops to the affected area(s) with helichrysum.,Blue Tansy,15,App\Oil,512,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas al área afectada con helichrysum.,Aplique 1-2 gotas na(s) área(s) afetada(s) com helichrysum.
513,9/1/18 18:50,10/12/18 15:14,"Fibromyalgia, Sciatica, Arthritis, & Rheumatism",Apply 1-2 drops to the affected area(s).,Blue Tansy,15,App\Oil,513,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas al área afectada.,Aplique 1-2 gotas na(s) área(s) afetada(s).
514,9/1/18 18:50,10/12/18 15:14,"Fungal & Skin Infections, Spores",Apply 1-2 drops to the affected area(s).,Blue Tansy,15,App\Oil,514,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas al área afectada.,Aplique 1-2 gotas na(s) área(s) afetada(s).
515,9/1/18 18:50,10/12/18 15:14,"Asthma & Respiratory Issues, Hiccups",Combine with eucalyptus or peppermint and apply 1-2 drops to the chest and/or under the nose.,Blue Tansy,15,App\Oil,515,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Combinar con eucalipto o menta y aplicar 1-2 gotas al pecho o debajo de la nariz.,Combine com eucalipto ou hortelã-pimenta e aplique 1-2 gotas no peito e/ou sob o nariz.
516,9/1/18 18:50,10/12/18 15:14,"Tension & Sinus Headaches, Migraines, Toothache","Massage 1-2 drops into the temples, sides of the nose, or gums.",Blue Tansy,15,App\Oil,516,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]","Masajear 1-2 gotas en la sien, los costados de la nariz o las encías.","Massageie 1-2 gotas nas têmporas, nas laterais do nariz ou nas gengivas."
517,9/1/18 18:50,10/12/18 15:14,"Indigestion, Stomach Ulcers & Intestinal Worms",Massage 1-2 drops into the abdomen.,Blue Tansy,15,App\Oil,517,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Masajear 1-2 gotas en el abdomen.,Massageie 1-2 gotas no abdômen.
518,9/1/18 18:50,10/12/18 15:14,"Cold, Flu, Mumps, Chicken Pox, & Muscle Aches",Apply 1-2 drops to the affected area(s) or bottoms of feet.,Blue Tansy,15,App\Oil,518,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas al área afectada  o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) afetada(s) ou na sola dos pés.
519,9/1/18 18:50,10/12/18 15:14,Addictions & Low Self-Confidence,Diffuse or inhale from cupped hands.,Blue Tansy,15,App\Oil,519,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":false,""position"":999},{""name"":""Internal"",""active"":false,""position"":999}]",Esparcir o inhalar del cuenco de las manos.,Use um difusor ou inspire das mãos em concha.
520,9/1/18 18:50,10/12/18 15:14,"Bug Bites, Scabies & Insect Repellent","Apply 1-2 drops to the affected area(s), diffuse to deter insects, or add a few drops to a spray bottle with water.",Blue Tansy,15,App\Oil,520,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]","Aplicar 1-2 gotas al área afectada, esparcir para ahuyentar a los insectos, o agregar algunas gotas a una botella de agua con pulverizador.","Aplique de 1 a 2 gotas na(s) área(s) afetada(s), use o difusor para deter insetos ou adicione algumas gotas a um borrifador com água."
521,9/1/18 18:50,10/12/18 15:14,Thyroid & Thymus Issues,Apply 1-2 drops over thyroid and to the back of the neck.,Blue Tansy,15,App\Oil,521,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas sobre la tiroides y en la parte posterior del cuello.,Aplique 1-2 gotas sobre a tireoide e na nuca.
522,9/1/18 18:50,10/12/18 15:14,Emotional Balance,Use aromatically and 1-2 drops topically to get from Overwhelmed to Encouraged.,Blue Tansy,15,App\Oil,522,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",Use aromáticamente y 1 a 2 gotas tópicamente para pasar de sentirse Abrumado a Animado.,Use aromaticamente e 1-2 gotas topicamente para ir de saturado para encorajado.
529,9/1/18 18:50,1/16/19 2:43,Endometriosis & Breast Cancer,Apply diluted 1-2 drops to breasts or take 1-2 drops in a capsule to regulate estrogen.,Clary Sage,22,App\Oil,2,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",Aplicar 1-2 gotas diluidas a los senos o tomar 1-2 gotas en una cápsula para regular los estrógenos.,Aplique 1-2 gotas diluídas nos seios ou tome 1-2 gotas em uma cápsula para regular o estrogênio.
530,9/1/18 18:50,1/16/19 2:43,Breast Enlargement,Apply diluted 1-2 drops to each breast for natural enlargement.,Clary Sage,22,App\Oil,3,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas diluidas a cada seno para lograr un agrandamiento natural.,Aplique 1-2 gotas diluídas em cada mama para um aumento natural.
531,9/1/18 18:50,1/16/19 2:44,"Parkinson's, Seizures & Convulsions",Apply 1-2 drops to the back of the neck to support healthy brain function.,Clary Sage,22,App\Oil,4,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas en la parte posterior del cuello para fomentar una función cerebral saludable.,Aplique 1-2 gotas na nuca para auxiliar a função cerebral saudável.
532,9/1/18 18:50,1/16/19 2:43,Child Birth & Low Milk Supply,Apply diluted 1-2 drops down the spine or over the abdomen to help bring on labor. Apply 1-2 drops to each breast for increased lactation.,Clary Sage,22,App\Oil,5,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas diluidas en la columna o sobre el abdomen para ayudar a inducir el parto. Aplicar 1-2 gotas a cada seno para incrementar la lactancia.,Aplique 1-2 gotas diluídas na coluna ou no abdômen para ajudar no trabalho de parto. Aplique 1-2 gotas em cada mama para aumentar a lactação.
533,9/1/18 18:50,1/16/19 2:43,Infertility & Prostate/uterine Health,Use 1-2 drops in a capsule or apply 1-2 drops to the abdomen and uterine reflex points.,Clary Sage,22,App\Oil,6,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",Usar 1-2 gotas en una cápsula o aplicar 1-2 gotas en puntos reflejo del abdomen y del útero.,Use 1-2 gotas em uma cápsula ou aplique 1-2 gotas no abdômen e nos pontos uterinos de reflexologia.
535,9/1/18 18:50,1/16/19 2:43,Postpartum Depression & Anxiety,Inhale/diffuse or apply 1-2 drops to the heart area and bottoms of feet.,Clary Sage,22,App\Oil,7,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",Inhalar/esparcir o aplicar 1-2 gotas al área del corazón y las plantas de los pies.,Inspire/use o difusor ou aplique 1-2 gotas na área do coração e na sola dos pés.
536,9/1/18 18:50,1/16/19 2:43,Hot Flashes,Combine with water and a few drops of peppermint in a spray bottle and spritz 1-2 drops on back of the neck for cooling relief.,Clary Sage,22,App\Oil,8,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Combinar con agua y algunas gotas de menta en un atomizador y rociar 1-2 gotas en la parte posterior del cuello para conseguir un alivio refrescante.,Combine com água e algumas gotas de hortelã-pimenta em um borrifador e borrife 1-2 gotas na nuca para alívio refrescante.
537,9/1/18 18:50,1/16/19 2:43,Pink Eye & Cataracts,"Apply a drop 1-2 drops around but not in the eye. Take 1-2 drops 1-2 drops in a capsule 1-2 times daily, apply 1-2 drops under 2nd and 3rd toes.",Clary Sage,22,App\Oil,9,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]","Aplicar 1-2 gotas alrededor de los ojos, no dentro de los ojos. Tome 1 a 2 gotas en una cápsula 1 a 2 veces al día, aplique 1 a 2 gotas debajo del segundo y tercer dedo del pie.","Aplique 1-2 gotas ao redor, mas não no olho. Tome 1-2 gotas em uma cápsula 1-2 vezes ao dia, aplique 1-2 gotas abaixo do segundo e terceiro dedos do pé."
538,9/1/18 18:51,1/16/19 2:43,Insomnia,Take 1-2 drops under the tongue or 1-2 drops apply to bottoms of the feet. Diffuse at bedtime with bergamot.,Clary Sage,22,App\Oil,10,"[{""name"":""Aromatic"",""active"":true,""position"":2},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",Colocar 1-2 gotas debajo de la lengua o aplicar 1-2 gotas a las plantas de los pies. Esparcir antes de ir a dormir con bergamota.,Tome 1-2 gotas sob a língua ou aplique 1-2 gotas na sola dos pés. Use o difusor com bergamota na hora de dormir.
539,9/1/18 18:51,1/16/19 2:43,Emotional Balance,Use aromatically and 1-2 drops topically to get from Limited to Enlightened.,Clary Sage,22,App\Oil,11,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",Use aromáticamente y 1 a 2 gotas tópicamente para pasar de sentirse Limitado a Preparado.,Use aromaticamente e 1-2 gotas topicamente para ir de limitado para esclarecido.
540,9/1/18 18:51,10/12/18 15:14,Liver & Brain Support,Dilute 1-2 drops and apply to bottoms of feet or take 1-2 drops in a capsule.,Clove,24,App\Oil,540,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",Diluir 1-2 gotas y aplicar a las plantas de los pies o tomar 1-2 gotas en una cápsula.,Dilua 1-2 gotas e aplique na sola dos pés ou tome 1-2 gotas em uma cápsula.
541,9/1/18 18:51,10/12/18 15:14,Immune Boost,Apply 1-2 drops diluted to bottoms of feet or take 1-2 drops in a capsule.,Clove,24,App\Oil,541,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",Aplique 1 a 2 gotas diluidas a las plantas de los pies o tome 1 a 2 gotas en una cápsula.,Aplique 1-2 gotas diluídas na sola dos pés ou tome 1-2 gotas em uma cápsula.
542,9/1/18 18:51,10/12/18 15:14,Circulation & Hypertension,Apply 1-2 drops diluted to the spine and bottoms of feet to increase blood flow.,Clove,24,App\Oil,542,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplique 1 a 2 gotas diluidas a la columna y a las plantas de los pies para aumentar el caudal de sangre.,Aplique 1-2 gotas diluídas na coluna e na sola dos pés para aumentar o fluxo sanguíneo.
543,9/1/18 18:51,10/12/18 15:14,Tooth Pain & Cavities,Dilute and apply 1-2 drops to the affected area to numb and ease the pain.,Clove,24,App\Oil,543,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Diluir y aplicar 1-2 gotas a las áreas afectadas para anestesiar y calmar el dolor.,Dilua e aplique 1-2 gotas na área afetada para anestesiar e aliviar a dor.
544,9/1/18 18:51,10/12/18 15:14,Thyroid Issues & Metabolism Support,Apply diluted 1-2 drops to the big toe and take 1-2 drops in a capsule.,Clove,24,App\Oil,544,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",Aplicar 1-2 gotas diluidas en el dedo gordo del pie y tomar 1-2 gotas en una cápsula.,Aplique 1-2 gotas diluídas no dedão do pé e tome 1-2 gotas em uma cápsula.
545,9/1/18 18:51,10/12/18 15:14,Infection & Parasites,Take 1-2 drops in a capsule.,Clove,24,App\Oil,545,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":false,""position"":999},{""name"":""Internal"",""active"":true,""position"":0}]",Aplique 1 a 2 gotas en una cápsula.,Tome 1-2 gotas em uma cápsula.
546,9/1/18 18:51,10/12/18 15:14,Smoking Addiction,Apply 1-2 drops with black pepper along tongue to decrease nicotine cravings.,Clove,24,App\Oil,546,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",Aplicar 1-2 gotas con pimienta negra a lo largo de la lengua para reducir el deseo de nicotina.,Aplique 1-2 gotas com pimenta preta ao longo da língua para diminuir os desejos de nicotina.
547,9/1/18 18:51,10/12/18 15:14,Virus & Cold,Apply diluted 1-2 drops along the spine or take 1-2 drops in a capsule.,Clove,24,App\Oil,547,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",Aplicar 1-2 gotas diluidas a lo largo de la columna o tomar 1-2 gotas en una cápsula.,Aplique 1-2 gotas diluídas ao longo da coluna ou tome 1-2 gotas em uma cápsula.
