id,name,Spanish,Portuguese
319,3 drops helichrysum essential oil,3 gotas de aceite esencial de helichrysum,3 gotas de óleo essencial de immortelle
320,2 drops rosemary essential oil,2 gotas de aceite esencial de romero,2 gotas de óleo essencial de alecrim
323,25 drops cleansing blend essential oil,25 gotas de aceite esencial de mezcla de limpieza,25 gotas de óleo essencial de mix purificador
324,4 cups baking soda,4 tazas de bicarbonato,4 xícaras de bicarbonato de sódio
325,1/2 teaspoon rubbing alcohol,1/2 cucharadita de alcohol rectificado,1/2 colher de chá de álcool de cereais
326,4 garlic oil capsules,4 cápsulas de aceite de ajo,4 garlic oil capsules
327,1 drop cedarwood,1 gota de cedro,1 gota de cedro
328,1 drop lavender,1 gota de lavanda,1 gota de lavanda
329,1 drop lemon,1 gota de limón,1 gota de limão siciliano
330,1 drop thyme,1 gota de tomillo,1 gota de tomilho
331,1 bottle of witch hazel,1 botella de agua de hamamelis,1 garrafa de hamamélis
332,4 drops lavender,4 gotas de lavanda,4 gotas de lavanda
333,4 drops melaleuca,4 gotas de melaleuca,4 gotas de tea tree
334,5 drops lavender essential oil,5 gotas de aceite esencial de lavanda,5 gotas de óleo essencial de lavanda
335,5 drops myrrh essential oil,5 gotas de aceite esencial de mirra,5 gotas de óleo essencial de mirra
336,5 drops helichrysum essential oil,5 gotas de aceite esencial de helichrysum,5 gotas de óleo essencial de immortelle
337,10 drops fractionated coconut oil,10 gotas de aceite de coco fraccionado,10 gotas de óleo de coco fracionado
338,"6 tablespoons butter, melted","6 cucharadas de mantequilla, derretida",6 colheres de sopa de manteiga derretida
339,"6 tablespoons coconut oil, melted","6 cucharadas de aceite de coco, derretido",6 colheres de sopa de óleo de coco derretido
340,2/3 cup cocoa powder,2/3 taza de polvo de cacao,2/3 xícara de cacau em pó
341,1 cup sugar,1 taza de azúcar,1 xícara de açúcar
342,1 teaspoon vanilla,1 cucharadita de vainilla,1 colher de chá de baunilha
343,2 eggs,2 huevos,2 ovos
344,2/3 cup all-purpose flour,2/3 taza de harina para todo uso,2/3 xícara de farinha de trigo
345,3 drops peppermint essential oil,3 gotas de aceite esencial de menta,3 gotas de óleo essencial de hortelã-pimenta
346,"1 cup butter, softened","1 taza de manteca, blanda","1 xícara de manteiga, amolecida"
347,2 cups flour,2 tazas de harina,2 copos de farinha
348,1/2 cup powdered sugar,1/2 taza de azúcar en polvo,1/2 xícara de açúcar de confeiteiro
349,1/4 teaspoon sea salt,1/4 cucharadita de sal  marina,1/4 colher de chá de sal marinho
350,4 eggs,4 huevos,4 ovos
351,2 cups sugar,2 tazas de azúcar,2 xícaras de açúcar
352,3 tbsp lemon or lime juice,3 cucharadas de jugo de limón o lima,3 colheres de sopa de suco de limão siciliano ou limão
353,1 tbsp water,1 cucharada de agua,1 colher de sopa de água
354,1/4 cup cornstarch,1/4 taza de almidón de maíz,1/4 xícara de amido de milho
355,6 drops lemon or lime essential oil,6 gotas de aceite esencial de limón o lima,6 gotas de óleo essencial de limão siciliano ou limão
356,1/3 - 1/2 cup powdered sugar,1/3 - 1/2 taza de azúcar en polvo,1/3 - 1/2 xícaras de açúcar de confeiteiro
357,1 drop of lemon or lime essential oil,1 gota de aceite esencial de limón o lima,1 gota de óleo essencial de limão siciliano ou limão
358,"6 medium roma tomatoes (20 ounces), seeded and diced","6 tomates roma medianos (1/2 kilo [20 onzas]), sin semillas y cortados en cubos","6 tomates roma médios (20 onças), sem sementes e cortados em cubos"
359,"1 cup chopped red onion, chopped",1 taza de cebolla roja picada,1 xícara de cebola roxa picada
360,"1 large or 2 small jalapeños, seeded and chopped","1 jalapeño grande o 2 pequeños, sin semillas y picados","1 grande ou 2 pequenos jalapeños, sem semente e picado"
361,"3 medium avocados, semi-firm but ripe, peeled cored and diced","3 aguacates medianos, un poco firmes pero maduros, pelados y cortados en cubos","3 abacates médios, semi-firmes mas maduros, descascados e cortados em cubos"
362,3 ½ tablespoons olive oil,3 ½ cucharadas de aceite de oliva,3 ½ colheres de sopa de azeite
363,3 table spoons fresh lime juice,3 cucharadas de jugo de lima fresco,3 colheres de sopa de suco de limão fresco
364,"1 clove garlic, finely minced",1 diente de ajo finamente picado,1 dente de alho finamente picado
365,½ teaspoons salt,½ cucharadita de sal,½ colheres de chá de sal
366,¼ teaspoon freshly ground black pepper,¼ cucharadita de pimienta negra recién molida,¼ colher de chá de pimenta preta moída na hora
367,"½ cup loosely packed cilantro leaves, chopped",½ taza de hojas de cilantro sueltas picadas,"½ xícara de folhas de coentro frouxamente embaladas, picadas"
368,1 shake of crushed dried basil,1 toque de albahaca seca triturada,1 punhado de manjericão seco
369,1/4 cup coconut oil,1/4 taza de aceite de coco,1/4 xícara de óleo de coco
370,1/4 cup olive oil,1/4 taza de aceite de oliva,1/4 xícara de azeite
371,2 Tbsp beeswax,2 cucharada de cera de abeja,2 colheres de sopa de cera de abelha
372,20 drops lavender essential oil,20 gotas de aceite esencial de lavanda,20 gotas de óleo essencial de lavanda
373,8 oz water,230 ml (8 onzas) de agua,8 onças de água
374,2 Tbsp borax,2 cucharada de bórax,2 colheres de sopa de bórax
375,20 drops lemon essential oil,20 gotas de aceite esencial de limón,20 gotas de óleo essencial de limão siciliano
376,1/2 cup apple cider vinegar,1/2 taza de vinagre de manzana,½ xícara de vinagre de maçã
377,1/2 cup water,1/2 taza de agua,1/2 xícara de água
378,5 drops lemon essential oil,5 gotas de aceite esencial de limón,5 gotas de óleo essencial de limão siciliano
379,5 drops OnGuard®,5 gotas de OnGuard®,5 gotas de OnGuard®
380,2 cups baking soda,2 tazas de bicarbonato,2 xícaras de bicarbonato de sódio
381,10 drops lemon essential oil,10 gotas de aceite esencial de limón,10 gotas de óleo essencial de limão siciliano
382,10 drops wild orange essential oil,10 gotas de aceite esencial de naranja silvestre,10 gotas de óleo essencial de laranja lima
383,1 gallon warm water,"4,5 litros (1 galón) de agua tibia",1 galão de água morna
384,1/2 cup distilled white vinegar,1/2 taza de vinagre blanco destilado,1/2 xícara de vinagre branco destilado
385,3 drops lemon or wild orange essential oil,3 gotas de aceite esencial de limón o naranja silvestre,3 gotas de óleo essencial limão siciliano ou de laranja lima
386,2 cups water,2 tazas de agua,2 xícaras de água
387,2 tbsp white vinegar,2 cucharada de vinagre blanco,2 colheres de sopa de vinagre branco
388,2 tbsp rubbing alcohol,2 cucharada de alcohol rectificado,2 colheres de sopa de álcool de cereais
389,5 drops peppermint essential oil,5 gotas de aceite esencial de menta,5 gotas de óleo essencial de hortelã-pimenta
390,12 thick and durable paper towels,12 toallitas de papel gruesas y resistentes,12 toalhas de papel grossas e duráveis
391,1 cup boiled and slightly cooled water,1 taza de agua hervida y ligeramente enfriada,1 xícara de água fervida e levemente resfriada
392,1/2 cup white vinegar,1/2 taza de vinagre blanco,1/2 xícara de vinagre branco
393,1/4 cup rubbing alcohol,1/4 taza de alcohol rectificado,1/4 xícara de álcool de cereais
394,5 drops lavender essential oil,5 gotas de aceite esencial de lavanda,5 gotas de óleo essencial de lavanda
395,5 drops lemon essential oil,5 gotas de aceite esencial de limón,5 gotas de óleo essencial de limão siciliano
396,1/2 cup baking soda,1/2 taza de bicarbonato,1/2 xícara de bicarbonato de sódio
397,1/4 cup white vinegar,1/4 taza de vinagre blanco,1/4 xícara de vinagre branco
398,10 drops melaleuca essential oil,10 gotas de aceite esencial de melaleuca,10 gotas de óleo essencial de tea tree
399,1 tbsp baking soda,1 cucharada de bicarbonato,1 colher de sopa de bicarbonato de sódio
400,1 tbsp almond or vegetable oil,1 cucharada de aceite de almendra o vegetal,1 colher de sopa de óleo de amêndoa ou óleo vegetal
401,2 drops lemon essential oil,2 gotas de aceite esencial de limón,2 gotas de óleo essencial de limão siciliano
402,1 cup warm water,1 taza de agua tibia,1 xícara de água morna
403,3 tbsp baking soda,3 cucharada de bicarbonato,3 colheres de sopa de bicarbonato de sódio
404,1 tbsp castile soap,1 cucharada de jabón de castilla,1 colher de sopa de sabão de castela
405,5 drops lemon essential oil,5 gotas de aceite esencial de limón,5 gotas de óleo essencial de limão siciliano
406,5 drops clove essential oil,5 gotas de aceite esencial de clavo de olor,5 gotas de óleo essencial de cravo
407,1/4 cup baking soda,1/4 taza de bicarbonato,1/4 xícara de bicarbonato de sódio
408,2 tbsp natural dish detergent,2 cucharada de detergente para vajilla natural,2 colheres de sopa de detergente natural
409,5 drops lemon essential oil,5 gotas de aceite esencial de limón,5 gotas de óleo essencial de limão siciliano
410,Distilled white vinegar,Vinagre blanco destilado,Vinagre branco destilado
411,1 cup baking soda,1 taza de bicarbonato,1 xícara de bicarbonato de sódio
412,1/2 cup water,1/2 taza de agua,1/2 xícara de água
413,1 tbsp dish or castile soap,1 cucharada de detergente para platos o de castilla,1 colher de detergente ou sabonete de castela
414,10 drops lemon essential oil,10 gotas de aceite esencial de limón,10 gotas de óleo essencial de limão siciliano
415,100% wool yarn or 100% animal yarn,Hilo 100 % de lana o hilo 100 % de origen animal,100% fio de lã ou 100% fio de animal
416,Pantyhose (reuse pantyhose with runs in them),Medias (reutilizar las medias que estén corridas),Meia-calça (reutilizar meia-calça desfiadas)
417,4 to 6 drops of essential oil of choice,4 a 6 gotas del aceite esencial de elección,4 a 6 gotas de óleo essencial de sua escolha
418,"1 6"" x 6"" piece of cotton or wool cloth (recycled t-shirts, sweaters, socks, etc.)","Trozo de algodón o trapo de lana de 40 cm x 15 cm (16"" x 6"") (camisetas, suéteres, calcetines, etc. reciclados)","1 pedaço de tecido de algodão ou lã de 15 cm x 20 cm (camisetas recicladas, blusas, meias, etc.)"
419,2-4 drops wild orange or other essential oil,2-4 gotas de aceite esencial de naranja silvestre u otro,2-4 gotas de laranja lima ou outro óleo essencial
420,2 oz or 1/4 cup hydrogen peroxide,60 ml (2 onzas) o 1/4 taza de peróxido de hidrógeno,2 oz ou 1/4 de xícara de peróxido de hidrogênio (água oxigenada)
421,10 drops lemon essential oil,10 gotas de aceite esencial de limón,10 gotas de óleo essencial de limão siciliano
422,1/2 5-oz bar castile soap,1/2 jabón de castilla en barra de 140 gramos (5 onzas),1/2 barra de 5 onças de sabão de castela
423,3 teaspoons water,3 cucharaditas de agua,3 colheres de chá de água
424,4 drops melaleuca essential oil,4 gotas de aceite esencial de melaleuca,4 gotas de óleo essencial de tea tree
425,1.4 cup shea butter,1/4 taza de mantequilla de karité,"1,4 xícara de manteiga de karité"
426,1/4 cup coconut oil,1/4 taza de aceite de coco,1/4 xícara de óleo de coco
427,1/4 cup sweet almond oil,1/4 taza de aceite de almendras dulces,1/4 xícara de óleo de amêndoa doce
428,10 drops soothing blend,10 gotas de mezcla tranquilizante,10 gotas do mix calmante
429,1 drop peppermint essential oil,1 gota de aceite esencial de menta,1 gota de óleo essencial de hortelã pimenta
430,2 drops helichrysum essential oil,2 gotas de aceite esencial de helichrysum,2 gotas de óleo essencial de immortelle
431,2 drops geranium essential oil,2 gotas de aceite esencial de geranio,2 gotas de óleo essencial de gerânio
432,2 drops cypress essential oil,2 gotas de aceite esencial de ciprés,2 gotas de óleo essencial de cipreste
433,fractionated coconut oil,Aceite de coco fraccionado,Óleo de coco fracionado
434,10 drops cleansing blend,10 gotas de mezcla de limpieza,10 gotas do mix purificador
435,8 oz water,230 ml (8 onzas) de agua,8 onças de água
436,1 cup water,1 taza de agua,1 xícara de água
437,1 TBSP castile soap,1 cucharada de jabón de castilla,1 colher de sopa de sabão de castela
438,1/4 tsp vitamin E,1/4 cucharadita de vitamina E,1/4 de colher de chá de vitamina E
439,3 drops peppermint essential oil,3 gotas de aceite esencial de menta,3 gotas de óleo essencial de hortelã-pimenta
440,2 drops Roman Chamomile essential oil,2 gotas de aceite esencial de manzanilla romana,2 gotas de óleo essencial de camomila romana
441,2 drops cleansing blend,2 gotas de mezcla de limpieza,2 gotas do mix purificador
442,1 drop cedarwood essential oil,1 gota de aceite esencial de cedro,1 gota de óleo essencial de cedro
443,10 drops eucalyptus essential oil,10 gotas de aceite esencial de eucalipto,10 gotas de óleo essencial de eucalipto
444,10 dropss lemon essential oil,10 gotas de aceite esencial de limón,10 gotas de óleo essencial de limão siciliano
445,1 cup water,1 taza de agua,1 xícara de água
446,2 cups flour,2 tazas de harina,2 copos de farinha
447,1/2 cup oats,1/2 taza de avena,1/2 xícara de aveia
448,1/4 tsp salt (optional),1/4 cdta. de sal (opcional),1/4 colher de chá de sal (opcional)
449,2 bananas,2 plátanos,2 bananas
450,3 eggs,3 huevos,3 ovos
451,2 Tbsp peanut butter,2 cucharada de mantequilla de maní,2 colheres de sopa de manteiga de amendoim
452,2 Tbsp coconut oil,2 cucharada de aceite de coco,1 colher de sopa de óleo de coco
453,3-5 drops peppermint essential oil,3-5 gotas de aceite esencial de menta,3-5 gotas de óleo essencial de hortelã-pimenta
454,1 drop cinnamon essential oil,1 gota de aceite esencial de canela,1 gota de óleo essencial de canela
455,40 drops massage blend,40 gotas de mezcla para masajes,40 gotas do mix para massagem
456,40 drops metabolic blend,40 gotas de mezcla metabólica,40 gotas do mix Metabólico
457,40 drops cypress essential oil,40 gotas de aceite esencial de ciprés,40 gotas de óleo essencial de cipreste
458,40 drops geranium essential oil,40 gotas de aceite esencial de geranio,40 gotas de óleo essencial de gerânio
459,40 drops lemongrass essential oil,40 gotas de aceite esencial de lemongrass,40 gotas de óleo essencial de capim limão
460,40 drops grapefruit essential oil,40 gotas de aceite esencial de pomelo,40 gotas de óleo essencial de toranja
461,15 drops eucalyptus essential oil,15 gotas de aceite esencial de eucalipto,15 gotas de óleo essencial de eucalipto
462,15 drops wintergreen essential oil,15 gotas de aceite esencial de gaulteria,15 gotas de óleo essencial de wintergreen
463,10 drops peppermint essential oil,10 gotas de aceite esencial de menta,10 gotas de óleo essencial de hortelã-pimenta
464,grapeseed oil,aceite de semilla de uva,óleo de semente de uva
465,1 medium strawberry with stem,1 fresa mediana con tallo,1 morango médio com caule
466,1 drop peppermint essential oil,1 gota de aceite esencial de menta,1 gota de óleo essencial de hortelã pimenta
467,4 drops cinnamon essential oil,4 gotas de aceite esencial de canela,4 gotas de óleo essencial de canela
468,4 drops peppermint essential oil,4 gotas de aceite esencial de menta,4 gotas de óleo essencial de hortelã-pimenta
469,1 drop lemon essential oil,1 gota de aceite esencial de limón,1 gota de óleo essencial de limão siciliano
470,3/4 cup water,3/4 taza de agua,3/4 xícara de água
471,3-4 drops peppermint essential oil,3-4 gotas de aceite esencial de menta,3-4 gotas de óleo essencial de hortelã-pimenta
472,1 Tbsp baking soda,1 cucharada de bicarbonato,1 colher de sopa de bicarbonato de sódio
473,1 1/2 tsp water,1 1/4 cucharadita de agua,1 1/2 colher de chá de água
474,2 drops helichrysum essential oil,2 gotas de aceite esencial de helichrysum,2 gotas de óleo essencial de immortelle
475,8 oz water,230 ml (8 onzas) de agua,8 onças de água
476,2 tsp witch hazel,2 cucharadita de agua de hamamelis,2 colheres de sopa de hamamélis
477,10 drops peppermint essential oil,10 gotas de aceite esencial de menta,10 gotas de óleo essencial de hortelã-pimenta
478,1/2 cup olive oil,1/2 taza de aceite de oliva,1/3 xícara de azeite
479,1/4 cup fractionated coconut oil,1/4 taza de aceite de coco fraccionado,1/4 xícara de óleo de coco fracionado
480,1/4 cup beeswax,1/2 taza de cera de abejas,1/4 xícara de cera de abelha
481,2 Tbsp shea butter,2 cucharada de mantequilla de karité,2 colheres de sopa de manteiga de karité
482,1 tsp vitamin E,1 cucharadita de vitamina E,1 de colher de chá de vitamina E
483,2 Tbsp zinc oxide,2 cucharada de óxido de zinc,2 colheres de sopa de óxido de zinco
484,12 drops helichrysum essential oil,12 gotas de aceite esencial de helichrysum,12 gotas de óleo essencial de immortelle
485,8 drops lavender essential oil,8 gotas de aceite esencial de lavanda,8 gotas de óleo essencial de lavanda
486,8 drops rosemary essential oil,8 gotas de aceite esencial de romero,8 gotas de óleo essencial de alecrim
487,1 cup white vinegar,1 taza de vinagre blanco,1 xícara de vinagre branco
488,1/4 cup water,1/4 taza de agua,1/4 xícara de água
489,5 drops lemon essential oil,5 gotas de aceite esencial de limón,5 gotas de óleo essencial de limão siciliano
490,10 drops peppermint essential oil,10 gotas de aceite esencial de menta,10 gotas de óleo essencial de hortelã-pimenta
491,30 drops bergamot essential oil,30 gotas de aceite esencial de bergamota,30 gotas de óleo essencial de bergamota
492,10 drops sandalwood essential oil,10 gotas de aceite esencial de sándalo,10 gotas de óleo essencial de sândalo
493,5 drops juniper berry essential oil,5 gotas aceite esencial de bayas de enebro,5 gotas de óleo essencial de bagas zimbro
494,4 drops ginger essential oil,4 gotas de aceite esencial de jengibre,4 gotas de óleo essencial de gengibre
495,4 drops ylang ylang essential oil,4 gotas de aceite esencial de ylang ylang,4 gotas de óleo essencial de ylang ylang
496,2 drops jasmine (OR Lavender),2 gotas de jazmín (O lavanda),2 gotas de jasmim (OU lavanda)
497,4 oz fractionated coconut oil,120 ml (4 onzas) de aceite de coco fraccionado,4 onças de óleo de coco fracionado
498,2 1/2 Tbsp fractionated coconut oil,2 1/2 cucharada de aceite de coco fraccionado,2 1/2 colheres de sopa de óleo de coco fracionado
499,1 Tbsp cocoal butter,1 cucharada de mantequilla de cacao,1 colher de sopa de manteiga de cacau
500,1 1/2 tsp vegetable glycerin,1 1/2 cucharadita de glicerina vegetal,1 1/2 colher de chá de glicerina vegetal
501,1 tsp beeswax,1 cucharadita de cera de abejas,1 colher de chá de cera de abelha
502,6 drops cinnamon essential oil,6 gotas de aceite esencial de canela,6 gotas de óleo essencial de canela
503,1/4 cup fractionated coconut oil,1/4 taza de aceite de coco fraccionado,1/4 xícara de óleo de coco fracionado
504,2 drops geranium essential oil,2 gotas de aceite esencial de geranio,2 gotas de óleo essencial de gerânio
505,1 drop cinnamon essential oil,1 gota de aceite esencial de canela,1 gota de óleo essencial de canela
506,1 drop ginger essential oil,1 gota de aceite esencial de jengibre,1 gota de óleo essencial de gengibre
507,1 drop lemongrass essential oil,1 gota de aceite esencial de lemongrass,1 gota de óleo essencial de capim limão
508,1 drop peppermint essential oil,1 gota de aceite esencial de menta,1 gota de óleo essencial de hortelã pimenta
509,1 drop white fir essential oil,1 gota de aceite esencial de abeto blanco,1 gota de óleo essencial de abeto branco
510,1 drop cinnamon essential oil,1 gota de aceite esencial de canela,1 gota de óleo essencial de canela
511,1 drop patchouli essential oil,1 gota de aceite esencial de pachuli,1 gota de óleo essencial de patchouli
512,1 drop rosemary essential oil,1 gota de aceite esencial de romero,1 gota de óleo essencial de alecrim
513,1 drop sandalwood essential oil,1 gota de aceite esencial de sándalo,1 gota de óleo essencial de cedro
514,1 drop ylang ylang essential oil,1 gota de aceite esencial de ylang ylang,1 gota de óleo essencial de ylang ylang
515,1/4 cup fractionated coconut oil (OR unscented lotion),1/4 taza de aceite de coco fraccionado (o loción sin perfume),1/4 de xícara de óleo de coco fracionado (OU loção sem perfume)
516,2 drops geranium (OR rose),2 gotas de geranio (o rosa),2 gotas de gerânio (OU rosa)
517,3 drops sandalwood essential oil,3 gotas de aceite esencial de sándalo,3 gotas de óleo essencial de sândalo
518,2 drops ylang ylang essential oil,2 gotas de aceite esencial de ylang ylang,2 gotas de óleo essencial de ylang ylang
519,3 drops clary sage essential oil,3 gotas de aceite esencial de salvia,3 gotas de óleo essencial de sálvia esclareia
520,10 drops sandalwood essential oil,10 gotas de aceite esencial de sándalo,10 gotas de óleo essencial de sândalo
521,10 drops bergamot essential oil,10 gotas de aceite esencial de bergamota,10 gotas de óleo essencial de bergamota
522,3 drops ginger essential oil,3 gotas de aceite esencial de jengibre,3 gotas de óleo essencial de gengibre
523,3 drops lime essential oil,3 gotas de aceite esencial de lima,3 gotas de óleo essencial de limão
524,2 drops ylang ylang essential oil,2 gotas de aceite esencial de ylang ylang,2 gotas de óleo essencial de ylang ylang
525,Lamp wicks (maybe found at craft stores),Mechas para lámparas (se pueden encontrar en las tiendas de artesanía),Pavio de vela (talvez encontradas em lojas de artesanato)
526,small to medium-sized mason jar with lid,Frasco con tapa pequeño a mediano,frasco de vidro pequeno a médio com tampa
527,Fractionated coconut oil,Aceite de coco fraccionado,Óleo de coco fracionado
528,"10 drops wild orange (lemon, cassia OR white fir) essential oil","10 gotas de aceite esencial de naranja silvestre (limón, casia O abeto blanco)","10 gotas de óleo essencial de laranja lima (limão, cássia OU abeto branco)"
534,6 drops wild orange essential oil,6 gotas de aceite esencial de naranja silvestre,6 gotas de óleo essencial de laranja
535,1 drop patchouli essential oil,1 gota de aceite esencial de pachuli,1 gota de óleo essencial de patchouli
536,1 drop ginger essential oil,1 gota de aceite esencial de jengibre,1 gota de óleo essencial de gengibre
537,40 drops bergamot essential oil,40 gotas de aceite esencial de bergamota,40 gotas de óleo essencial de bergamota
538,10 drops clove essential oil,10 gotas de aceite esencial de clavo de olor,10 gotas de óleo essencial de cravo
539,20 drops white fir essential oil,20 gotas de aceite esencial de abeto blanco,20 gotas de óleo essencial de abeto branco
540,5 drops lemon essential oil,5 gotas de aceite esencial de limón,5 gotas de óleo essencial de limão siciliano
541,3 tsp fractionated coconut oil,3 cdta. de aceite de coco fraccionado,3 colheres de chá de óleo de coco fracionado
542,2 drops peppermint essential oil,2 gotas de aceite esencial de menta,2 gotas de óleo essencial de hortelã-pimenta
543,2 drops wild orange essential oil,2 gotas de aceite esencial de naranja silvestre,2 gotas de óleo essencial de laranja lima
544,35 drops melaleuca essential oil,35 gotas de aceite esencial de melaleuca,35 gotas de óleo essencial de tea tree
545,8 drops lavender essential oil,8 gotas de aceite esencial de lavanda,8 gotas de óleo essencial de lavanda
546,15 drops cleansing blend,15 gotas de mezcla de limpieza,15 gotas do mix purificador
547,15 drops clary sage essential oil,15 gotas de aceite esencial de salvia,15 gotas de óleo essencial de sálvia esclareia
548,10 drops frankincense essential oil,10 gotas de aceite esencial de incienso,10 gotas de óleo essencial de olíbano
549,10 drops lime essential oil,10 gotas de aceite esencial de lima,10 gotas de óleo essencial de limão
550,5 drops lavender essential oil,5 gotas de aceite esencial de lavanda,5 gotas de óleo essencial de lavanda
551,5 drops patchouli essential oil,5 gotas de aceite esencial de pachuli,5 gotas de óleo essencial de patchouli
552,5 drops grounding blend,5 gotas de mezcla de base,5 gotas do mix para aterramento
553,5 drops cedarwood essential oil,5 gotas de aceite esencial de cedro,5 gotas de óleo essencial de cedro
554,3 drops sandalwood essential oil,3 gotas de aceite esencial de sándalo,3 gotas de óleo essencial de sândalo
555,fractionated coconut oil,Aceite de coco fraccionado,Óleo de coco fracionado
556,3/4 cup witch hazel,3/4 taza de agua de hamamelis,3/4 de xícara de hamamélis
557,1 Tbsp apple cider vinegar,1 cda. de vinagre de manzana,1 colher de sopa de vinagre de maçã
558,10 drops sandalwood essential oil,10 gotas de aceite esencial de sándalo,10 gotas de óleo essencial de sândalo
559,5 drops peppermint essential oil,5 gotas de aceite esencial de menta,5 gotas de óleo essencial de hortelã-pimenta
560,3 drops rosemary essential oil,3 gotas de aceite esencial de romero,3 gotas de óleo essencial de alecrim
561,2 drops melaleuca essential oil,2 gotas de aceite esencial de melaleuca,2 gotas de óleo essencial de tea tree
562,6 drops lime essential oil,6 gotas de aceite esencial de lima,6 gotas de óleo essencial de limão
563,2 drops lavender essential oil,2 gotas de aceite esencial de lavanda,2 gotas de óleo essencial de lavanda
564,2 drops lemon essential oil,2 gotas de aceite esencial de limón,2 gotas de óleo essencial de limão siciliano
565,1 drop peppermint essential oil,1 gota de aceite esencial de menta,1 gota de óleo essencial de hortelã pimenta
566,4 oz fractionated coconut oil,120 ml (4 onzas) de aceite de coco fraccionado,4 onças de óleo de coco fracionado
567,15 ml grapefruit essential oil,"15 ml (0,5 onzas) de aceite esencial de pomelo",15 mL de óleo essencial de toranja
568,1/2 cup water,1/2 taza de agua,1/2 xícara de água
569,2-6 drops protective blend,2-6 gotas de mezcla protectora,2-6 gotas do mix protetor
570,3 drops lavender essential oil,3 gotas de aceite esencial de lavanda,3 gotas de óleo essencial de lavanda
571,2 drops Roman chamomile essential oil,2 gotas de aceite esencial de manzanilla romana,2 gotas de óleo essencial de camomila romana
572,2 drops marjoram essential oil,2 gotas de aceite esencial de mejorana,2 gotas de óleo essencial de manjerona
573,1 drop helichrysum essential oil,1 gota de aceite esencial de helichrysum,1 gota de óleo essencial deimmortelle
574,3-4 drops soothing blend,3-4 gotas de mezcla tranquilizante,3-4 gotas do mix calmante
575,3-4 drop lemongrass essential oil,3-4 gotas de aceite esencial de lemongrass,3-4 gotas de óleo essencial de capim limão
576,1-2 drops helichrysum essential oil,1-2 gotas de aceite esencial de helichrysum,1-2 gotas de óleo essencial de immortelle
577,2 drops Roman chamomile essential oil,2 gotas de aceite esencial de manzanilla romana,2 gotas de óleo essencial de camomila romana
578,2 drops melaleuca essential oil,2 gotas de aceite esencial de melaleuca,2 gotas de óleo essencial de tea tree
579,2 drops lavender essential oil,2 gotas de aceite esencial de lavanda,2 gotas de óleo essencial de lavanda
580,1 tsp fractionated coconut oil,1 cdta. de aceite de coco fraccionado,1 colher de chá de óleo de coco fracionado
581,1/2 cup apple cider vinegar,1/2 taza de vinagre de manzana,½ xícara de vinagre de maçã
582,1 Tbsp sea salt,1 cda. de sal marina,1 colher de sopa de sal marinho
583,5 drops soothing blend,5 gotas de mezcla tranquilizante,5 gotas do mix calmante
584,5 drops marjoram essential oil,5 gotas de aceite esencial de mejorana,5 gotas de óleo essencial de manjerona
585,5 drops lemongrass essential oil,5 gotas de aceite esencial de lemongrass,5 gotas de óleo essencial de capim limão
586,40 drops lemon essential oil,40 gotas de aceite esencial de limón,40 gotas de óleo essencial de limão siciliano
587,30 drops protective blend,30 gotas de mezcla protectora,30 gotas do mix protetor
589,20 drops oregano essential oil,20 gotas de aceite esencial de orégano,20 gotas de óleo essencial de orégano
590,fractionated coconut oil,Aceite de coco fraccionado,Óleo de coco fracionado
591,1 cup white sugar,1 taza de azúcar blanca,1 xícara de açúcar refinado
592,1/4 cup fractionated coconut oil,1/4 taza de aceite de coco fraccionado,1/4 xícara de óleo de coco fracionado
593,1 tsp vanilla extract,1 cdta. de extracto de vainilla,1 colher de chá de extrato de baunilha
594,5 drops lavender essential oil,5 gotas de aceite esencial de lavanda,5 gotas de óleo essencial de lavanda
595,8 oz distilled water,230 ml (8 onzas) de agua destilada,8 onças de água destilada
596,1 Tbsp witch hazel,1 cda. de agua de hamamelis,1 colher de sopa de hamamélis
597,10 drops cinnamon essential oil,10 gotas de aceite esencial de canela,10 gotas de óleo essencial de canela
598,13 drops wild orange essential oil,13 gotas de aceite esencial de naranja silvestre,13 gotas de óleo essencial de laranja
599,1 pkg gum paste (found with cake decorating supplies),1 paquete de pasta de goma (se pueden encontrar junto a los suministros de decoración de pasteles),1 pcte de pasta elástica (encontrada com suprimentos para decoração de bolos)
600,1/4 cup powdered sugar,1/4 taza de azúcar en polvo,1/4 de xícara de confeiteiro
601,"6 drops peppermint, cinnamon OR lemon essential oil (add more for stronger flavor)","6 gotas de aceite esencial de menta, canela o limón (agregar más para un sabor más fuerte)","6 gotas de óleo essencial de hortelã-pimenta, canela ou  limão siciliano (adicione mais para obter um sabor mais forte)"
602,Food coloring (optional),Colorante para alimentos (opcional),Corante alimentício (opcional)
603,Plastic straw,Pajilla de plástico,Canudo de plástico
604,2 1/2 cup Epsom salts,2 1/2 tazas de sal de Epsom,2 1/2 xícara de sais de Epsom
605,Zest of 1 fresh lime,Ralladura de 1 lima fresca,Raspas de 1 limão fresco
606,4 drops lime essential oil,4 gotas de aceite esencial de lima,4 gotas de óleo essencial de limão
607,3 drops peppermint essential oil,3 gotas de aceite esencial de menta,3 gotas de óleo essencial de hortelã-pimenta
608,2 drops green food coloring (optional),2 gotas de colorante para alimentos color verde (opcional),2 gotas de corante alimentício verde (opcional)
