id,created_at,updated_at,name,Spanish,Portuguese,image_url,color,short_description,Spanish description,Portuguese description,is_featured,sort_order,ailment_type
146,2018-08-23 15:54:34,2018-12-19 12:37:30,Chest Infection,Infección en el pecho,Infecção pulmonar,http://placehold.it/200,,"An infection in the airways or lungs, commonly resulting in coughing up yellow or green phlegm (thick mucus).","Infección de los conductos respiratorios o los pulmones, que generalmente provoca tos con flema de color amarillento o verde (mucosidad espesa).","Uma infecção nas vias aéreas ou pulmões, geralmente resultando em tossir muco amarelo ou verde (muco espesso).",0,0,0
147,2018-08-23 15:54:34,2018-12-19 12:37:30,Chest Pain,Dolor de pecho,Dor no peito,http://placehold.it/200,,"A sharp, burning, or crushing sensation in the chest. ","Sensación aguda, ardiente o aplastante en el pecho.","Uma sensação aguda, ardente ou esmagadora no peito.",0,0,0
148,2018-08-23 15:54:34,2019-06-12 09:14:01,Chicken Pox,Varicela,Catapora,http://placehold.it/200,,"A highly contagious viral infection causing an itchy, blister-like rash on the skin and fever. Most cases occur in children under the age of 16.","Infección viral altamente contagiosa que presenta en la piel sarpullido con ampollas y picazón, además de fiebre. La mayoría de los casos se presentan en niños menores de 16 años.",Infecção viral altamente contagiosa que provoca erupção cutânea pruriginosa na pele e febre. A maioria dos casos ocorre em crianças menores de 16 anos.,0,0,0
149,2018-08-23 15:54:34,2018-12-19 12:37:30,Chiggers,Niguas,Carrapatos,http://placehold.it/200,,"Red bugs similar to a tick from the Trombiculidae family; however, chiggers do not burrow into the skin but have feeding structures that insert into the skin.","Insectos de la familia Trombiculidae de color rojizo parecidos a garrapatas; sin embargo, el ácaro no penetra en la piel sino que ha desarrollado un mecanismo de alimentación que inserta en ella.","Insetos vermelhos semelhantes a um carrapato da família Trombiculidae; no entanto, os carrapatos não se enterram na pele, mas possuem estruturas de alimentação que se inserem na pele.",0,0,0
150,2018-08-23 15:54:34,2019-06-12 09:14:01,Cholera,Cólera,Cólera,http://placehold.it/200,,"A bacterial disease causing severe diarrhea and dehydration, usually spread in water.","Enfermedad bacteriana que causa diarrea grave y deshidratación, con individuos contaminantes generalmente presentes en agua contaminada.","Uma doença bacteriana que causa diarreia grave e desidratação, geralmente se dissemina na água.",0,0,0
151,2018-08-23 15:54:34,2018-12-19 12:37:30,Cholesterol (high),Colesterol (alto),Colesterol (alto),http://placehold.it/200,,Abnormally high levels of cholesterol (a waxy substance found in the fats in the blood) that can lead to an increased risk of heart disease.,"Niveles anormalmente altos de colesterol (sustancia cerosa presente en el contenido grasoso de la sangre), que puede provocar un aumento del riesgo de una enfermedad cardíaca.",Níveis anormalmente elevados de colesterol (uma substância cerosa encontrada nas gorduras no sangue) que pode levar a um aumento do risco de doença cardíaca.,0,0,0
152,2018-08-23 15:54:34,2018-12-19 12:37:30,Chondromalacia Patella,Condromalacia de rótula,Condromalácia patelar,http://placehold.it/200,,"Damage to the cartilage under the kneecap, also known as “runner’s knee.”","Deterioro del cartílago que se encuentra debajo de la rótula, conocido también como ""rodilla de corredor"".","Danos à cartilagem sob a rótula, também conhecidos como ""joelho do corredor"".",0,0,0
153,2018-08-23 15:54:34,2018-12-19 12:37:30,Chronic Fatigue,Fatiga crónica,Fadiga crônica,http://placehold.it/200,,"A disease characterized by profound fatigue, sleep abnormalities, pain, and other symptoms that are made worse by exertion.","Enfermedad caracterizada por fatiga extrema, irregularidad en el sueño, dolor y otros síntomas que empeoran con el esfuerzo.","Doença caracterizada por fadiga profunda, anormalidades do sono, dor e outros sintomas que são agravados pelo esforço.",0,0,0
154,2018-08-23 15:54:34,2018-12-19 12:37:30,Chronic Pain,Dolor crónico,Dor crônica,http://placehold.it/200,,Persistent pain that lasts weeks to years from a disease or unknown cause.,"Dolor persistente que puede durar semanas o hasta años, como consecuencia de alguna enfermedad o causa desconocida.",Dor persistente que dura semanas a anos de uma doença ou causa desconhecida.,0,0,0
155,2018-08-23 15:54:34,2018-12-19 12:37:30,Circulation (Poor),Circulación (deficiente),Circulação (fraca),http://placehold.it/200,,"A poor circulation of blood and lymph through the body, consisting of the heart, blood vessels, blood, lymph, and the lymphatic vessels and glands.","Circulación sanguínea deficiente por todo el organismo incluyendo corazón, vasos sanguíneos, sangre, linfa y vasos linfáticos, además de glándulas.","Uma má circulação de sangue e linfa através do corpo, consistindo do coração, vasos sanguíneos, sangue, linfa e vasos linfáticos e glândulas.",0,0,0
156,2018-08-23 15:54:34,2019-06-12 09:14:01,Cirrhosis,Cirrosis,Cirrose,http://placehold.it/200,,A continual degenerative disease in which normal liver cells are impaired and then replaced by scar tissue.,Enfermedad degenerativa permanente en la que las células normales del hígado se deterioran y son reemplazadas por tejido cicatrizante.,"Uma doença degenerativa contínua na qual as células normais do fígado são prejudicadas e, em seguida, substituídas por tecido cicatricial.",0,0,0
157,2018-08-23 15:54:34,2018-12-19 12:37:30,Clogged Pores,Poros obstruidos,Poros obstruídos,http://placehold.it/200,,A plug of sebum and keratin within a hair follicle.,Un tapón de sebo y queratina dentro de un folículo piloso.,Uma tampa de sebo e queratina dentro de um folículo piloso.,0,0,0
158,2018-08-23 15:54:34,2019-06-12 09:14:01,Club Foot,Pie equinovaro,Pé torto,http://placehold.it/200,,A condition in which one or both feet are twisted into an unusual position before birth. ,Condición médica en la uno o ambos pies se encuentran torcidos en posición anormal antes del nacimiento.,Uma condição na qual um ou ambos os pés são torcidos em uma posição incomum antes do nascimento.,0,0,0
159,2018-08-23 15:54:34,2018-12-19 12:37:30,Cold (common),Resfrío (común),Gripe (comum),http://placehold.it/200,,"A viral infection of the upper respiratory system including the throat, nose, and sinuses. Sneezing, coughing, and temperature are common symptoms.","Infección viral del sistema respiratorio superior que afecta garganta, nariz y senos nasales. Síntomas comunes son el estornudo, la tos y temperatura alta.","Infecção viral do sistema respiratório superior, incluindo garganta, nariz e seios. Espirros, tosse e febre são sintomas comuns.",0,0,0
160,2018-08-23 15:54:34,2018-12-19 12:37:30,Cold Body Temperature,Temperatura corporal baja,Temperatura corporal fria,http://placehold.it/200,,A body temperature below 97.6 degrees Fahrenheit (36.4 degrees Celsius). ”Normal” body temperature is 98.6 degrees Fahrenheit (37 degrees Celsius).  ,"Temperatura corporal por debajo de los 97,6 grados Fahrenheit (36,4 grados Celsius). La temperatura corporal ""normal"" es de 98.6 grados Fahrenheit (37 grados Celsius).","Uma temperatura corporal abaixo de 97,6 graus Fahrenheit (36,4 graus Celsius). A temperatura corporal “normal” é de 37°C (98,6 graus Fahrenheit).  ",0,0,0
161,2018-08-23 15:54:34,2018-12-19 12:37:30,Cold Hands/Feet/Nose,Manos/pies/nariz fríos,Mãos/Pés/Nariz Frios,http://placehold.it/200,,"Relative to problems with poor blood circulation, small blood vessels, and the body attempting to maintain its natural core temperature. ","Relacionado con problemas de mala circulación sanguínea, vasos sanguíneos delgados y la tendencia del organismo a conservar su temperatura interna normal.","Relativo a problemas com má circulação sanguínea, pequenos vasos sanguíneos e o corpo tentando manter sua temperatura central natural.",0,0,0
162,2018-08-23 15:54:34,2018-12-19 12:37:30,Cold Sores/Fever Blisters,Herpes labial,Herpes Labial/Aftas,http://placehold.it/200,,Infection with the herpes simplex virus around the border of the lips.,Infección causada por el virus Herpes simplex y que aparece en el borde de los labios.,Infecção com o vírus herpes simplex ao redor da borda dos lábios.,0,0,0
163,2018-08-23 15:54:34,2019-06-12 09:14:01,Colic,Cólico,Cólica,http://placehold.it/200,,"Persistent, unexplained crying in a healthy baby between two weeks and five months of age.",Llanto persistente y sin explicación en un bebé sano de entre dos semanas y cinco meses de edad.,Choro persistente e inexplicável em um bebê saudável entre duas semanas e cinco meses de idade.,0,0,0
164,2018-08-23 15:54:34,2018-12-19 12:37:30,Colitis,Colitis,Colite,http://placehold.it/200,,"An inflammatory reaction in the colon or large bowel, often resulting in ulcers.",Reacción inflamatoria en el colon o el intestino grueso y que con frecuencia se manifiesta en forma de llagas.,"Uma reação inflamatória no cólon ou no intestino grosso, muitas vezes resultando em úlceras.",0,0,0
165,2018-08-23 15:54:34,2018-12-19 12:37:30,Coma,Coma,Coma,http://placehold.it/200,,"A state of severe unresponsiveness, in which an individual shows no voluntary movement or behavior.","Un estado grave de falta de reacción , en el que un individuo no presenta ningún movimiento o comportamiento voluntario.","Um estado de falta de resposta severa, em que um indivíduo não demonstra nenhum movimento ou comportamento voluntário.",0,0,0
166,2018-08-23 15:54:34,2018-12-19 12:37:30,Concentration (poor),Concentración (escasa),Concentração (fraca),http://placehold.it/200,,The inability to focus the mind or concentrate.,Incapacidad de concentración.,A incapacidade de focar a mente ou se concentrar.,0,0,0
167,2018-08-23 15:54:34,2018-12-19 12:37:30,Concussion,Conmoción cerebral,Concussão,http://placehold.it/200,,A trauma-induced change in mental status with or without a brief loss of consciousness.,"Cambio inducido por un trauma en la condición mental, con o sin breve pérdida de la conciencia.",Uma mudança induzida por trauma no estado mental com ou sem uma breve perda de consciência.,0,0,0
168,2018-08-23 15:54:34,2018-12-19 12:37:30,Confidence (lack of),Confianza (falta de),Confiança (falta de),http://placehold.it/200,,"The low belief that you have in yourself and your abilities. Self-esteem affects how you think and act, how you feel about others, and how successful you are in life.","Dudas sobre la mesura y capacidades propias. La autoestima afecta la forma como cada uno de nosotros piensa y actúa, la forma de percibir a los demás y el éxito que se alcanza en la vida.","A baixa crença de que você tem em si mesmo e suas habilidades. A autoestima afeta o modo como você pensa e age, como se sente em relação aos outros e como você é bem-sucedido na vida.",0,0,0
169,2018-08-23 15:54:34,2018-12-19 12:37:30,Confusion,Confusión,Confusão,http://placehold.it/200,,"Impaired orientation in terms of time, place, or person; a disturbed mental state or lack of clarity or discernment.","Sentido de la orientación en deterioro, en términos de tiempo, lugar o individuo; una condición mental turbada, o falta de claridad o discernimiento.","Orientação prejudicada em termos de tempo, lugar ou pessoa; um estado mental perturbado ou falta de clareza ou discernimento.",0,0,0
170,2018-08-23 15:54:34,2018-12-19 12:37:30,Congenital Heart Disease,Cardiopatía congénita,Cardiopatia Congênita,http://placehold.it/200,,An abnormality in the heart’s structure that develops before birth.,Anormalidad en la estructura del corazón que se desarrolla antes del nacimiento.,Uma anormalidade na estrutura do coração que se desenvolve antes do nascimento.,0,0,0
171,2018-08-23 15:54:34,2019-06-28 23:11:23,Congestion,Congestión,Congestão,http://placehold.it/200,,The existence of an unusual amount of fluid in a vessel or organ causing obstruction.,"Condición médica en la que los senos se encuentran dolorosamente duros e hinchados, debido a acumulación exagerada de leche materna.",A existência de uma quantidade incomum de fluido em um vaso ou órgão causando obstrução.,0,0,0
172,2018-08-23 15:54:34,2019-06-12 09:14:01,Conjunctivitis (Pink Eye),Conjuntivitis (ojos colorados),Conjuntivite (olho rosa),http://placehold.it/200,,Inflammation or infection of the outer membrane of the eyeball and the inner eyelid.,Inflamación o infección de la membrana exterior del globo ocular y de la parte interna del párpado.,Inflamação ou infecção da membrana externa do globo ocular e da pálpebra interna.,0,0,0
173,2018-08-23 15:54:34,2018-12-19 12:37:30,Connective Tissue Injury,Lesión en el tejido conectivo,Lesão do Tecido Conjuntivo,http://placehold.it/200,,Injury to tissue that binds and supports other connecting ligaments and tendons.,Lesión en el tejido que une y da apoyo a otros ligamentos y tendones conectivos.,Lesão do tecido que liga e apoia outros ligamentos e tendões de conexão.,0,0,0
174,2018-08-23 15:54:34,2019-06-17 18:29:43,Constipation,Constipación,Prisão de ventre,http://placehold.it/200,,"A condition in which bowel movements occur less often than normal or consist of hard, dry stools that are painful and difficult to pass.","Condición médica en la que los movimientos del intestino son lentos, o hay formación de heces duras que provocan dolor y dificultad en la expulsión.",Condição em que os movimentos intestinais ocorrem com menos frequência do que o normal ou consistem em fezes duras e secas que são dolorosas e difíceis de passar.,0,0,0
175,2018-08-23 15:54:34,2018-12-19 12:37:30,Convalescence,Convalescencia,Convalescença,http://placehold.it/200,,Recuperation time spent recovering from an illness or medical treatment.,Tiempo de recuperación dedicado al restablecimiento de una enfermedad o tratamiento médico,Tempo de recuperação gasto recuperando de uma doença ou tratamento médico.,0,0,0
176,2018-08-23 15:54:34,2018-12-19 12:37:30,Convulsions,Convulsiones,Convulsões,http://placehold.it/200,,A sudden violent contraction of a group of muscles. Also referred to a seizures.,Contracción violenta y repentina de un grupo de músculos. Se conoce también como ataque.,Uma contração súbita e violenta de um grupo de músculos. Também se refere a crises.,0,0,0
177,2018-08-23 15:54:34,2019-06-12 09:14:01,Corns,Callos,Calos,http://placehold.it/200,,"Thick and hardened layers of skin caused by friction and pressure, usually found on a toe.","Capas dérmicas gruesas y endurecidas causadas por fricción y presión, que generalmente se encuentran en alguno/s dedos.","Camadas espessas e endurecidas da pele causadas por fricção e pressão, geralmente encontradas em um dedo do pé.",0,0,0
178,2018-08-23 15:54:34,2018-12-19 12:37:30,Cortisol Imbalance,Desequilibrio de cortisol,Desequilíbrio de cortisol,http://placehold.it/200,,"An imbalance in the naturally produced cortisol hormone generated from the adrenal glands that helps the body use sugar and fat for energy, and to manage stress.","Desequilibrio en el contenido de la hormona cortisol producida de manera natural por las glándulas adrenales, que ayudan al cuerpo a digerir el azúcar y la grasa para la obtención de energía y manejar el estrés.","Um desequilíbrio no hormônio cortisol naturalmente produzido, gerado a partir das glândulas suprarrenais, que ajuda o corpo a usar açúcar e gordura para gerar energia e controlar o estresse.",0,0,0
179,2018-08-23 15:54:34,2018-12-19 12:37:30,Cough,Tos,Tosse,http://placehold.it/200,,A strong release of air from the lungs that can be heard. Coughing protects the respiratory system by clearing it of secretion and irritants.,Un fuerte lanzamiento de aire de los pulmones que puede escucharse. La tos protege al sistema respiratorio limpiándolo de secreción e irritantes.,Uma forte liberação de ar dos pulmões que pode ser ouvida. Tossir protege o sistema respiratório limpando-o de secreções e substâncias irritantes.,0,0,0
180,2018-08-23 15:54:34,2018-12-19 12:37:30,Cough (whooping),Tos (ferina),Coqueluche (Tosse Convulsiva),http://placehold.it/200,,A highly contagious respiratory tract infection causing spasms of uncontrollable coughing.,"Infección altamente contagiosa del tracto respiratorio, que provoca espasmos incontrolables de tos.","Uma infecção do trato respiratório altamente contagiosa, causando espasmos de tosse incontrolável.",0,0,0
181,2018-08-23 15:54:34,2018-12-19 12:37:30,Cradle Cap,Costra láctea,Crosta láctea,http://placehold.it/200,,White or yellow scaly patches on an infant’s scalp.,Parches blancos o amarillos de piel escamosa en el cuero cabelludo de un bebé.,Escamas brancas ou amarelas no couro cabeludo de uma criança.,0,0,0
182,2018-08-23 15:54:34,2018-12-19 12:37:30,Cramps (intestinal),Calambres (intestinales),Cãibras (intestinal),http://placehold.it/200,,"An uncontrolled, spasmodic muscular contraction in the lower abdomen causing severe pain.",Una contracción muscular espasmódica no controlada en la parte inferior del abdomen que causa dolor agudo.,"Contração muscular descontrolada e espasmódica no baixo ventre, causando dor intensa.",0,0,0
183,2018-08-23 15:54:34,2018-12-19 12:37:30,Creutzfeldt-Jakob Disease,Enfermedad de Creutzfeldt-Jakob,Doença de Creutzfeldt-Jakob,http://placehold.it/200,,A degenerative neurological disorder that leads to dementia and is incurable. Also called a human form of mad cow disease.,"Trastorno neurológico degenerativo e incurable que conduce a la demencia. También se conoce con el nombre de ""manifestación en humanos de la enfermedad de las vacas locas"".",Um distúrbio neurológico degenerativo que leva à demência e é incurável. Também chamado de uma forma humana de doença da vaca louca.,0,0,0
184,2018-08-23 15:54:34,2018-12-19 12:37:30,Crohn’s Disease,Enfermedad de Crohn,Doença de Crohn,http://placehold.it/200,,"A type of inflammatory bowel disease (IBD), followed by swelling and dysfunction of the intestinal tract.","Un tipo de enfermedad inflamatoria intestinal (IBD), seguida de hinchazón y disfunción del tracto intestinal.","Um tipo de doença inflamatória intestinal (DII), seguida de inchaço e disfunção do trato intestinal.",0,0,0
185,2018-08-23 15:54:34,2018-12-19 12:37:30,Croup,Crup,Crupe,http://placehold.it/200,,"An upper airway infection that blocks breathing and has a distinctive barking cough, typical to children.",Infección en la parte superior de las vías respiratorias que dificulta la respiración y se manifiesta de manera particular con una tos perruna típica en los niños.,"Infecção das vias aéreas superiores que bloqueia a respiração e tem uma distinta tosse intensa, típica das crianças.",0,0,0
186,2018-08-23 15:54:34,2018-12-19 12:37:30,Crying Baby,Llanto de bebé,Choro de bebê,http://placehold.it/200,,"A sudden, loud automatic or voluntary vocalization in response to fear, pain, or a startle reflex.","Una vocalización repentina, fuerte, automática o voluntaria en respuesta al miedo, el dolor, o un reflejo de sobresalto.","Uma vocalização automática ou voluntária alta e repentina em resposta a medo, dor ou um reflexo de sobressalto.",0,0,0
187,2018-08-23 15:54:34,2018-12-19 12:37:30,Cushing’s Syndrome,Síndrome de Cushing,Síndrome de Cushing,http://placehold.it/200,,A condition that occurs from exposure to inappropriately high cortisol levels over a long period of time.,Condición médica provocada por la exposición inadecuada a altos niveles de cortisol durante un largo tiempo.,Condição que ocorre da exposição a níveis inapropriadamente altos de cortisol durante um longo período de tempo.,0,0,0
188,2018-08-23 15:54:34,2018-12-19 12:37:30,Cuts,Cortes,Cortes,http://placehold.it/200,,The separation of skin or other tissue created by a sharp edge.,Rasgado de la piel o de cualquier otro tejido por acción de un borde afilado.,"A separação da pele, ou outro tecido, criado por uma borda afiada.",0,0,0
189,2018-08-23 15:54:34,2018-12-19 12:37:30,Cyst,Quiste,Cisto,http://placehold.it/200,,An abnormal membranous sac or cavity in the body containing semisolid material or liquid.,Bolsa membranosa anormal o cavidad en el cuerpo llena de material líquido o semisólido.,Um saco membranoso anormal ou cavidade no corpo contendo material parcialmente sólido ou líquido.,0,0,0
190,2018-08-23 15:54:34,2018-12-19 12:37:30,Cystic Fibrosis,Fibrosis quística,Fibrose cística,http://placehold.it/200,,An inherited life-threatening disorder that damages the lungs and digestive system.,Trastorno grave de carácter hereditario que causa el deterioro de los pulmones y del sistema digestivo.,Transtorno hereditário que ameaça a vida e danifica os pulmões e o sistema digestivo.,0,0,0
191,2018-08-23 15:54:34,2019-06-12 09:14:01,Dandruff,Caspa,Caspa,http://placehold.it/200,,A common scalp condition in which small pieces of dry skin flake off of the scalp.,Condición médica común en el cuero cabelludo que aparece como pequeños pedazos de piel reseca que se desprenden de él.,Uma condição comum do couro cabeludo em que pequenos pedaços de pele seca se desprendem do couro cabeludo.,0,0,0
192,2018-08-23 15:54:34,2018-12-19 12:37:30,Deep Vein Thrombosis,Trombosis venosa profunda,Trombose venosa profunda,http://placehold.it/200,,"A blood clot in a deep vein, usually in the legs.","Coágulo sanguíneo en una vena profunda, generalmente localizada en las piernas.","Um coágulo de sangue em uma veia profunda, geralmente nas pernas.",0,0,0
193,2018-08-23 15:54:34,2018-12-19 12:37:30,Dehydration,Deshidratación,Desidratação,http://placehold.it/200,,"A condition that occurs when the loss of body fluids, mostly water, exceeds the amount that is taken in.","Condición médica que se manifiesta cuando la pérdida de líquidos corporales, generalmente agua, excede la cantidad que se ingiere.","Condição que ocorre quando a perda de fluidos corporais, principalmente água, excede a quantidade que é absorvida.",0,0,0
194,2018-08-23 15:54:34,2018-12-19 12:37:30,Dementia,Demencia,Demência,http://placehold.it/200,,"A chronic disorder of the mental processes caused by brain disease or injury and marked by memory disorders, personality changes, and impaired reasoning.","Trastorno crónico de los procesos mentales provocado por enfermedad o lesión cerebral, cuyos síntomas son perturbación de la memoria, cambios de personalidad y deterioro del proceso de razonamiento.","Transtorno crônico dos processos mentais causados ​​por doença ou lesão cerebral e marcado por distúrbios de memória, alterações de personalidade e raciocínio prejudicado.",0,0,0
195,2018-08-23 15:54:34,2018-12-19 12:37:30,Dengue Fever,Fiebre del dengue,Dengue,http://placehold.it/200,,"A mosquito-borne viral disease occurring in tropical and subtropical areas. Symptoms include fever, headache, muscle and joint pain, and a measle-like rash.","Enfermedad viral transmitida por un mosquito habitante de regiones tropicales y subtropicales. La sintomatología incluye fiebre, dolor de cabeza, dolor en músculos y articulaciones, y una erupción parecida al sarampión.","Doença viral transmitida por mosquito que ocorre em áreas tropicais e subtropicais. Os sintomas incluem febre, dor de cabeça, dores musculares e nas articulações, e uma erupção cutânea semelhante à do sarampo.",0,0,0
196,2018-08-23 15:54:34,2018-12-19 12:37:30,Dental Infection,Infección dental,Infecção dentária,http://placehold.it/200,,"An infection of the jaw, face mouth, or throat that begins as a tooth cavity or infection.","Una infección de la mandíbula, la cara, la boca o la garganta que comienza como una caries o infección dental.","Uma infecção da mandíbula, face da boca ou garganta que começa como uma cavidade dentária ou infecção.",0,0,0
197,2018-08-23 15:54:34,2019-06-12 09:14:01,Depression,Depresión,Depressão,http://placehold.it/200,,"A mental state of altered mood associated by feelings of despair, sadness, and discouragement.","Un estado mental de estado de ánimo alterado asociado con sentimientos de desesperanza, tristeza y desánimo.","Um estado mental de humor alterado associado por sentimentos de desespero, tristeza e desânimo.",0,0,0
198,2018-08-23 15:54:34,2018-12-19 12:37:30,Deteriorating Spine,Deterioro de la columna vertebral,Degeneração do Disco Cervical,http://placehold.it/200,,A deterioration of the series of vertebrae that provide support and form a flexible bony case for the spinal cord.,Deterioro del grupo de vértebras que dan soporte y estructura ósea flexible a la médula espinal.,A deterioração da série de vértebras que fornecem suporte e formam um estojo ósseo flexível para a medula espinhal.,0,0,0
199,2018-08-23 15:54:34,2018-12-19 12:37:30,Detoxification,Desintoxicación,Desintoxicação,http://placehold.it/200,,The process of removing toxic substances or qualities from the body which is mainly carried out by the liver.,"Proceso de eliminación del organismo de sustancias o condiciones tóxicas, realizado principalmente por el hígado.",O processo de remover substâncias tóxicas ou qualidades do corpo que é principalmente realizado pelo fígado.,0,0,0
200,2018-08-23 15:54:34,2018-12-19 12:37:30,Diabetes,Diabetes,Diabetes,http://placehold.it/200,,"A disease identified by an inability to process sugars in the diet, due to a decrease in or total absence of insulin production.","Una enfermedad identificada por la incapacidad de procesar los azúcares en la dieta, debido a una disminución o ausencia total de la producción de insulina.","Uma doença identificada por uma incapacidade de processar açúcares na dieta, devido a uma diminuição ou ausência total de produção de insulina.",0,0,0
201,2018-08-23 15:54:34,2018-12-19 12:37:30,Diabetes (gestational),Diabetes (gestacional),Diabetes (gestacional),http://placehold.it/200,,"A condition in which women without previously diagnosed diabetes show high blood glucose levels during pregnancy, especially after the third trimester.","Condición médica en que las mujeres sin diagnóstico previo de diabetes muestran altos niveles de glucosa en sangre durante el embarazo, especialmente después del tercer trimestre.","Condição em que mulheres sem diagnóstico prévio de diabetes apresentam níveis elevados de glicose no sangue durante a gravidez, especialmente após o terceiro trimestre.",0,0,0
202,2018-08-23 15:54:34,2018-12-19 12:37:30,Diabetic Sores,Úlceras diabéticas,Feridas diabéticas,http://placehold.it/200,,Open wounds or sores that normally occur on the bottom of the feet over weight-bearing areas.,Heridas o llagas abiertas que ocurren normalmente en la parte inferior de los pies en las áreas que soportan peso.,Feridas abertas ou feridas que normalmente ocorrem na parte inferior dos pés sobre áreas de suporte de peso.,0,0,0
203,2018-08-23 15:54:34,2019-06-12 09:14:01,Diaper Rash,Dermatitis del pañal,Assaduras,http://placehold.it/200,,"Irritation of the genitals, buttocks, lower abdomen, or thigh folds of an infant or toddler.","Irritación en un bebé o infante de los órganos genitales, las nalgas, la parte inferior del abdomen o los pliegues de los muslos.","Irritação dos órgãos genitais, nádegas, parte inferior do abdômen ou dobras da coxa de um bebê ou criança pequena.",0,0,0
204,2018-08-23 15:54:34,2018-12-19 12:37:30,Diarrhea,Diarrea,Diarreia,http://placehold.it/200,,The fast movement of fecal matter through the intestines resulting in poor absorption of nutritive elements and persistent watery stools.,"Rápido desplazamiento de materia fecal por los intestinos, que provoca deficiente absorción de los nutrientes contenidos en los alimentos y presencia de heces aguadas.","O movimento rápido de matéria fecal através dos intestinos, resultando em má absorção de elementos nutritivos e fezes aquosas persistentes.",0,0,0
205,2018-08-23 15:54:34,2019-07-15 16:04:18,Digestive Discomfort,Malestar digestivo,Desconforto Digestivo,http://placehold.it/200,,"Symptoms may include bloating, diarrhea, gas, stomach pain, and stomach cramps.","La sintomatología puede incluir sensación de hinchamiento, diarrea, flatulencia, dolor de estómago y espasmos estomacales.","Os sintomas podem incluir inchaço, diarreia, gases, dor de estômago e cólicas estomacais.",0,0,0
206,2018-08-23 15:54:34,2018-12-19 12:37:30,Diphtheria,Difteria,Difteria,http://placehold.it/200,,"A contagious disease that commonly involves the throat, nose, and air passages.","Enfermedad contagiosa que generalmente complica la garganta, la nariz y las vías respiratorias.","Doença contagiosa que comumente envolve garganta, nariz e passagens aéreas.",0,0,0
207,2018-08-23 15:54:34,2019-06-12 09:14:01,Diverticulitis,Diverticulitis,Diverticulite,http://placehold.it/200,,An inflammation or infection in one or more small pouches in the digestive tract.,Inflamación o infección en una o más pequeñas bolsas del tracto digestivo.,Uma inflamação ou infecção em uma ou mais pequenas bolsas no trato digestivo.,0,0,0
208,2018-08-23 15:54:34,2018-12-19 12:37:30,Dizziness,Mareo,Tontura,http://placehold.it/200,,A disturbed sense of relationship to space involving light-headedness and a sensation of unsteadiness.,Sentido alterado de la relación espacial que provoca aturdimiento y sensación de inestabilidad.,"Um senso perturbado de relação com o espaço, envolvendo tonturas e uma sensação de instabilidade.",0,0,0
209,2018-08-23 15:54:34,2018-12-19 12:37:30,Do Quervain’s Tenosynovitis,Tenosinovitis de Quervain,Síndrome de Quervain,http://placehold.it/200,,"Inflammation of the tendons on the side of the wrist at the base of the thumb. Commonly causes pain when grasping anything, turning the wrist, or making a fist.","Inflamación de los tendones en la parte lateral de la muñeca hacia la base del dedo pulgar. Comúnmente causa dolor al sujetar algo, girar la muñeca o cerrar el puño.","Inflamação dos tendões do lado do pulso na base do polegar. Comumente causa dor ao segurar qualquer coisa, girar o pulso ou dar um soco.",0,0,0
210,2018-08-23 15:54:34,2018-12-19 12:37:30,Down Syndrome,Síndrome de Down,Síndrome de Down,http://placehold.it/200,,A genetic chromosome 21 disorder causing developmental and intellectual delays. ,Trastorno del cromosoma 21 que causa retrasos en el desarrollo físico e intelectual.,Um distúrbio genético do cromossomo 21 que causa atrasos de desenvolvimento e intelectual.,0,0,0
211,2018-08-23 15:54:34,2018-12-19 12:37:30,Drug Addiction,Adicción a las drogas,Dependência de drogas,http://placehold.it/200,,"An overwhelming desire to continue taking a drug because of a particular effect, typically an alteration of mental status.","Deseo irrefrenable de continuar tomando una droga debido a su particular efecto, generalmente una alteración de la condición mental.","Um desejo irresistível de continuar tomando uma droga por causa de um efeito particular, tipicamente uma alteração do estado mental.",0,0,0
212,2018-08-23 15:54:34,2018-12-19 12:37:30,Dry Skin,Piel seca,Pele seca,http://placehold.it/200,,"Epidermis that lacks sebum or moisture, often identified by a pattern of fine lines, scaling, and itching.","Epidermis que carece de sebo o humedad, a menudo identificada por un patrón de líneas finas, escamas y picazón.","Epiderme que não tem sebo nem umidade, muitas vezes identificada por um padrão de linhas finas, descamação e coceira.",0,0,0
213,2018-08-23 15:54:34,2018-12-19 12:37:30,Dumping Syndrome,Síndrome de dumping,Síndrome de dumping,http://placehold.it/200,,"A condition which occurs when food, especially sugar, moves from the stomach into the small bowel too quickly. Can develop after bypass stomach surgery.","Condición médica que se presenta cuando los alimentos, especialmente el azúcar, se transfiere de manera muy rápida desde el estómago hasta el intestino delgado. Puede aparecer después de una cirugía de baipás en el estómago.","Condição que ocorre quando os alimentos, especialmente o açúcar, se movem do estômago para o intestino delgado muito rapidamente. Pode desenvolver após cirurgia bariátrica.",0,0,0
214,2018-08-23 15:54:34,2018-12-19 12:37:30,Dysentery,Disentería,Disenteria,http://placehold.it/200,,An infection of the intestines resulting in severe diarrhea with potential mucus and flood in feces.,Infección intestinal que provoca diarrea grave con posible presencia de moco y sangre en las heces.,Uma infecção dos intestinos resultando em diarreia severa com potencial de muco e inundação nas fezes.,0,0,0
