id,created_at,updated_at,name,Spanish name,Portuguese name,image_url,color,short_description,recipe_ingredient,body,is_featured,sort_order,user_id,Instructions Spanish,Instructions Portuguese
40,2018-08-30 03:50:55,2019-02-14 10:56:27,Paradise in a Glass Smoothie,Licuado Paraíso en un vaso,Smoothie Paraíso em um copo,recipes/33d3dbbc5e2a3eb0d1f157a3cf5f5a9d.jpeg,111111,"- ½ cup coconut milk 
- 1 toothpick dip lime essential oil 
- 1 cup kale 
- 1 cup spinach 
- 1 cup chopped pineapple
- ½ cup frozen mango
- 4 frozen strawberries 
- 1 banana 
- water as needed for consistency",,Blend together. Add water as needed for consistency.,1,0,0,Mezcle. Agregue agua según sea necesario para la consistencia.,Misture tudo. Adicione água conforme necessário para consistência.
41,2018-08-30 03:52:50,2019-01-09 23:40:58,Simple Veggie Smoothie,Licuado simple de verduras,Smoothie vegetariano simples,recipes/4d38aef7cf3adef7d0e2dfbb425551e3.jpeg,111111,"- 2 cups kale 
- 1 cup chopped tomato or grape tomatoes
- ¾ cup chopped cucumber 
- 1 toothpick dip black pepper essential oil
- 1-2 cups water, as desired for consistency 
- 1 cup ice",,Blend together.,0,0,0,Mezcle.,Misture tudo.
42,2018-08-30 04:04:51,2019-02-11 11:42:33,Essential Popcorn,Palomitas de maíz Essential,Pipoca essencial,recipes/d10a94d43379d967072ce54b623347ef.jpeg,111111,"- 1 ½ quarts popped corn
- 3 tablespoons + 1 teaspoon butter
- ½ cup sugar
- 2 tablespoon water
- ½ teaspoon vanilla extract (only when using citrus oil)
- 1-2 dashes salt, to taste 
- The essential oil of your choice",,"Essential oil of your choice; the number of drops depends on which oil you use. Always start out with a few, taste, and add from there. •for cinnamon, add 4 drops (or to taste) and 1 teaspoon ground cinnamon for color. If desired, you can add spiced nuts to popcorn mixture (see recipe for honey spiced almonds). •for wild orange, add 4-5 drops to taste. If desired, you can drizzle white chocolate afterwards (see instructions). Line a baking sheet with baking paper or foil. Place popcorn in a large bowl. In a saucepan, melt butter over low heat. Add the sugar, water, and salt; cook and stir over low heat until sugar is dissolved. Add essential oils and vanilla (if using citrus oil). Pour mixture over the popcorn; toss and mix with a rubber spatula till popcorn is fully coated. Once coated, pour popcorn onto prepared baking sheet. Bake in the oven, uncovered, at 325° f for 10-15 minutes to crisp the popcorn and remove moisture. Stir mixture every 3-4 minutes. Take baking sheet out of the oven and keep stirring the mixture every few minutes. As the mixture cools, the popcorn will get nice and crispy. If using the citrus flavoring, you can add 1-2 drops wild orange to melted white chocolate. Drizzle over cooled popcorn. If using cinnamon flavoring, you can add spiced nuts to the mixture.",0,0,0,"El aceite esencial de su elección; la cantidad de gotas depende del aceite que use. Siempre comience con poco, pruebe y agregue a partir de ahí. •para la canela, agregue 4 gotas (o al gusto) y 1 cucharadita de canela molida para dar color. Si lo desea, puede agregar nueces con especias a la mezcla de palomitas de maíz (consulte la receta de almendras con miel). •para la naranja silvestre, agregue 4-5 gotas al gusto. Si lo desea, posteriormente puede rociar chocolate blanco (vea las instrucciones). Forre una bandeja para hornear con papel de horno o papel de aluminio. Coloque las palomitas de maíz en un tazón grande. En una cacerola, derrita la mantequilla a fuego lento. Agregue el azúcar, el agua y la sal; cocine y revuelva a fuego lento hasta que el azúcar se disuelva. Agregue aceites esenciales y vainilla (si usa aceite de cítricos). Vierta la mezcla sobre las palomitas de maíz; revuelva y mezcle con una espátula de goma hasta que las palomitas de maíz estén completamente cubiertas. Una vez cubiertas, vierta las palomitas de maíz en una bandeja para hornear preparada. Hornee sin cubrir a 325° F durante 10-15 minutos para que las palomitas de maíz estén crujientes y se elimine la humedad. Revuelva la mezcla cada 3-4 minutos. Saque la bandeja para hornear del horno y siga revolviendo la mezcla cada pocos minutos. A medida que la mezcla se enfría, las palomitas de maíz se volverán agradables y crujientes. Si usa saborizante de cítricos, puede agregar 1 o 2 gotas de naranja silvestre al chocolate blanco derretido. Rocíe sobre palomitas de maíz enfriadas. Si usa saborizante de canela, puede agregar frutos secos con especias a la mezcla.","O óleo essencial de sua escolha; o número de gotas depende de qual óleo você usar. Sempre comece com algumas gotas, experimente para adicionar mais. •para canela, adicione 4 gotas (ou a gosto) e 1 colher de chá de canela em pó para dar cor. Se quiser, você pode adicionar nozes picantes na mistura de pipoca (veja receita para amêndoas com mel picantes). •para laranja silvestre, adicione 4-5 gotas a gosto. Se quiser, você pode regar chocolate branco depois (ver instruções). Forre uma assadeira com papel vegetal ou papel-alumínio. Coloque a pipoca em uma tigela grande. Em uma panela, derreta a manteiga em fogo baixo. Adicione o açúcar, água e sal; cozinhe e mexa em fogo baixo até o açúcar dissolver. Adicione óleos essenciais e baunilha (se usar óleo cítrico). Coloque a mistura sobre a pipoca; mexa e misture com uma espátula de borracha até a pipoca ser toda coberta. Depois de coberta, coloque a pipoca na assadeira preparada. Asse no forno, descoberta, em 162°C por 10-15 minutos para deixar a pipoca crocante e remover a umidade. Mexa a mistura a cada 3-4 minutos. Tire o papel vegetal do forno e continue mexendo a mistura a cada alguns minutos. Enquanto a mistura esfria, a pipoca ficará boa e crocante. Se for usar o sabor cítrico, você pode usar 1-2 gotas de laranja silvestre no chocolate branco derretido. Regue sobre a pipoca fria. Se for usar o sabor de canela, você pode adicionar nozes picantes na mistura."
43,2018-08-30 04:09:14,2018-10-24 13:12:29,Popsicles,Paletas,Picolés,recipes/45da84e57a5b0bcbffff5e9af71b2e88.jpeg,111111,"- 1 popsicle tray with sticks or ice cube tray and toothpicks 
- 1 can frozen juice concentrate (orange or other juice of your choice)
- ½ can water 
- 1 banana
- 2 ounces plain greek yogurt 
- 1 teaspoon vanilla 
- 1 drop wild orange essential oil",,Blend in blender and pour into tray. Add sticks or toothpicks and freeze.,0,0,0,Mezcle en la licuadora y vierta en la bandeja. Agregue palillos o mondadientes y congele.,"Misture no liquidificador e coloque na bandeja, Adicione palitos ou palitos de dente e congele."
44,2018-08-30 04:12:45,2019-01-08 17:33:42,Quick & Easy Tomato Basil Soup,Sopa de tomate y albahaca fácil y rápida,Sopa rápida e fácil de tomate e manjericão,recipes/472445cd4722b54b397878ee6321efb7.jpeg,111111,"- 1 can diced stewed tomatoes roasted
- ¾ cup chicken broth 
- 1 can tomato soup
- 8 ounces heavy cream or half and half
- 2 ounces butter 
- 1 teaspoon sugar 
- 1 shake of crushed dried basil
- 2 toothpick dips of basil essential oil
- 2 toothpick dips of black pepper essential oil
- ground pepper to taste 
- a few shakes of granulated garlic (optional)",,"Mix tomatoes and broth in a saucepan and heat to a boil. Reduce heat, cover, and simmer for about 10 minutes. Add soup, cream, butter, sugar, dried basil and essential oils. You can add more dried basil or ground pepper to taste, but do not add more essential oil, as it quickly becomes too powerful in flavor. Add garlic if desired. Cook on low heat until butter is melted and the soup is hot and bubbly.",0,0,0,"Mezcle tomates y caldo en una cacerola y caliente hasta que hierva. Reduzca el fuego, cubra y cocine a fuego lento durante unos 10 minutos. Agregue sopa, crema, mantequilla, azúcar, albahaca seca y aceites esenciales. Puede agregar más albahaca seca o pimienta molida al gusto, pero no agregue más aceite esencial, ya que rápidamente se vuelve demasiado potente en sabor. Agregue ajo si lo desea. Cocine a fuego lento hasta que la mantequilla se derrita y la sopa esté caliente y burbujeante.","Misture tomates e caldo em uma panela e aqueça até ferver. Reduza o fogo, e cozinhe em fogo brando por cerca de 10 minutos. Adicione sopa, creme, manteiga, açúcar, manjericão seco e óleos essenciais. Você pode adicionar mais manjericão seco ou pimenta moída a gosto, mas não adicione mais óleo essencial, já que o sabor dele fica muito intenso rapidamente. Adicione alho, se quiser. Cozinhe em fogo baixo até a manteiga derreter e a sopa estar quente e borbulhante."
45,2018-08-30 04:15:36,2018-10-24 13:12:29,Chicken Tortilla Soup,Sopa de tortilla con pollo,Sopa de tortilha com frango,recipes/4775594cf5b51231e3b72a559cd0ab85.jpeg,111111,"- 1 ½ pounds chicken, cooked and shredded 
- 1 can (15 ounce) diced tomatoes 
- 1 can (10 ounce) enchilada sauce
- 3 ½ tablespoons chicken base 
- 1 medium onion, chopped 
- 1 clove garlic, minced
- 3 ½ cups water 
- 1 teaspoon chili powder 
- 1 teaspoon salt 
- 1 bay leaf (take out before serving) 
- 1 package frozen corn 
- 1 teaspoon cumin 
- 1 toothpick dip cilantro oil 
- 1 drop black pepper 
- fresh cilantro (optional)
- grated cheese 
- tortilla chips",,"A great way to use leftover chicken! In slow cooker, combine all the ingredients and cover and cook on low for 6-8 hours or on high for 3-4 hours. Serve with avocado, shredded monterey jack cheese and tortilla chips. Top with fresh chopped cilantro also for extra flavor.",0,0,0,"¡Esta es una excelente forma de usar el pollo sobrante! En la olla de cocción lenta, combine todos los ingredientes y cubra y cocine a fuego lento durante 6 a 8 horas o a fuego alto durante 3 a 4 horas. Sirva con aguacate, queso Monterey jack rallado y chips de tortilla. Cubra también con cilantro fresco picado para agregar sabor.","Uma ótima maneira de usar as sobras de frango! Na panela de cozimento lento, junte todos os ingredientes e cubra e cozinhe em fogo baixo de 6-8 horas ou em fogo alto de 3-4 horas. Sirva com abacate, queijo monterey jack ralado e chips de tortilha. Cubra com coentro picado fresco para um sabor extra."
46,2018-08-30 04:17:36,2018-10-24 13:12:29,Sweet Orange Scrub,Exfoliante de naranja dulce,Esfoliante de laranja doce,recipes/6bc4f461f4c1f6459d74b72645892b80.jpeg,111111,"- 1 cup brown sugar
- 1/4 cup coconut oil
- 7-8 drops wild orange essential oil",,"Combine thoroughly in a glass jar, add a label and ribbon, and enjoy or share.",0,0,0,"Combine bien en un frasco de vidrio, adhiera una etiqueta y una cinta, y disfrútelo o compártalo.","Junto tudo em uma jarra de vidro, adicione um rótulo e uma fita e aproveite ou compartilhe."
47,2018-08-30 04:19:34,2018-10-24 13:12:29,Happy Grapefruit Body Spray,Splash corporal de toronja,Spray corporal Happy de Toranja,recipes/b38902648be02c8525d4e8579857e9df.jpeg,111111,"- 8 ounces distilled water 
- 1 tablespoon witch hazel
- 13 drops grapefruit essential oil
- 4 drops lavender essential oil",,"Simply add ingredients to a spray bottle, shake, and enjoy or share.",0,0,0,"Simplemente agregue los ingredientes a una botella con atomizador, agite y disfrute o comparta.","Apenas adicione os ingredientes em um borrifador, agite e aproveite ou compartilhe."
48,2018-08-30 04:24:43,2018-10-24 13:12:29,Bump & Bruise Spray,Atomizador para golpes y moretones,Spray para pancadas e machucados,recipes/097b12f3888111c99365ad70c342de75.jpeg,111111,"- 30 drops geranium
- 15 drops lavender 
- 10 drops cypress
- 5 drops frankincense
- 5 drops helichrysum
- water",,"For bruise relief, roll on tension blend or soothing blend essential oilsmix ingredients together in a 2-ounce spray bottle and fill with water. Shake and spray to support normal circulation, soothe the skin, and support the body’s natural healing process.",0,0,0,"Para aliviar moretones, aplique una mezcla de tensión o una mezcla relajante de aceites esenciales, mezcle los ingredientes en una botella con atomizador de 2 onzas y rellénela con agua. Agite y rocíe para favorecer una circulación óptima, calmar la piel y ayudar con el proceso de curación natural del cuerpo.","Para alívio de machucados, uso o roll-on do mix de óleos essenciais para tensão ou suavizante juntos em um borrifador de 60 ml e encha de água. Agite e borrife para auxiliar a circulação normal, aliviar a pele e auxiliar o processo de cura natural do corpo."
49,2018-08-30 04:26:32,2019-02-08 11:50:16,Allergy Relief,Alivio para las alergias,Alívio de alergia,recipes/2faf7ba10b4dbe1a9e4306e454a8b1fa.jpeg,111111,"- 4 drops lemon oil 
- 4 drops lavender oil 
- 4 drops peppermint oil 
- fractionated coconut oil",,"Try 1-3 seasonal blend softgels for quick allergy relief. In a small roller bottle, mix essential oils and fill remainder with fractionated coconut oil. Shake and roll on as needed.",0,0,0,"Pruebe de 1 a 3 cápsulas blandas de mezcla de temporada para un alivio rápido de las alergias. En una botella de roll-on pequeña, mezcle aceites esenciales y llene el resto con aceite de coco fraccionado. Agite la mezcla y pase el roll-on según sea necesario.","Experimente 1-3 cápsulas em gel do mix sazonal para um rápido alívio da alergia. Em um pequeno frasco roll-on, misture óleos essenciais e encha o restante com o óleo de coco fracionado. Agite e uso o roll-on, se necessário."
50,2018-08-30 04:28:14,2019-06-10 14:42:21,Peanut Butter Heaven Protein Shake,Batido de proteínas con mantequilla de maní,Shake de proteína Heaven de manteiga de amendoim,recipes/1c857f5006110b3c2b1fa0ade2126525.jpeg,111111,"- 1 scoop vanilla meal replacement powder
- 3/4 cup vanilla almond milk 
- 1 tablespoon natural peanut butter
- 1/2 banana 
- 1 cup ice",,Mix in blender until smooth and creamy.,1,0,0,Mezcle en la licuadora hasta que quede suave y cremosa.,Misture no liquidificador até que fique liso e cremoso.
51,2018-08-30 04:30:48,2018-10-24 13:14:04,Post-Workout Rub,Pomada para después del ejercicio,Massagem pré-treino,recipes/483ed17923d884dd2de65b7cecb3f096.jpeg,111111,"- 3 drops lavender
- 2 drops roman chamomile
- 2 drops marjoram 
- 1 drop helichrysum",,Add to bath and soak away your soreness.,0,0,0,Agréguela a la bañera para eliminar sus dolencias.,Adicione ao banho e fique livre da dor.
52,2018-08-30 04:32:13,2018-10-24 13:14:04,Garden Insect Deterrent,Efecto disuasorio para insectos de jardín,Restringente para insetos de jardim,recipes/275fd84c98d4b26166456f77538541ee.jpeg,111111,"- 10 drops rosemary 
- 10 drops peppermint 
- 10 drops thyme 
- 10 drops clove",,Combine in a small spray bottle. Fill with water and shake well. Apply anywhere you want to get rid of insects.,0,0,0,Combínela en una botella con atomizador pequeña. Llénela con agua y agite bien. Aplique en todas las zonas donde desee repeler insectos.,Junto em um frasco pequeno de spray. Encha com água e agite bem. Aplique em qualquer lugar que quiser para se livrar de insetos.
53,2018-08-30 04:38:04,2018-10-24 13:14:04,Pollinator Attractor,Atractor de polinizadores,Atrator de polinizador,recipes/c80a2d95cb1bd917d77d1a992244bdd5.jpeg,111111,"- 5-6 drops of wild orange 
- 1 cup water",,Add 5 to 6 drops of wild orange essential oil to a spray bottle filled with 1 cup water. Spray on flowers and buds to attract bees for pollination.,0,0,0,Agregue de 5 a 6 gotas de aceite esencial de naranja silvestre a una botella con atomizador que contenga 1 taza de agua. Rocíe sobre flores y cogollos para atraer a las abejas y que realicen su polinización.,Adicione de 5 a 6 gotas do óleo essencial de laranja silvestre em um borrifador com 1 xícara de água. Borrife em flores e botões para atrair abelhas para polinização.
54,2018-08-30 04:39:39,2018-10-24 13:14:04,Shaving Cream,Crema de afeitar,Creme de barbear,recipes/421585cbc24c38c19d30f9937f6b69c3.jpeg,111111,"- 2/3 cup shea butter
- 2/3 cup cocoa butter
- 1/4 cup fractionated coconut oil
- 5 drops sandalwood
- 5 drops peppermint
- 5 drops melaleuca",,Place butters and oil in double boiler to melt. Mix in essential oils. Let shaving cream cool. Whip with hand mixer.,0,0,0,Coloque mantequillas y aceite en baño maría para derretirlos. Mezcle en aceites esenciales. Deje enfriar la crema de afeitar. Bata con un batidor de mano.,Coloque manteiga e óleo em banho-maria para derreter. Misture nos óleos essenciais. Deixe o creme de barbear esfriar. Bata com um mixer manual.
55,2018-08-30 04:41:42,2018-10-24 13:14:04,Hair & Scalp,Cabello y cuero cabelludo,Cabelo e couro cabeludo,recipes/c3be067d8d6506be8529d762a0a9a3c5.jpeg,111111,"- 1/2 cup fractionated coconut
- 40 drops rosemary
- 25 drops basil
- 20 drops lemon
- 15 drops lavender
- 15 drops lemongrass 
- 10 drops peppermint",,"Drop essential oils and coconut oil into a storage bottle with lid. Shake vigorously for 2 minutes. Dip fingertips into mixture and gradually massage the entire amount into your dry scalp for three to five minutes. Wrap your hair completely with plastic wrap or a shower cap and cover with a very warm, damp towel. Replace towel with another warm towel once it has cooled. Leave on thirty to forty-five minutes. Follow with shampoo and light conditioner. Use up to two times per week if hair is thinning.",0,0,0,Almacene los aceites esenciales y el aceite de coco en una botella con tapa. Agite vigorosamente durante 2 minutos. Sumerja las yemas de los dedos en la mezcla y masajee gradualmente toda la cantidad en el cuero cabelludo seco durante tres a cinco minutos. Envuelva el cabello completamente con un plástico o un gorro de ducha y cúbralo con una toalla húmeda y muy tibia. Reemplace la toalla con otra toalla tibia una vez que se haya enfriado. Permita que actúe de entre treinta a cuarenta y cinco minutos. Prosiga con el champú y un acondicionador ligero. Use hasta dos veces por semana si su cabello se está afinando.,"Coloque gotas dos óleos essenciais e do óleo de coco em um garrafa com tampa. Agite vigorosamente por 2 minutos. Mergulhe a ponta dos dedos na mistura e massageie gradualmente tudo no couro cabeludo seco de três a cinco minutos. Enrole seu cabelo todo em filme plástico ou em uma touca para banho e cubra com uma toalha bem quente e úmida. Troque a toalha por outra toalha quente depois que ela esfriar. Deixe por trinta a quarenta e cinco minutos. Depois, use shampoo e condicionador leve. Use até duas vezes por semana se o cabelo estiver afinando."
56,2018-08-30 04:43:30,2018-10-24 13:14:04,Scented Ornaments,Adornos perfumados,Decoração perfumada,recipes/d4e6c136da10ddf36431be31633f8e6c.jpeg,111111,"- 1 cup baking soda
- 1/2 cup cornstarch
- 1/2 cup water
- 10-15 drops of cassia, white fir, holiday blend, wild orange, or peppermint",,"In a saucepan, heat together all ingredients but the oils over medium heat. Bring to a boil, stirring continuously. Once mixture has thickened into a dough-like consistency, remove from heat and mix in oils. Add glitter or food coloring, if desired. Roll cooled dough onto a cookie sheet and cut with cookie cutters. Use a large toothpick or skewer to make a hole in the top of each shape. String twine or ribbon through the hole to hang the ornament.",0,0,0,"En una cacerola, caliente todos los ingredientes a fuego medio excepto los aceites. Lleve a ebullición, revolviendo continuamente. Una vez que la mezcla se haya espesado hasta obtener una consistencia similar a una masa, retírela del fuego y mezcle con los aceites. Agregue brillantina o colorante alimenticio, si lo desea. Estire la masa enfriada sobre una bandeja para galletas y córtela con moldes para galletas. Use un palillo de dientes grande o una brocheta para hacer un agujero en la parte superior de cada forma. Pase una cuerda o cinta a través del orificio para colgar el adorno.","Em uma panela, aqueça todos os ingredientes, exceto pelos óleos, em fogo médio. Deixe ferver, mexendo sempre. Após a mistura engrossar em uma consistência parecida com massa, tire do fogo e misture os óleos. Adicione glitter ou corante alimentar, se quiser. Abra a massa fria em uma forma de biscoitos e corte com cortadores de biscoitos. Use um grande palito de dentes ou espeto para fazer um furo no topo de cada forma. Amarre barbante ou fita pelo orifício para pendurar o enfeite."
59,2018-08-30 04:49:50,2019-05-24 12:00:17,Ecstasy Bubble Bath,Baño de burbujas de felicidad,Sais de banho Êxtase,recipes/39c3c1378f71556166bcfb1096d818dc.jpeg,111111,"- 1 ½ cups liquid castile soap
- 2 tablespoons vegetable glycerin
- ½ tablespoon white sugar
- 30 drops cedarwood essential oil
- 20 drops clary sage essential oil 
- 10 drops ylang ylang essential oil
- 6 drops patchouli essential oil",,"Stir together ingredients in a large glass or ceramic bowl until the sugar has dissolved. Pour into bottle, shake, and let sit for 24 hours before using. To use, pour about cup of bubble bath under hot running water.",0,0,0,"Mezcle los ingredientes en un recipiente grande de vidrio o cerámica hasta que el azúcar se haya disuelto. Vierta en la botella, agite y deje reposar durante 24 horas antes de usar. Para usar, vierta aproximadamente una taza de baño de burbujas en agua corriente caliente.","Misture os ingredientes em uma grande tigela de vidro ou cerâmica até o açúcar dissolver. Coloque em um frasco, agite e deixe descansar por 24 horas antes de usá-lo. Para usar, coloque cerca de uma xícara de banho de espuma sob a água corrente quente."
60,2018-08-30 04:51:54,2018-10-25 10:08:51,Hand Sanitizer,Desinfectante para manos,Antisséptico para as mãos,recipes/1234efc54790fbfbc8934854981eaaa2.jpeg,111111,"- 5 tablespoons aloe vera gel
- 4 tablespoons water
- 1/2 teaspoon vitamin e oil 
- 10 drops protective blend
- 5 drops wild orange",,Combine all ingredients in a squeezable container. Shake well and you are ready to clean hands anywhere without stripping off your body’s natural acid protection barrier.,0,0,0,Combine todos los ingredientes en un recipiente apretable. Agite bien y estará listo para limpiarse las manos en cualquier lugar sin eliminar la barrera natural de protección ácida del cuerpo.,Junte todos os ingredientes em um recipiente compressível. Agite bem e você estará pronto para limpar as mãos em qualquer lugar sem remover a barreira de proteção ácida natural de seu corpo.
61,2018-08-30 04:53:18,2018-10-25 10:08:51,Car Air Freshener,Ambientador para carros,Purificador de ar para carros,recipes/4ba8d93ecb8b44ca7d9323927a9aec5b.jpeg,111111,"- Wool felt
- twine 
- 10 drops of your favorite essential oils",,"Create non-toxic hanging car air fresheners in any shape, color, and scent you desire. Cut a simple 4” shape from wool felt and drop the oil onto the felt. Using a small hole punch, punch a hole into the top of your shape, thread twine through it, and knot. Hang on the rear view mirror.",0,0,0,"Cree ambientadores colgantes no tóxicos para el coche en todas las formas, colores y aromas que desee. Corte una forma simple de 4"" de fieltro de lana y vierta gotas de aceite sobre el fieltro. Usando un pequeño perforador, abra un agujero en la parte superior de su forma, pase un hilo a través del agujero y haga un nudo. Cuélguela en el espejo retrovisor.","Crie purificadores de ar para carros, não tóxicos, em qualquer forma, cor e aroma que você desejar. Corte uma forma simples de 10 cm do feltro de lã e pingue o óleo no feltro. Usando um pequeno furador, faça um buraco na parte superior da sua forma, passe um fio e dê um nó. Pendure no espelho retrovisor."
62,2018-08-30 04:55:14,2018-10-25 10:08:51,Sunburn Spray,Atomizador para quemaduras de sol,Spray para queimaduras solares,recipes/64a148cedbe852720f33ad2099d4e68c.jpeg,111111,"- 1 cup aloe vera juice
- 1/4 cup fractionated coconut oil 
- 1 teaspoon vitamin e oil
- 8 drops lavender
- 8 drops melaleuca
- 8 drops roman chamomile",,Combine ingredients in a 16-ounce glass spray bottle. Shake well and spray onto sunburned skin. Repeat as needed.,0,0,0,Combine los ingredientes en una botella con atomizador de vidrio de 16 onzas. Agite bien y rocíe sobre las zonas de su piel quemada por el sol. Repita según sea necesario.,Junte os ingredientes em um borrifador de vidro de 473 ml. Agite bem e borrife na pele queimada do sol. Repita se necessário.
63,2018-08-30 04:56:46,2018-10-25 10:08:51,Bug Repellent,Repelente de insectos,Repelente de insetos,recipes/9ec3ce60326c0109a7fce227187d8561.jpeg,111111,"- 10 drops lemongrass 
- 10 drops lavender 
- 10 drops geranium 
- 10 drops peppermint
- fractionated coconut oil",,"Mix essential oils in a small spray bottle, add coconut oil to fill. Shake well and spray on exposed areas of the skin.",0,0,0,"Mezcle aceites esenciales en una botella con atomizador pequeña, agregue aceite de coco para rellenarla. Agite bien y rocíe en las áreas expuestas de la piel.","Misture óleos essenciais em um pequeno borrifador, adicione óleo de coco para enchê-lo. Agite bem e borrife nas áreas expostas da pele."
64,2018-08-30 04:59:39,2018-10-25 10:08:51,Natural Deodorant,Desodorante natural,Desodorante natural,recipes/6824359a7778ed7e31600c9301ddaecd.jpeg,111111,"- 6 tablespoons coconut oil
- 6 teaspoons baking soda 
- 10 drops wild orange essential oil
- 3 drops helichrysum essential oil
- 2 drops rosemary essential oil",,"Mix coconut oil and baking soda together until a paste starts to form. Add essential oils and mix well. Store in a glass jar with lid. Apply a thin layer of deodorant to underarms using finger, a cotton pad, or makeup sponge.",0,0,0,"Mezcle aceite de coco y bicarbonato de sodio hasta que comience a formarse una pasta. Agregue aceites esenciales y mezcle bien. Almacene en un frasco de vidrio con tapa. Aplíquese una capa delgada de desodorante en las axilas con los dedos, un algodón o una esponja de maquillaje.","Misture óleo de coco e bicarbonato de sódio até que comece a formar uma cola. Adicione óleos essenciais e misture bem. Guarde em uma jarra de vidro com tampa. Aplique uma camada fina de desodorante nas axilas usando o dedo, uma bola de algodão ou uma esponja de maquiagem."
66,2018-08-30 05:02:18,2018-10-25 10:08:51,No-Odor Kitty Litter,Eliminador de olores de la arena para gatos,Areia para gatos sem odor,recipes/fe414b6e816559a9409ef7f1ccf7d04a.jpeg,111111,"- 25 drops cleansing blend essential oil
- 4 cups baking soda",,Combine in a large bowl. Sprinkle 2 tablespoons onto kitty litter when cleaning box daily.,0,0,0,Combine todo en un tazón grande. Espolvoree 2 cucharadas en la arena para gatos cuando limpie la caja diariamente.,Junte tudo em uma tigela grande. Salpique 2 colheres de sopa na areia de gatos ao limpar a caixa todo dia.
67,2018-08-30 05:04:06,2018-10-25 10:08:51,Flea Repellent,Repelente de pulgas,Repelente de moscas,recipes/967235dae7e15011d21e75b8a6a84670.jpeg,111111,"- 1/2 teaspoon rubbing alcohol
- 4 garlic oil capsules 
- 1 drop cedarwood 
- 1 drop lavender 
- 1 drop lemon 
- 1 drop thyme",,Mix ingredients in a medium bowl. Soak a pet collar in the mixture for 25 to 30 minutes. Lay out to dry; place on animal’s neck. Repeat once or twice a month.,0,0,0,Mezcle los ingredientes en un tazón mediano. Remoje un collar para mascotas en la mezcla durante 25 a 30 minutos. Déjelo secar; colóquelo en el cuello del animal. Repita la operación una o dos veces al mes.,Misture os ingredientes em uma tigela média. Mergulhe a coleira na mistura por 25 a 30 minutos. Deixe secar; coloque no pescoço do animal. Repita uma ou duas vezes ao mês.
68,2018-08-30 05:06:43,2019-01-10 12:27:06,Tear Relief (After Birth),Alivio para el desgarre (Después del parto),Alívio de lágrimas (Após o parto),recipes/db42fbd0dfaa7accf0aff0b9e8234e60.jpeg,111111,"- 1 bottle of witch hazel
- 4 drops lavender 
- 4 drops melaleuca",,Add lavender and melaleuca to bottle of witch hazel and shake to mix. Then cut large menstrual pad into thirds. Spray the solution over the pads. Squirt aloe gel down the center and freeze them. Apply any remaining solution with peri bottle as needed.,0,0,0,"Agregue lavanda y melaleuca a la botella de hamamelis y agite para mezclar. Luego, corte una almohadilla sanitaria grande en tercios. Rocíe la solución sobre las almohadillas. Aplique gel de aloe vera en el centro y congélelas. Aplique cualquier solución restante usando una botella de perilavado según sea necesario.","Adicione lavanda e melaleuca no frasco de hamamélis e agite para misturar. Corte o absorvente grande em terços. Borrife a solução sobre os absorventes. Esguiche gel de aloé vera no centro e congele-os. Aplique qualquer solução restante com o frasco para pós-parto, se necessário."
69,2018-08-30 05:12:27,2018-10-25 10:08:51,Stretch Mark Blend,Mezcla para las estrías,Mix para estrias,recipes/1bf44a7a5a1c99c2ee50424ac54aa3b3.jpeg,111111,"- 5 drops lavender essential oil
- 5 drops myrrh essential oil
- 5 drops helichrysum essential oil 
- 10 drops fractionated coconut oil",,Mix oils and apply on affected area. Repeat frequently as desired to lighten stretch marks.,0,0,0,Mezcle aceites y aplique sobre el área afectada. Repita frecuentemente según lo desee para aclarar las estrías.,"Misture os óleos e aplique em uma área afetada. Repita frequentemente, conforme desejado, para reduzir as estrias."
