id,created_at,updated_at,name,Spanish name,Portuguese name,image_url,color,short_description,is_featured,sort_order,ailment_type
830,2019-03-15 09:51:47,2019-03-31 03:46:25,Bruised Muscles,Músculos magullados,Contusão muscular,NULL,,NULL,0,181,1
831,2019-03-15 09:51:47,2019-03-15 15:29:26,Bug Bites/Stings,Mordeduras/picaduras de insectos,Picadas/mordidas de insetos,NULL,,NULL,0,182,1
832,2019-03-15 09:51:47,2019-03-31 04:10:46,Skin Bumps,Bultos en la piel,Colisões de pele,NULL,,NULL,0,183,1
833,2019-03-15 09:51:47,2019-03-15 15:29:26,Bumps/Bruises,Bultos/magulladuras,Colisões/Contusões,NULL,,NULL,0,184,1
834,2019-03-15 09:51:47,2019-03-15 09:51:47,Burns,Quemaduras,Queimaduras,NULL,,NULL,0,185,1
835,2019-03-15 09:51:48,2019-03-15 15:29:26,"Burp, Need To","Eructar, necesidad de","Arroto, Precisa De",NULL,,NULL,0,186,1
836,2019-03-15 09:51:48,2019-03-15 15:29:26,Busy-Ness,Ocupado,Busy-Ness,NULL,,NULL,0,187,1
837,2019-03-15 09:51:48,2019-03-15 15:29:26,Caffeine (Avoid Consuming Within Four To Six Hours Of Sleep),Cafeína (evitar consumir dentro de las cuatro a seis horas previas a la hora de dormir),Cafeína (evite consumir dentro de quatro a seis horas de sono),NULL,,NULL,0,188,1
838,2019-03-15 09:51:48,2019-03-15 15:29:26,"Calm Nerves, Relax Mind","Nervios calmados, mente relajada","Nervos calmos, mente relaxada",NULL,,NULL,0,189,1
839,2019-03-15 09:51:48,2019-03-15 09:51:48,Candida,Candidiasis,Cândida,NULL,,NULL,0,190,1
840,2019-03-15 09:51:48,2019-03-15 15:29:26,Candida Toxicity,Toxicidad por candidiasis,Toxicidade da Cândida,NULL,,NULL,0,191,1
841,2019-03-15 09:51:48,2019-03-15 15:29:26,Canker Sore,Afta,Aftas,NULL,,NULL,0,192,1
842,2019-03-15 09:51:48,2019-03-15 15:29:26,"Capillaries, Broken","Capilares, rotos","Capilares, Quebrados",NULL,,NULL,0,193,1
843,2019-03-15 09:51:48,2019-03-15 15:29:26,"Carpal Tunnel, Pain/Tingling","Túnel carpiano, dolor/hormigueo","Túnel do carpo, dor/formigueiro",NULL,,NULL,0,194,1
844,2019-03-15 09:51:48,2019-03-15 15:29:26,"Cartilage, Generate","Cartílago, generación","Cartilagem, Gerar",NULL,,NULL,0,195,1
845,2019-03-15 09:51:48,2019-03-15 15:29:26,"Cartilage, Inflamed/Injured","Cartílago, inflamado/lesionado",Cartilagem Inflamada/Lesionada,NULL,,NULL,0,196,1
846,2019-03-15 09:51:48,2019-03-15 15:29:26,Catch Colds/Get Sick Easily,Resfriarse/enfermarse con facilidad,Pegar resfriador /Ficar Doente Facilmente,NULL,,NULL,0,197,1
847,2019-03-15 09:51:48,2019-03-21 19:43:44,Cell Renewal,Renovación celular,Renovação Celular,NULL,,NULL,0,198,1
848,2019-03-15 09:51:49,2019-03-15 15:29:26,"Cellular Health, Poor/Premature Aging","Salud celular, deficiente/envejecimiento prematuro","Saúde Celular, Pobre/Envelhecimento Prematuro",NULL,,NULL,0,199,1
849,2019-03-15 09:51:49,2019-03-15 15:29:26,Cellular Malfunction,Mal funcionamiento celular,Mau funcionamento celular,NULL,,NULL,0,200,1
850,2019-03-15 09:51:49,2019-03-15 15:29:26,Cellular Toxicity,Toxicidad celular,Toxicidade Celular,NULL,,NULL,0,201,1
851,2019-03-15 09:51:49,2019-03-15 09:51:49,Cellulite,Celulitis,Celulite,NULL,,NULL,0,202,1
852,2019-03-15 09:51:49,2019-03-15 09:51:49,Cellulitis,Celulitis,Celulite,NULL,,NULL,0,203,1
853,2019-03-15 09:51:49,2019-03-15 09:51:49,Cellulitis,Celulitis,Celulite,NULL,,NULL,0,204,1
854,2019-03-15 09:51:49,2019-03-15 09:51:49,Cellulitis,Celulitis,Celulite,NULL,,NULL,0,205,1
855,2019-03-15 09:51:49,2019-03-15 15:29:26,Central Nervous System,Sistema nervioso central,Sistema nervoso central,NULL,,NULL,0,206,1
856,2019-03-15 09:51:49,2019-03-15 09:51:49,Cervix,Cuello uterino,Cerviz,NULL,,NULL,0,207,1
857,2019-03-15 09:51:49,2019-03-31 03:46:54,Chapped/Cracked/Dry/Peeling Skin,Piel agrietada/cuarteada/seca/descamada,Pele rachada/seca/descascando,NULL,,NULL,0,208,1
858,2019-03-15 09:51:50,2019-03-15 15:29:26,Checked Out,Chequeo,Check-out,NULL,,NULL,0,209,1
859,2019-03-15 09:51:50,2019-03-21 20:22:03,Chemical Sensitivity,Sensibilidad química,Sensibilidade química,NULL,,NULL,0,210,1
860,2019-03-15 09:51:50,2019-03-15 15:29:26,Chemically Imbalanced,Desequilibrio químico,Desequilibrado quimicamente,NULL,,NULL,0,211,1
861,2019-03-15 09:51:50,2019-03-15 09:51:50,Chest,Pecho,Peito,NULL,,NULL,0,212,1
862,2019-03-15 09:51:50,2019-03-15 15:29:26,Chest Pain,Dolor de pecho,Dor no peito,NULL,,NULL,0,213,1
863,2019-03-15 09:51:50,2019-03-15 15:29:26,Chest Pain/Pressure (Angina),Dolor/presión en el pecho (angina),Dor/Pressão No Peito (Angina),NULL,,NULL,0,214,1
864,2019-03-15 09:51:50,2019-03-15 09:51:50,Chills,Escalofríos,Calafrios,NULL,,NULL,0,215,1
865,2019-03-15 09:51:50,2019-03-15 15:29:26,Chills (Shock),Escalofríos (conmoción),Calafrios (Choque),NULL,,NULL,0,216,1
866,2019-03-15 09:51:50,2019-03-15 09:51:50,Chlamydia,Escalofríos,Clamídia,NULL,,NULL,0,217,1
867,2019-03-15 09:51:51,2019-03-15 15:29:26,"Cholesterol/Triglycerides, Elevated Or Imbalanced","Colesterol/triglicéridos, elevados o desequilibrados","Colesterol/triglicerídeos, elevados ou desequilibrados",NULL,,NULL,0,218,1
868,2019-03-15 09:51:51,2019-03-31 03:47:20,Chronic Cough,Tos crónica,Tosse crônica,NULL,,NULL,0,219,1
869,2019-03-15 09:51:51,2019-03-15 15:29:26,Chronic Discharge Of Mucus,Secreción crónica de moco,Descarga crônica de muco,NULL,,NULL,0,220,1
870,2019-03-15 09:51:51,2019-03-15 15:29:26,Chronic Pain,Dolor crónico,Dor crônica,NULL,,NULL,0,221,1
871,2019-03-15 09:51:51,2019-03-15 15:29:26,Circulation (Increase),Circulación (aumento),Circulação (aumento),NULL,,NULL,0,222,1
872,2019-03-15 09:51:51,2019-03-15 15:29:26,Circulation Issues/Foot Issues/Gangrene,Problemas de circulación/problemas del pie/gangrena,Problemas de circulação/Problemas nos pés/Gangrena,NULL,,NULL,0,223,1
873,2019-03-15 09:51:51,2019-03-21 20:27:09,"Circulation, Poor","Circulación, deficiente","Circulação, Fraca",NULL,,NULL,0,224,1
874,2019-03-15 09:51:51,2019-03-21 20:27:49,"Circulation, Poor","Circulación, deficiente","Circulação, Fraca",NULL,,NULL,0,225,1
875,2019-03-15 09:51:51,2019-03-21 20:28:23,"Circulation, Poor/Cold Extremities","Circulación, deficiente/extremidades frías","Circulação, Fraca/extremidades frias",NULL,,NULL,0,226,1
876,2019-03-15 09:51:51,2019-03-15 15:29:26,Circulatory System Tonic,Tónico para el sistema circulatorio,Tônico do Sistema Circulatório,NULL,,NULL,0,227,1
877,2019-03-15 09:51:52,2019-03-15 15:29:26,Clear Mucus,Moco transparente,Limpar Muco,NULL,,NULL,0,228,1
878,2019-03-15 09:51:52,2019-03-15 15:29:26,"Cold Extremities, Poor Circulation","Extremidades frías, circulación deficiente","Extremidades frias, Circulação fraca",NULL,,NULL,0,229,1
879,2019-03-15 09:51:52,2019-03-15 15:29:26,Cold Intolerance,Intolerancia al frío,Intolerância ao frio,NULL,,NULL,0,230,1
880,2019-03-15 09:51:52,2019-03-15 15:29:26,Cold Intolerance,Intolerancia al frío,Intolerância ao frio,NULL,,NULL,0,231,1
881,2019-03-15 09:51:52,2019-03-15 15:29:26,Cold Sores,Herpes labial,Aftas,NULL,,NULL,0,232,1
882,2019-03-15 09:51:52,2019-03-15 15:29:26,Cold Sores,Herpes labial,Aftas,NULL,,NULL,0,233,1
883,2019-03-15 09:51:52,2019-03-15 15:29:26,"Cold, Chronic","Frío, crónico","Frio, Crônico",NULL,,NULL,0,234,1
884,2019-03-15 09:51:52,2019-03-15 15:29:26,"Cold, Frequently Being","Frío, sentir con frecuencia","Frio, Estar frequentemente",NULL,,NULL,0,235,1
885,2019-03-15 09:51:52,2019-03-15 15:29:26,"Cold, Need Localized Warming","Frío, necesidad de calor localizado","Frio, precisa de aquecimento localizado",NULL,,NULL,0,236,1
886,2019-03-15 09:51:52,2019-03-15 15:29:26,Cold/Flu,Resfrío/gripe,Gripe/Resfriado,NULL,,NULL,0,237,1
887,2019-03-15 09:51:53,2019-03-15 15:29:26,"Cold/Flu, Reduce Aches/Pains From‰ûê","Resfrío/gripe, reducir dolores de‰Û¡ÌÈÌ»","Resfriado/gripe, reduzir dores de‰Û¡ÌÈÌ»",NULL,,NULL,0,238,1
888,2019-03-15 09:51:53,2019-03-15 09:51:53,Colic,Cólico,Cólica,NULL,,NULL,0,239,1
889,2019-03-15 09:51:53,2019-03-21 20:35:30,"Collagen, Lack Of","Colágeno, falta de","Colágeno, Falta De",NULL,,NULL,0,240,1
890,2019-03-15 09:51:53,2019-03-15 15:29:26,"Collagen, Lack Of","Colágeno, falta de","Colágeno, Falta De",NULL,,NULL,0,241,1
891,2019-03-15 09:51:53,2019-03-15 15:29:26,Colon Polyps,Pólipos en el colon,Pólipos do cólon,NULL,,NULL,0,242,1
892,2019-03-15 09:51:53,2019-03-15 09:51:53,Coma,Coma,Coma,NULL,,NULL,0,243,1
893,2019-03-15 09:51:53,2019-03-15 09:51:53,Common Cold,Resfrío común,Gripe comum,NULL,,NULL,0,244,1
894,2019-03-15 09:51:53,2019-03-15 15:29:26,Common Cold/Flu,Resfrío/gripe común,Gripe/Resfriado comum,NULL,,NULL,0,245,1
895,2019-03-15 09:51:53,2019-03-15 09:51:53,Compromise,Compromiso,Compromisso,NULL,,NULL,0,246,1
896,2019-03-15 09:51:54,2019-03-15 15:29:26,"Concentration, Poor","Concentración, escasa","Concentração, Fraca",NULL,,NULL,0,247,1
897,2019-03-15 09:51:54,2019-03-15 15:29:26,"Concentration, Poor/Brain Fog","Concentración, escasa/niebla cerebral",Concentração fraca/Confusão Mental,NULL,,NULL,0,248,1
898,2019-03-15 09:51:54,2019-03-15 15:29:26,"Concentration/Focus, Lack Of","Concentración/enfoque, falta de","Concentração/Foco, Falta De",NULL,,NULL,0,249,1
899,2019-03-15 09:51:54,2019-03-15 09:51:54,Concussion,Conmoción cerebral,Concussão,NULL,,NULL,0,250,1
900,2019-03-15 09:51:54,2019-03-15 09:51:54,Concussion,Conmoción cerebral,Concussão,NULL,,NULL,0,251,1
901,2019-03-15 09:51:54,2019-03-15 15:29:26,"Confidence, Lack Of/Timid/Self-Rejection","Confianza, falta de/Timidez/Autorrechazo","Confiança, Falta De/Tímido/Auto-Rejeição",NULL,,NULL,0,252,1
902,2019-03-15 09:51:54,2019-03-15 09:51:54,Conflicted,Estado de confusión,Conflito,NULL,,NULL,0,253,1
903,2019-03-15 09:51:54,2019-03-15 09:51:54,Confused,Confundido,Confuso,NULL,,NULL,0,254,1
904,2019-03-15 09:51:54,2019-03-15 15:29:26,Confusion Or Trouble Walking,Confusión o problemas para caminar,Confusão ou dificuldade para caminhar,NULL,,NULL,0,255,1
905,2019-03-15 09:51:54,2019-03-15 15:29:26,Confusion/Disorganized,Confusión/desorganización,Confusão/Desorganizado,NULL,,NULL,0,256,1
906,2019-03-15 09:51:55,2019-03-15 09:51:55,Congestion,Congestión,Congestão,NULL,,NULL,0,257,1
907,2019-03-15 09:51:55,2019-03-15 15:29:26,"Connective Tissue (Ligaments), Injured/Weak/Aches And Pains","Tejido conectivo (ligamentos), lesionado/débil/dolores","Tecido conjuntivo (ligamentos), feridos/fracos/dores",NULL,,NULL,0,258,1
908,2019-03-15 09:51:55,2019-03-15 15:29:26,Connective Tissue/Fascia (Ligaments),Tejido conectivo/fascia (ligamentos),Tecido conjuntivo/fáscia (ligamentos),NULL,,NULL,0,259,1
909,2019-03-15 09:51:55,2019-03-15 15:29:26,Connective Tissue/Fascia (Tendons),Tejido conectivo/fascia (tendones),Tecido conjuntivo/fáscia (tendões),NULL,,NULL,0,260,1
910,2019-03-15 09:51:55,2019-03-15 15:29:26,"Consciousness, Loss Of","Conciencia, pérdida de","Consciência, Perda De",NULL,,NULL,0,261,1
911,2019-03-15 09:51:55,2019-03-15 15:29:26,Constantly Feeling Sick,Sentirse enfermo todo el tiempo,Constantemente se sentindo doente,NULL,,NULL,0,262,1
912,2019-03-15 09:51:55,2019-03-15 09:51:55,Constipation,Constipación,Prisão de ventre,NULL,,NULL,0,263,1
913,2019-03-15 09:51:55,2019-03-15 09:51:55,Constipation,Constipación,Prisão de ventre,NULL,,NULL,0,264,1
914,2019-03-15 09:51:55,2019-03-15 09:51:56,Constipation,Constipación,Prisão de ventre,NULL,,NULL,0,265,1
915,2019-03-15 09:51:56,2019-03-15 15:29:26,Constipation/Sluggish Bowels/Inability To Defecate Despite Urgency,Constipación/tránsito intestinal lento/incapacidad de defecar a pesar de la urgencia,Constipação/Intestino preguiçoso/Incapacidade de defecar apesar da necessidade urgente,NULL,,NULL,0,266,1
916,2019-03-15 09:51:56,2019-03-15 15:29:26,Constricted Breathing,Respiración obstruida,Respiração Constritiva,NULL,,NULL,0,267,1
917,2019-03-15 09:51:56,2019-03-15 15:29:26,Constricted/Tight Airways,Vías aéreas obstruidas/cerradas,"Vias Aéreas, Estreitamento/Constrição",NULL,,NULL,0,268,1
918,2019-03-15 09:51:56,2019-03-15 15:29:26,Contagious Diseases,Enfermedades contagiosas,Doenças contagiosas,NULL,,NULL,0,269,1
919,2019-03-15 09:51:56,2019-03-15 15:29:26,"Contractions, Slow/Weak/Stalled Labor","Contracciones, lentas/débiles/trabajo de parto estancado","Contrações, trabalho de parto lento/fraco/paralisado",NULL,,NULL,0,270,1
920,2019-03-15 09:51:56,2019-03-15 15:29:26,"Control, Feeling Out Of, Of Behavior","Control, sentirse fuera de, de comportamiento","Controle, Sentir-se fora de, Comportamento",NULL,,NULL,0,271,1
921,2019-03-15 09:51:56,2019-03-15 15:29:26,"Control, Loss","Control, pérdida","Controle, Perda",NULL,,NULL,0,272,1
922,2019-03-15 09:51:56,2019-03-15 15:29:26,"Coping Skills, Lack Of","Habilidades para enfrentar problemas, falta de","Habilidades de enfrentamento, falta de",NULL,,NULL,0,273,1
923,2019-03-15 09:51:56,2019-03-15 15:29:26,"Coping, Poor/Overwhelmed, Low Confidence/Fearful Mindset, Mood Issues","Habilidades para enfrentar problemas, deficientes/agobio, falta de confianza/actitud temerosa, problemas de ánimo","Lidar, Fraco/Oprimido, Baixa Confiança/Mentalidade Medrosa, Problemas de Humor",NULL,,NULL,0,274,1
924,2019-03-15 09:51:57,2019-03-15 09:51:57,Cough,Tos,Tosse,NULL,,NULL,0,275,1
925,2019-03-15 09:51:57,2019-03-15 15:29:26,Coughing Up Blood,Toser sangre,Tossindo sangue,NULL,,NULL,0,276,1
926,2019-03-15 09:51:57,2019-03-15 15:29:26,"Cpap Machine, Difficulties With","Máquina Cpap, dificultades con","Aparelho Cpap, Dificuldades Com",NULL,,NULL,0,277,1
927,2019-03-15 09:51:57,2019-03-15 15:29:26,Cradle Cap,Costra láctea,Crosta láctea,NULL,,NULL,0,278,1
928,2019-03-15 09:51:57,2019-03-15 15:29:26,Cramping/Charley Horse,Espasmos/calambre en la pierna,Cãibras/Distensão,NULL,,NULL,0,279,1
929,2019-03-15 09:51:57,2019-03-15 15:29:26,Cramping/Charley Horse,Espasmos/calambre en la pierna,Cãibras/Distensão,NULL,,NULL,0,280,1
930,2019-03-15 09:51:57,2019-03-15 09:51:57,Cramps,Calambres,Cãibras,NULL,,NULL,0,281,1
931,2019-03-15 09:51:57,2019-03-15 09:51:57,Cravings,Antojos,Desejos,NULL,,NULL,0,282,1
932,2019-03-15 09:51:57,2019-03-15 09:51:57,Cravings,Antojos,Desejos,NULL,,NULL,0,283,1
933,2019-03-15 09:51:58,2019-03-15 15:29:26,Cravings For Sweets,Antojos por alimentos dulces,Desejos por doces,NULL,,NULL,0,284,1
934,2019-03-15 09:51:58,2019-03-15 15:29:26,"Cravings, Sugar","Antojos, azúcar",Desejos açúcar,NULL,,NULL,0,285,1
935,2019-03-15 09:51:58,2019-03-15 15:29:26,"Cravings, Sugar/Refined Carbohydrate","Antojos, azúcar/carbohidratos refinados","Desejos, açúcar/carboidratos refinados",NULL,,NULL,0,286,1
936,2019-03-15 09:51:58,2019-03-15 09:51:58,Croup,Crup,Crupe,NULL,,NULL,0,287,1
937,2019-03-15 09:51:58,2019-03-15 09:51:58,Crying,Llanto,Choro,NULL,,NULL,0,288,1
938,2019-03-15 09:51:58,2019-03-15 09:51:58,Cuts,Cortes,Cortes,NULL,,NULL,0,289,1
939,2019-03-15 09:51:58,2019-03-15 15:29:26,Cuts/Wounds,Cortes/heridas,Cortes/Ferimentos,NULL,,NULL,0,290,1
940,2019-03-15 09:51:58,2019-03-15 15:29:26,"Cuts/Wounds, Cleaning","Cortes/heridas, limpieza","Cortes/Ferimentos, Limpeza",NULL,,NULL,0,291,1
941,2019-03-15 09:51:58,2019-03-21 20:53:18,"Cuts/Wounds, Healing","Cortes/heridas, cicatrización","Cortes/Ferimentos, Cura",NULL,,NULL,0,292,1
942,2019-03-15 09:51:58,2019-03-15 15:29:26,"Cuts/Wounds, Pain (Numbing)","Cortes/heridas, dolor (entumecimiento)","Cortes/Ferimentos, Dor (anestesiar)",NULL,,NULL,0,293,1
943,2019-03-15 09:51:59,2019-03-15 15:29:26,"Cysts, Ovarian","Quistes, ováricos","Cistos, ovarianos",NULL,,NULL,0,294,1
944,2019-03-15 09:51:59,2019-03-31 03:47:43,Damaged Skin,Piel dañada,Pele danificada,NULL,,NULL,0,295,1
945,2019-03-15 09:51:59,2019-03-15 09:51:59,Daydreamer,Soñador,Sonhador,NULL,,NULL,0,296,1
946,2019-03-15 09:51:59,2019-03-15 15:29:26,Daytime Napping,Somnolencia diurna,Dormir durante o dia,NULL,,NULL,0,297,1
947,2019-03-15 09:51:59,2019-03-15 09:51:59,Debility,Debilidad,Debilidade,NULL,,NULL,0,298,1
948,2019-03-15 09:51:59,2019-03-15 15:29:26,Deceptive/Lying/Secretive,Engañoso/mentiroso/reservado,Enganador/Mentir/Dissimulado,NULL,,NULL,0,299,1
949,2019-03-15 09:51:59,2019-03-15 15:29:26,Decreased Ability To Taste,Disminución de la capacidad de saborear,Menor capacidade de sentir sabor,NULL,,NULL,0,300,1
950,2019-03-15 09:51:59,2019-03-21 20:54:32,"Deep, Glandular","Profundo, glandular","Profundo, glandular",NULL,,NULL,0,301,1
951,2019-03-15 09:51:59,2019-03-15 09:51:59,Defensive,Defensivo,Defensivo,NULL,,NULL,0,302,1
952,2019-03-15 09:51:59,2019-03-15 09:51:59,Dehydration,Deshidratación,Desidratação,NULL,,NULL,0,303,1
953,2019-03-15 09:51:59,2019-03-15 09:51:59,Dehydration,Deshidratación,Desidratação,NULL,,NULL,0,304,1
954,2019-03-15 09:51:59,2019-03-15 09:51:59,Dehydration,Deshidratación,Desidratação,NULL,,NULL,0,305,1
955,2019-03-15 09:52:00,2019-03-15 09:52:00,Dehydration,Deshidratación,Desidratação,NULL,,NULL,0,306,1
956,2019-03-15 09:52:00,2019-03-15 15:29:26,Delusions (False Belief),Delirios (creencia falsa),Ilusões (Falsas Crenças),NULL,,NULL,0,307,1
957,2019-03-15 09:52:00,2019-03-15 15:29:26,Dendrite And Neuron Support,Ayuda a las dendritas y las neuronas,Suporte para Dendritos e Neurônios,NULL,,NULL,0,308,1
958,2019-03-15 09:52:00,2019-03-15 15:29:26,"Dendrites, Lack Of ","Dendritas, falta de","Dendritos, Falta De",NULL,,NULL,0,309,1
959,2019-03-15 09:52:00,2019-03-15 15:29:26,Denial Of Hunger,Negarse a comer,Negação de fome,NULL,,NULL,0,310,1
960,2019-03-15 09:52:00,2019-03-15 15:29:26,Denial/Dishonest,Negación/deshonesto,Negação/Desonesto,NULL,,NULL,0,311,1
961,2019-03-15 09:52:00,2019-03-15 09:52:00,Depressed,Deprimido,Deprimido,NULL,,NULL,0,312,1
962,2019-03-15 09:52:00,2019-03-15 09:52:00,Depressed,Deprimido,Deprimido,NULL,,NULL,0,313,1
963,2019-03-15 09:52:00,2019-03-15 15:29:26,Depressed/Sad,Deprimido/triste,Deprimido/Triste,NULL,,NULL,0,314,1
964,2019-03-15 09:52:01,2019-03-15 09:52:01,Depression,Depresión,Depressão,NULL,,NULL,0,315,1
965,2019-03-15 09:52:01,2019-03-15 09:52:01,Depression,Depresión,Depressão,NULL,,NULL,0,316,1
966,2019-03-15 09:52:01,2019-03-15 09:52:01,Depression,Depresión,Depressão,NULL,,NULL,0,317,1
967,2019-03-15 09:52:01,2019-03-15 09:52:01,Depression,Depresión,Depressão,NULL,,NULL,0,318,1
968,2019-03-15 09:52:01,2019-03-15 09:52:01,Dermatitis,Dermatitis,Dermatite,NULL,,NULL,0,319,1
969,2019-03-15 09:52:01,2019-03-15 15:29:26,Despairing/Hopeless,Desesperación/desesperanza,Desesperado/Sem esperanças,NULL,,NULL,0,320,1
970,2019-03-15 09:52:01,2019-03-15 15:29:26,Dhea Levels,Niveles de DHEA,Níveis de Dhea,NULL,,NULL,0,321,1
971,2019-03-15 09:52:01,2019-03-15 15:29:26,Diarrhea Or Constipation,Diarrea o constipación,Diarreia ou constipação,NULL,,NULL,0,322,1
972,2019-03-15 09:52:01,2019-03-15 15:29:26,Diarrhea/Urgency To Pass Stool,Diarrea/urgencia para eliminar heces,Diarreia/urgência para liberar fezes,NULL,,NULL,0,323,1
973,2019-03-15 09:52:01,2019-03-31 03:48:02,Difficult Labor,Trabajo de parto difícil,Trabalho de parto difícil,NULL,,NULL,0,324,1
974,2019-03-15 09:52:02,2019-03-15 15:29:26,Difficulty (Hyperpnea),Dificultad (hiperpnea),Dificuldade (Hiperpnéia),NULL,,NULL,0,325,1
975,2019-03-15 09:52:02,2019-03-15 15:29:26,Difficulty Concentrating,Dificultad para concentrarse,Dificuldade de concentração,NULL,,NULL,0,326,1
976,2019-03-15 09:52:02,2019-03-15 15:29:26,Difficulty/Inability/Gagging,Dificultad/incapacidad/náuseas,Dificuldade/Incapacidade/Engasgos,NULL,,NULL,0,327,1
977,2019-03-15 09:52:02,2019-03-15 15:29:26,"Digestion, Poor/Sluggish","Digestión, deficiente/lenta","Digestão, Fraca/Lenta",NULL,,NULL,0,328,1
978,2019-03-15 09:52:02,2019-03-15 15:29:26,Digestive Disorders,Trastornos digestivos,Transtornos digestivos,NULL,,NULL,0,329,1
979,2019-03-15 09:52:02,2019-03-15 15:29:26,Digestive Issues,Problemas digestivos,Problemas digestivos,NULL,,NULL,0,330,1
980,2019-03-15 09:52:02,2019-03-15 15:29:26,Digestive Issues/Chronic Constipation Or Diarrhea,Problemas digestivos/constipación o diarrea crónicas,Problemas digestivos/Constipação crônica ou diarreia,NULL,,NULL,0,331,1
981,2019-03-15 09:52:02,2019-03-15 15:29:26,"Dihydrotestosterone, Levels Too High (Male Pattern Baldness, Enlarged Prostate)","Dihidrotestosterona, niveles demasiado elevados (patrones masculinos de calvicie, agrandamiento de la próstata)","Diidrotestosterona, níveis muito altos (calvície masculina, próstata aumentada)",NULL,,NULL,0,332,1
982,2019-03-15 09:52:02,2019-03-31 03:48:49,Dirty Hair,Cabello sucio,Cabelo sujo,NULL,,NULL,0,333,1
983,2019-03-15 09:52:02,2019-03-15 15:29:26,"Discernment, Lack Of/Double-Minded","Discernimiento, falta de/indeciso","Discernimento, Falta De/Mente Dividida",NULL,,NULL,0,334,1
984,2019-03-15 09:52:02,2019-03-15 09:52:02,Disconnected,Desconectado,Desconectado,NULL,,NULL,0,335,1
985,2019-03-15 09:52:02,2019-03-31 03:49:27,Diseased Skin,Piel enferma,Pele doente,NULL,,NULL,0,336,1
986,2019-03-15 09:52:02,2019-03-15 09:52:02,Dishonest,Deshonesto,Desonesto,NULL,,NULL,0,337,1
987,2019-03-15 09:52:02,2019-03-31 04:18:40,Urinary Disorders,Trastornos urinarios,Distúrbios urinários,NULL,,NULL,0,338,1
988,2019-03-15 09:52:03,2019-03-15 15:29:26,Distended Abdomen (Many Possible Contributors),Abdomen distendido (numerosas causas posibles),Abdômen distendido (muitos colaboradores possíveis),NULL,,NULL,0,339,1
989,2019-03-15 09:52:03,2019-03-15 15:29:26,Distracted/Bored Easily,Distraído/se aburre con facilidad,Distraído/Facilmente Entediado,NULL,,NULL,0,340,1
990,2019-03-15 09:52:03,2019-03-15 15:29:26,Distrusting/Suspicious,Desconfiado/sospechoso,Desconfiado/Duvidoso,NULL,,NULL,0,341,1
991,2019-03-15 09:52:03,2019-03-15 09:52:03,Dizziness,Mareo,Tontura,NULL,,NULL,0,342,1
992,2019-03-15 09:52:03,2019-03-21 21:02:33,Dizziness,Mareo,Tontura,NULL,,NULL,0,343,1
993,2019-03-15 09:52:03,2019-03-15 09:52:03,Dizziness,Mareo,Tontura,NULL,,NULL,0,344,1
994,2019-03-15 09:52:03,2019-03-21 21:02:48,Dizziness,Mareo,Tontura,NULL,,NULL,0,345,1
995,2019-03-15 09:52:03,2019-03-15 15:29:26,Dizziness/Lightheaded,Mareo/aturdido,Tonturas/Atordoamento,NULL,,NULL,0,346,1
996,2019-03-15 09:52:04,2019-03-15 15:29:26,Dizziness/Loss Of Balance/Unsteady/Lightheaded,Mareo/pérdida del equilibrio/inestable/aturdido,Tontura/Perda de Equilíbrio/Instável/Atordoamento,NULL,,NULL,0,347,1
997,2019-03-15 09:52:04,2019-03-15 15:29:26,"Dopamine Levels, Low","Niveles de dopamina, bajos","Níveis de dopamina, baixos",NULL,,NULL,0,348,1
998,2019-03-15 09:52:04,2019-03-15 15:29:26,"Dreaming, Excessive","Soñar, en exceso","Sonhar, Excessivo",NULL,,NULL,0,349,1
999,2019-03-15 09:52:04,2019-03-15 15:29:26,Dribbling/Minor Leaks,Babeo/derrames menores,Saliva/Escoamentos menores,NULL,,NULL,0,350,1
1000,2019-03-15 09:52:04,2019-03-15 15:29:26,Drop In Blood Pressure (Allergic Reaction),Caída en la presión arterial (reacción alérgica),Queda na pressão arterial (reação alérgica),NULL,,NULL,0,351,1
1001,2019-03-15 09:52:04,2019-03-15 09:52:04,Dropsy,Hidropesía,Hidropsia,NULL,,NULL,0,352,1
1002,2019-03-15 09:52:04,2019-03-15 15:29:26,Drug Abuse,Abuso de drogas,Abuso de Drogas,NULL,,NULL,0,353,1
1003,2019-03-15 09:52:04,2019-03-15 15:29:26,Drug Withdrawals,Abstinencia de drogas,Retirada de medicamentos,NULL,,NULL,0,354,1
1004,2019-03-15 09:52:04,2019-03-31 03:49:53,Dry Eyes,Ojos secos,Olhos secos,NULL,,NULL,0,355,1
1005,2019-03-15 09:52:04,2019-03-31 03:50:14,Dry Mouth,Boca seca,Boca seca,NULL,,NULL,0,356,1
1006,2019-03-15 09:52:04,2019-03-15 15:29:26,"Dry Eyes, Mouth, Or Skin","Ojos, boca o piel secos","Olhos, boca ou pele secos",NULL,,NULL,0,357,1
1007,2019-03-15 09:52:04,2019-03-15 15:29:26,Dry Lips/Above Lips,Labios secos/encima de los labios,Lábios/acima dos lábios secos,NULL,,NULL,0,358,1
1008,2019-03-15 09:52:05,2019-03-15 15:29:26,Dry Skin,Piel seca,Pele seca,NULL,,NULL,0,359,1
1009,2019-03-15 09:52:05,2019-03-15 15:29:26,Dry Skin,Piel seca,Pele seca,NULL,,NULL,0,360,1
