id,created_at,updated_at,name,description,sort_order,solutionable_id,solutionable_type,Spanish,Portuguese
164,8/30/18 6:00,12/6/18 10:01,Motivateå¨,"Promotes motivation, mental stimulation and movement.",0,13,App\Blend,"Promueve la motivación, la estimulación mental y el movimiento.","Promove motivação, estimulação mental e movimento."
165,8/30/18 6:00,12/6/18 10:01,Balanceå¨,Promotes a grounded state of mind.,0,15,App\Blend,Promueve un estado mental centrado.,Promove um estado de espírito alicerçado.
166,8/30/18 6:00,12/6/18 10:01,Thinker‰ã¢,Calms and stimulates the mind.,0,37,App\Blend,Tranquiliza y estimula la mente.,Acalma e estimula a mente.
169,8/30/18 6:04,12/6/18 10:01,On Guardå¨,Stimulates the immune system and fights bacteria/viruses.,0,21,App\Blend,Estimula el sistema inmunitario y combate bacterias o virus.,Estimula o sistema imunológico e combate bactérias/vírus.
170,8/30/18 6:05,12/6/18 10:01,Zendocrineå¨,Supports proper detoxification.,0,11,App\Blend,Promueve la desintoxicación adecuada.,Auxilia a desintoxicação adequada.
171,8/30/18 6:05,12/6/18 10:01,DDR Primeå¨,Manages abnormal cell activity and stimulates the immune system.,0,8,App\Blend,Controla la actividad celular anormal y estimula el sistema inmunitario.,Gerencia a atividade celular anormal e estimula o sistema imunológico.
172,8/30/18 6:06,12/6/18 10:01,Purify,Disinfects and sanitizes.,0,9,App\Blend,Desinfecta y esteriliza.,Desinfecta e higieniza.
173,8/30/18 6:09,12/6/18 14:05,Lavender,Supports healing and maintaining healthy tissue.,0,39,App\Oil,Ayuda en la curación y el mantenimiento del tejido sano.,Auxilia a cicatrização e manutenção de tecido saudável.
174,8/30/18 6:09,12/6/18 14:05,Sandalwood,Promotes regeneration and toning.,0,57,App\Oil,Promueve la regeneración y tonificación.,Promove regeneração e tonificação.
175,8/30/18 6:10,12/6/18 14:05,Geranium,Regenerates tissue and tones skin.,0,33,App\Oil,Regenera el tejido y tonifica la piel.,Regenera o tecido e tonifica a pele.
176,8/30/18 6:11,12/6/18 14:05,Frankincense,"Invigorates skin, reduces inflammation.",0,32,App\Oil,Revitaliza la piel y reduce la inflamación.,"Revigora a pele, reduz a inflamação."
177,8/30/18 6:11,12/6/18 14:05,Helichrysum,Regenerates tissue and reduces scarring.,0,36,App\Oil,Regenera el tejido y reduce las cicatrices.,Regenera o tecido e reduz as cicatrizes.
178,8/30/18 6:13,12/6/18 10:01,Immortelle,Restores and tones skin.,0,34,App\Blend,Restaura y tonifica la piel.,Restaura e tonifica a pele.
179,8/30/18 6:19,12/6/18 10:01,HD Clearå¨,Cleanses skin and reduces inflammation.,0,27,App\Blend,Limpia la piel y reduce la inflamación.,Limpa a pele e reduz a inflamação.
181,8/30/18 6:25,12/6/18 14:05,Ylang Ylang,Supports a healthy libido and endocrine function.,0,68,App\Oil,Promueve una libido saludable y fortalece la función endocrina.,Auxilia uma libido saudável e a função endócrina.
182,8/30/18 6:26,12/6/18 14:05,Patchouli,"Improves circulation, raises body temperature, enhances mood.",0,51,App\Oil,"Mejora la circulación, aumenta la temperatura corporal y mejora el estado de ánimo.","Melhora a circulação, aumenta a temperatura corporal, melhora o humor."
183,8/30/18 6:27,12/6/18 14:05,Clary Sage,"Supports the endocrine system, enhances libido.",0,22,App\Oil,Fortalece el sistema endocrino y aumenta la libido.,"Auxilia o sistema endócrino, aumenta a libido."
185,8/30/18 6:28,12/6/18 10:01,ClaryCalmå¨,Support healthy libido.,0,31,App\Blend,Promueve una libido saludable.,Auxilia a libido saudável.
186,8/30/18 6:28,12/6/18 10:01,Passionå¨,"Promotes passion, excitement and joy.",0,16,App\Blend,"Promueve la pasión, la emoción y la alegría.","Promove paixão, emoção e alegria."
187,8/30/18 6:29,12/6/18 10:01,Elevation‰ã¢,"Uplifts mood, energizes.",0,18,App\Blend,Eleva el estado de ánimo y energiza.,"Eleva o humor, energiza."
188,8/30/18 6:29,12/6/18 10:01,AromaTouchå¨,"Supports circulation, relieves tension.",0,19,App\Blend,Fortalece la circulación y elimina la tensión.,"Auxilia a circulação, alivia a tensão."
189,8/30/18 6:31,12/6/18 14:05,Melissa,Reduces depression and supports trauma recovery.,0,46,App\Oil,Reduce la depresión y refuerza la recuperación del trauma.,Reduz a depressão e apoia a recuperação do trauma.
190,8/30/18 6:31,12/6/18 14:05,Juniper Berry,"Helps release fears, trauma, and nightmares.",0,38,App\Oil,"Ayuda a eliminar los miedos, traumas y pesadillas.","Ajuda a liberar medos, traumas e pesadelos."
191,8/30/18 6:32,12/6/18 14:05,Frankincense,"Balances brain activity; supports a sense of protection, safety and releases traumatic memories.",0,32,App\Oil,"Equilibra la actividad cerebral; promueve una sensación de protección, seguridad y libera recuerdos traumáticos.","Equilibra a atividade cerebral; apoia uma sensação de proteção, segurança e libera memórias traumáticas"
192,8/30/18 6:32,12/6/18 14:05,Patchouli,"Sedates, grounds, stabilizes; supports central nervous system.",0,51,App\Oil,"Seda, centra, estabiliza; fortalece el sistema nervioso central.","Seda, aterra, estabiliza; suporta o sistema nervoso central."
193,8/30/18 6:32,12/6/18 14:05,Turmeric,Antioxidant and anti-inflammatory.,0,63,App\Oil,Antioxidante y antiinflamatorio.,Antioxidante e anti-inflamatório.
194,8/30/18 6:33,12/6/18 10:01,Serenityå¨,"Calms feelings of fear, anger, jealousy, and rage.",0,26,App\Blend,"Calma la sensación de miedo, ira, celos y rabia.","Acalma sentimentos de medo, raiva, ciúme e raiva."
195,8/30/18 6:33,12/6/18 10:01,Cheerå¨,"Brings feelings of cheerfulness, optimism and positivity.",0,30,App\Blend,"Brinda sentimientos de alegría, optimismo y positividad.","Traz sentimentos de alegria, otimismo e positividade."
196,8/30/18 6:34,12/6/18 10:01,Motivateå¨,"Stimulates self-belief, courage and confidence.",0,13,App\Blend,"Estimula la confianza en sí mismo, la confianza y fiabilidad.","Estimula a autoconfiança, a coragem e a confiança."
197,8/30/18 6:34,12/6/18 10:01,Elevation‰ã¢,Stabilizes mood and promotes courage and cheerfulness.,0,18,App\Blend,Estabiliza el estado de ánimo y promueve el valor y la alegría.,Estabiliza o humor e promove coragem e alegria.
198,8/30/18 6:35,12/6/18 10:01,Balanceå¨,Calms an overactive mind; promotes sense of connectivity.,0,15,App\Blend,Calma una mente hiperactiva; promueve la sensación de conectividad.,Acalma uma mente hiperativa; promove senso de conectividade.
199,8/30/18 6:37,12/6/18 14:05,Frankincense,"Promotes longevity, supports brain and prostate health.",0,32,App\Oil,"Promueve la longevidad, fortalece la salud del cerebro y la próstata.","Promove a longevidade, apoia a saúde do cérebro e da próstata."
200,8/30/18 6:37,12/6/18 14:05,Melaleuca,Fights bacteria and fungus with antiseptic action.,0,45,App\Oil,Combate bacterias y hongos con acción antiséptica.,Combate bactérias e fungos com ação antisséptica.
201,8/30/18 6:38,12/6/18 14:05,Juniper Berry,"Supports urinary and prostate health, wound healing.",0,38,App\Oil,Promueve la salud urinaria y de la próstata y refuerza la cicatrización de heridas.,"Apoia a saúde urinária e da próstata, cicatrização de feridas."
202,8/30/18 6:38,12/6/18 14:05,Cardamom,"Supports digestive, muscular, and respiratory health.",0,16,App\Oil,"Fortalece la salud digestiva, muscular y respiratoria.","Apoia a saúde digestiva, muscular e respiratória."
203,8/30/18 6:38,12/6/18 14:05,Lemon,Detoxifies and has an alkalizing effect.,0,40,App\Oil,Desintoxica y tiene un efecto alcalinizante.,Desintoxica e tem um efeito alcalinizante.
204,8/30/18 6:39,12/6/18 10:01,Balanceå¨,"Makes great cologne, aftershave; brain support.",0,15,App\Blend,Es una gran colonia y loción para después del afeitado; apoyo cerebral.,"É uma ótima colônia, loção pós-barba; suporte cerebral."
205,8/30/18 6:39,12/6/18 10:01,On Guardå¨,Supports cardiovascular and immune health.,0,21,App\Blend,Fortalece la salud cardiovascular e inmune.,Apoia a saúde cardiovascular e imunológica.
206,8/30/18 6:39,12/6/18 10:01,Zendocrineå¨,"Supports urinary, prostate; prevents hair loss.",0,11,App\Blend,Fortalece el tracto urinario y la próstata; previene la pérdida de cabello.,"Auxilia a próstata, urinário; previne a perda de cabelo."
207,8/30/18 6:40,12/6/18 10:01,DDR Primeå¨,Assists with cellular repair and longevity.,0,8,App\Blend,Ayuda con la reparación celular y la longevidad.,Auxilia no reparo celular e na longevidade.
209,8/30/18 6:43,12/6/18 14:05,Lavender,"Calms and relaxes, increases the ability to express feelings.",0,39,App\Oil,"Calma y relaja, aumenta la capacidad de expresar sentimientos.","Acalma e relaxa, aumenta a capacidade de expressar sentimentos."
211,8/30/18 6:44,12/6/18 14:05,NULL,"Grounds, promotes a sense of belonging and being connected socially.",0,0,App\Oil,"Centra, promueve un sentido de pertenencia y de conexión social.","Aterra, promove um sentimento de pertença e estar conectado socialmente."
212,8/30/18 6:44,12/6/18 14:05,Bergamot,Helps increase self-confidence.,0,12,App\Oil,Ayuda a aumentar la confianza en sí mismo.,Ajuda a aumentar a autoconfiança.
214,8/30/18 6:45,12/6/18 10:01,Citrus Blisså¨,Stimulates the mind and mood; encourages creativity.,0,17,App\Blend,Estimula la mente y el estado de ánimo; fomenta la creatividad.,Estimula a mente e o humor; incentiva a criatividade.
215,8/30/18 6:46,12/6/18 10:01,Elevation‰ã¢,"Energizes, balances hormones; restores a sense of buoyancy.",0,18,App\Blend,"Energiza, equilibra las hormonas; restaura una sensación de optimismo.","Energiza, equilibra hormônios; restaura uma sensação de dinamismo."
216,8/30/18 6:46,12/6/18 10:01,Cheerå¨,"Promotes a cheerful, positive attitude.",0,30,App\Blend,Promueve una actitud alegre y positiva.,Promove uma atitude positiva e alegre.
217,8/30/18 6:47,12/6/18 10:01,Serenityå¨,Encourages a restful state for mind and body.,0,26,App\Blend,Alienta un estado de descanso para la mente y el cuerpo.,Incentiva um estado de repouso para a mente e o corpo.
218,8/30/18 6:47,12/6/18 10:01,Motivateå¨,"Stimulates belief, courage and confidence.",0,13,App\Blend,"Estimula la creencia, el coraje y la confianza.","Estimula a crença, coragem e confiança."
219,8/30/18 6:47,12/6/18 10:01,Balanceå¨,Promotes a state of balance and calm.,0,15,App\Blend,Promueve un estado de equilibrio y calma.,Promove um estado de equilíbrio e calma.
220,8/30/18 6:49,12/6/18 14:05,Lemongrass,"Soothes muscle aches, supports connective tissue repair.",0,41,App\Oil,Alivia los dolores musculares y apoya la reparación del tejido conectivo.,"Acalma dores musculares, suporta o reparo do tecido conjuntivo."
221,8/30/18 6:50,12/6/18 14:05,Cypress,"Promotes blood flow to muscle and connective tissue, reduces pain and spasms.",0,27,App\Oil,"Fortalece el flujo sanguíneo al músculo y al tejido conectivo, reduce el dolor y los espasmos.","Promove o fluxo sanguíneo para o músculo e tecido conjuntivo, reduz a dor e espasmos."
222,8/30/18 6:50,12/6/18 14:05,Cypress,"Promotes blood flow to muscle and connective tissue, reduces pain and spasms.",0,27,App\Oil,"Fortalece el flujo sanguíneo al músculo y al tejido conectivo, reduce el dolor y los espasmos.","Promove o fluxo sanguíneo para o músculo e tecido conjuntivo, reduz a dor e espasmos."
223,8/30/18 6:50,12/6/18 14:05,Marjoram,Relaxes muscles and decreases spasms.,0,44,App\Oil,Relaja los músculos y reduce los espasmos.,Relaxa os músculos e diminui os espasmos.
225,8/30/18 6:51,12/6/18 10:01,AromaTouchå¨,Promotes circulation and relieves pain.,0,19,App\Blend,Fortalece la circulación y alivia el dolor.,Promove a circulação e alivia a dor.
226,8/30/18 6:51,12/6/18 10:01,Deep Blueå¨,Soothes muscle and joint pain and inflammation.,0,28,App\Blend,Alivia el dolor muscular y articular y la inflamación.,Acalma dores musculares e articulares e inflamação.
227,8/30/18 6:52,12/6/18 10:01,PastTenseå¨,Soothes sore muscles and tissue; releases tension.,0,29,App\Blend,Alivia los músculos y los tejidos adoloridos; libera la tensión.,Alivia músculos e tecidos doloridos; libera a tensão.
228,8/30/18 6:52,12/6/18 10:01,DDR Primeå¨,Helps with connective tissue repair and soothes pain.,0,8,App\Blend,Ayuda en la reparación del tejido conectivo y alivia el dolor.,Ajuda no reparo do tecido conjuntivo e acalma a dor.
229,8/30/18 6:54,12/6/18 14:05,Helichrysum,Invigorates nerves and relieves pain.,0,36,App\Oil,Revitaliza los nervios y alivia el dolor.,Revigora os nervos e alivia a dor.
230,8/30/18 6:54,12/6/18 14:05,Peppermint,Stimulates nerves and supports repair.,0,52,App\Oil,Estimula los nervios y ayuda en la reparación.,Estimula os nervos e auxilia a reparação.
231,8/30/18 6:55,12/6/18 14:05,Lemongrass,Stimulates nerves and electrical system of body.,0,41,App\Oil,Estimula los nervios y el sistema eléctrico del cuerpo.,Estimula nervos e sistema elétrico do corpo.
232,8/30/18 6:55,12/6/18 14:05,Patchouli,Provides nerve protection and supports regeneration; removes toxins.,0,51,App\Oil,Protege los nervios y promueve la regeneración; elimina las toxinas.,Fornece proteção nervosa e auxilia a regeneração; remove toxinas.
233,8/30/18 6:56,12/6/18 14:05,Basil,"Stimulates, energizes and restores nerves; relaxes tension.",0,11,App\Oil,"Estimula, energiza y restaura los nervios; relaja la tensión.","Estimula, energiza e restaura os nervos; relaxa a tensão."
234,8/30/18 6:56,12/6/18 14:05,Frankincense,Provides nerve protection and supports regeneration.,0,32,App\Oil,Protege los nervios y promueve la regeneración.,Fornece proteção nervosa e auxilia a regeneração.
236,8/30/18 6:57,12/6/18 10:01,InTuneå¨,Helps with mental focus and reduces inflammation.,0,14,App\Blend,Ayuda con el enfoque mental y reduce la inflamación.,Ajuda com foco mental e reduz a inflamação.
237,8/30/18 6:57,12/6/18 10:01,AromaTouchå¨,Increases circulation.,0,19,App\Blend,Aumenta la circulación.,Aumenta a circulação.
238,8/30/18 6:58,12/6/18 10:01,Deep Blueå¨,Invigorates and stimulates nerves.,0,28,App\Blend,Revitaliza y estimula los nervios.,Revigora e estimula os nervos.
239,8/30/18 6:58,12/6/18 10:01,DDR Primeå¨,Regenerates and protects nerves.,0,8,App\Blend,Regenera y protege los nervios.,Regenera e protege os nervos.
240,8/30/18 6:59,12/6/18 10:01,Immortelle,Regenerates nerves and increases clarity.,0,34,App\Blend,Regenera los nervios y aumenta la claridad.,Regenera os nervos e aumenta a clareza.
241,8/30/18 7:01,12/6/18 14:05,Myrrh,"Fights gum disease, infections and sores; soothes gums.",0,48,App\Oil,"Combate las enfermedades, infecciones y ulceras de las encías; alivia el dolor de encías.","Combate doenças da gengiva, infecções e feridas; acalma as gengivas."
242,8/30/18 7:01,12/6/18 14:05,Clove,"Protects nerves, soothes pain; prevents tooth decay.",0,24,App\Oil,Protege los nervios y alivia el dolor; previene las caries.,"Protege os nervos, acalma a dor; previne a cárie dentária."
243,8/30/18 7:01,12/6/18 14:05,Peppermint,"Freshens breath; reduces swelling, inflammation, and tenderness.",0,52,App\Oil,"Refresca el aliento; reduce la hinchazón, inflamación y sensibilidad.","Refresca o hálito; reduz o inchaço, inflamação e sensibilidade."
244,8/30/18 7:02,12/6/18 14:05,Wintergreen,"Protect nerves, soothes pain; prevents tooth decay.",0,66,App\Oil,Protege los nervios y alivia el dolor; previene las caries.,"Protege os nervos, acalma a dor; previne a cárie dentária."
245,8/30/18 7:02,12/6/18 14:05,Turmeric,Relieves pain and inflammation.,0,63,App\Oil,Alivia el dolor y la inflamación.,Alivia a dor e a inflamação.
246,8/30/18 7:03,12/6/18 10:01,On Guardå¨,Helps fight infection and bacteria; prevents tooth decay.,0,21,App\Blend,Ayuda a combatir las infecciones y bacterias; previene las caries.,Ajuda a combater infecções e bactérias; previne a cárie dentária.
247,8/30/18 7:03,12/6/18 10:01,DDR Primeå¨,"Protects nerves, soothes pain; prevents tooth decay.",0,8,App\Blend,Protege los nervios y alivia el dolor; previene las caries.,"Protege os nervos, acalma a dor; previne a cárie dentária."
248,8/30/18 7:03,12/6/18 10:01,PastTenseå¨,"Reduces tension, inflammation, swelling, and pain in jaw.",0,29,App\Blend,"Reduce la tensión, la inflamación, la hinchazón y el dolor en la mandíbula.","Reduz a tensão, inflamação, inchaço e dor na mandíbula."
250,8/30/18 7:06,12/6/18 14:05,Helichrysum,Reduces pain; accelerates healing; chelates toxins.,0,36,App\Oil,Reduce el dolor; acelera la curación; quelación de toxinas.,Reduz a dor; acelera a cura; quelata toxinas.
252,8/30/18 7:07,12/6/18 14:05,Peppermint,"Reduces inflammation and pain, cools, invigorates, and stimulates.",0,52,App\Oil,"Reduce la inflamación y el dolor, regresca, vigoriza y estimula.","Reduz a inflamação e a dor, esfria, revigora e estimula."
253,8/30/18 7:07,12/6/18 14:05,Ginger,"Invigorates nerves, promotes circulation and healing to bones and muscles.",0,34,App\Oil,"Revitaliza los nervios, promueve la circulación y la curación de los huesos y músculos.","Revigora os nervos, promove a circulação e cura para os ossos e músculos."
254,8/30/18 7:08,12/6/18 14:05,Black Pepper,"Reduces inflammation, relieves pain, increases circulation.",0,14,App\Oil,"Reduce la inflamación, alivia el dolor y aumenta la circulación.","Reduz a inflamação, alivia a dor, aumenta a circulação."
256,8/30/18 7:09,12/6/18 10:01,Deep Blueå¨,Invigorates nerves and reduces inflammation.,0,28,App\Blend,Revitaliza los nervios y reduce la inflamación.,Revigora os nervos e reduz a inflamação.
257,8/30/18 7:09,12/6/18 10:01,DDR Primeå¨,Protects cells against free-radical damage while supporting healthy cellular function and renewal.,0,8,App\Blend,Protege las células contra el daño de los radicales libres mientras fortalece la función celular saludable y la renovación.,"Protege as células contra os danos causados pelos radicais livres, apoiando a função celular e a renovação saudáveis"
258,8/30/18 7:10,12/6/18 10:01,PastTenseå¨,Soothes joints and tissues.,0,29,App\Blend,Alivia el dolor de las articulaciones y los tejidos.,Acalma articulações e tecidos.
259,8/30/18 7:10,12/6/18 10:01,AromaTouchå¨,Stimulates circulation and blood.,0,19,App\Blend,Estimula la circulación y la sangre.,Estimula a circulação e o fluxo sanguíneo.
262,8/30/18 7:25,12/6/18 14:05,Wild Orange,Energizes and lifts mood.,0,65,App\Oil,Energiza y eleva el estado de ánimo.,Energiza e eleva o humor.
263,8/30/18 7:25,12/6/18 14:05,Ginger,Relieves nausea and morning sickness.,0,34,App\Oil,Alivia las nauseas y las náuseas del embarazo.,Alivia náuseas e enjoos matinais.
264,8/30/18 7:26,12/6/18 14:05,Peppermint,Relieves digestive upsets and supports memory.,0,52,App\Oil,Alivia los trastornos digestivos y fortalece la memoria.,Alivia problemas digestivos e auxilia a memória.
265,8/30/18 7:26,12/6/18 10:01,Deep Blueå¨,Soothes aches and pains.,0,28,App\Blend,Alivia dolores y molestias.,Acalma dores.
266,8/30/18 7:26,12/6/18 10:01,PastTenseå¨,Relieves tension.,0,29,App\Blend,Alivia la tensión.,Alivia a tensão.
267,8/30/18 7:27,12/6/18 10:01,Slim & Sassyå¨,Balances glucose levels and metabolism.,0,20,App\Blend,Equilibra los niveles de glucosa y el metabolismo.,Equilibra os níveis de glicose e metabolismo.
268,8/30/18 7:27,12/6/18 10:01,DigestZenå¨,Supports digestion and relieves morning sickness.,0,12,App\Blend,Fortalece la digestión y alivia las náuseas del embarazo.,Auxilia a digestão e alivia o enjoo matinal.
269,8/30/18 7:28,12/6/18 10:01,ClaryCalmå¨,Balances hormones.,0,31,App\Blend,Equilibra las hormonas.,Equilibra os hormônios.
270,8/30/18 7:28,12/6/18 14:05,Clary Sage,Broad-spectrum support to labor process.,0,22,App\Oil,Apoyo de amplio espectro al proceso laboral.,Apoio de amplo espectro ao processo de trabalho de parto.
271,8/30/18 7:29,12/6/18 14:05,Jasmine,Assists with labor and afterbirth.,0,37,App\Oil,Ayuda durante el parto y después del parto.,Auxilia no parto e no pós parto.
272,8/30/18 7:29,12/6/18 14:05,Geranium,"Supports perineum, labor performance, mood and healing.",0,33,App\Oil,"Refuerza el perineo, el trabajo de parto, el estado de ánimo y la curación.","Apoia o períneo, desempenho no trabalho de parto, humor e cura."
274,8/30/18 7:30,12/6/18 14:05,Frankincense,Lessens stress and trauma; promotes healing.,0,32,App\Oil,Disminuye el estrés y el trauma; promueve la curación.,Diminui o estresse e o trauma; promove a cura.
275,8/30/18 7:30,12/6/18 14:05,Basil,Relieves pain; enhances labor performance.,0,11,App\Oil,Alivia el dolor; mejora el trabajo de parto.,Alivia a dor; melhora o desempenho do trabalho de parto.
276,8/30/18 7:31,12/6/18 14:05,Helichrysum,Slows/stops bleeding and promotes healing.,0,36,App\Oil,Disminuye o detiene el sangrado y promueve la curación.,Diminui/interrompe o sangramento e promove a cura.
277,8/30/18 7:31,12/6/18 10:01,Balanceå¨,Improves coping capacity.,0,15,App\Blend,Mejora la capacidad de superación.,Melhora a capacidade de enfrentamento.
278,8/30/18 7:32,12/6/18 10:01,PastTenseå¨,Relieves tension.,0,29,App\Blend,Alivia la tensión.,Alivia a tensão.
279,8/30/18 7:32,12/6/18 10:01,ClaryCalmå¨,Enhances labor performance.,0,31,App\Blend,Mejora el trabajo de parto.,Melhora o desempenho do trabalho de parto.
280,8/30/18 7:33,12/6/18 10:01,Deep Blueå¨,Soothes aches and pains.,0,28,App\Blend,Alivia dolores y molestias.,Acalma dores.
281,8/30/18 7:33,12/6/18 14:05,Fennel,"Promotes milk production; prevents clogged ducts, infection, and thrush.",0,31,App\Oil,"Promueve la producción de leche; previene los conductos obstruidos, la infección y la candidiasis.","Promove a produção de leite; previne dutos entupidos, infecção e aftas."
282,8/30/18 7:34,12/6/18 14:05,Ylang Ylang,Alleviates tender breasts and depression.,0,68,App\Oil,Alivia el dolor de los senos sensibles y la depresión.,Alivia seios sensíveis e depressão.
283,8/30/18 7:37,12/6/18 14:05,Clary Sage,Promotes milk supply and hormone balancing; boosts mood.,0,22,App\Oil,Promueve el suministro de leche y el equilibrio hormonal; aumenta el estado de ánimo.,Promove o fornecimento de leite e o equilíbrio hormonal; melhora o humor.
284,8/30/18 7:38,12/6/18 14:05,Lavender,"Promotes milk production; prevents/heals tender sore breasts, nipples, and clogged milk ducts.",0,39,App\Oil,"Promueve la producción de leche; previene o cura el dolor de los senos adoloridos y tiernos, pezones y conductos de leche obstruidos.","Promove a produção de leite; previne/cicatriza seios doloridos, mamilos e dutos de leite entupidos."
285,8/30/18 7:38,12/6/18 10:01,ClaryCalmå¨,Balances hormones and increases libido.,0,31,App\Blend,Equilibra las hormonas y aumenta la libido.,Equilibra os hormônios e aumenta a libido.
286,8/30/18 7:38,12/6/18 10:01,Elevation‰ã¢,Supports mood and alleviates depression.,0,18,App\Blend,Mejora el estado de ánimo y alivia la depresión.,Auxilia o humor e alivia a depressão.
288,8/30/18 7:44,12/6/18 14:05,Eucalyptus,"Opens airways, supports proper respiratory function.",0,30,App\Oil,Abre las vías respiratorias y promueve la función respiratoria adecuada.,"Abre as vias aéreas, auxilia a função respiratória adequada."
289,8/30/18 7:44,12/6/18 14:05,Peppermint,"Opens airways, expels mucus.",0,52,App\Oil,Abre las vías respiratorias y expulsa el moco.,"Abre as vias aéreas, expele o muco."
290,8/30/18 7:44,12/6/18 14:05,Rosemary,Helps with many different respiratory issues.,0,56,App\Oil,Ayuda con muchos problemas respiratorios diferentes.,Ajuda em muitos problemas respiratórios diferentes.
291,8/30/18 7:45,12/6/18 10:01,Purify,Decongests.,0,9,App\Blend,Descongestiona.,Descongestiona.
292,8/30/18 7:45,12/6/18 10:01,On Guardå¨,"Fights respiratory infections, helps resolve respiratory issues.",0,21,App\Blend,Combate las infecciones respiratorias y ayuda a resolver los problemas respiratorios.,"Combate infecções respiratórias, ajuda a resolver problemas respiratórios."
293,8/30/18 7:46,12/6/18 10:01,Breatheå¨,Addresses a broad spectrum of respiratory issues.,0,25,App\Blend,Combate un amplio espectro de problemas respiratorios.,Aborda um amplo espectro de problemas respiratórios.
295,8/30/18 7:48,12/6/18 14:05,Lemongrass,Enhances connective tissue repair.,0,41,App\Oil,Mejora la reparación del tejido conectivo.,Melhora a reparação do tecido conjuntivo.
296,8/30/18 7:49,12/6/18 14:05,Wintergreen,"Reduces aches, pains, and inflammation; stimulates bone repair.",0,66,App\Oil,"Reduce los dolores, las molestias y la inflamación; estimula la reparación ósea.","Reduz sofrimentos, dores e inflamação; estimula o reparo ósseo."
297,8/30/18 7:49,12/6/18 14:05,Birch,Reduces inflammation and stimulates bone repair.,0,13,App\Oil,Reduce la inflamación y estimula la reparación ósea.,Reduz a inflamação e estimula a reparação óssea.
298,8/30/18 7:49,12/6/18 14:05,Helichrysum,Relieves pain and inflammation; accelerates bone repair.,0,36,App\Oil,Alivia el dolor y la inflamación; acelera la reparación ósea.,Alivia a dor e a inflamação; acelera o reparo ósseo.
299,8/30/18 7:50,12/6/18 14:05,Siberian Fir,Eases bone and joint pain; reduces inflammation.,0,58,App\Oil,Alivia el dolor óseo y articular; reduce la inflamación.,Alivia dores nos ossos e articulações; reduz a inflamação.
300,8/30/18 7:51,12/6/18 10:01,Deep Blueå¨,"Soothes, relaxes, and relieves aches and pains; helps with after injuries/surgery healing.",0,28,App\Blend,"Calma, relaja y alivia los dolores y molestias; ayuda en la curación de las lesiones o cirugía.","Acalma, relaxa e alivia dores e dores; ajuda com após lesões/cirurgia de cura."
301,8/30/18 7:51,12/6/18 10:01,PastTenseå¨,"Helps relieve and resolve tension, soreness, and stiffness.",0,29,App\Blend,"Ayuda a aliviar y resolver la tensión, el dolor y la rigidez.","Ajuda a aliviar e resolver a tensão, a dor e a rigidez."
302,8/30/18 7:51,12/6/18 10:01,DDR Primeå¨,Reduces/resolves inflammation and regenerates tissue.,0,8,App\Blend,Reduce o resuelve la inflamación y regenera el tejido.,Reduz/resolve a inflamação e regenera o tecido.
303,8/30/18 7:55,12/6/18 14:05,Lavender,"Calms, relaxes, and sedates; supports parasympathetic system.",0,39,App\Oil,"Calma, relaja y seda; fortalece el sistema parasimpático.","Acalma, relaxa e tranquiliza; auxilia o sistema parassimpático."
304,8/30/18 7:55,12/6/18 14:05,Vetiver,Grounds and promotes tranquility.,0,64,App\Oil,Centra y promueve la tranquilidad.,Aterra e promove a tranquilidade.
305,8/30/18 7:56,12/6/18 14:05,Roman Chamomile,"Balances hormones; sedates, calms, and relaxes.",0,55,App\Oil,"Equilibra las hormonas; seda, calma y relaja.","Equilibra hormônios; seda, acalma e relaxa."
306,8/30/18 7:56,12/6/18 10:01,Serenityå¨,Calms mind/emotions; promotes relaxation and restful sleep.,0,26,App\Blend,Calma la mente o las emociones; promueve la relajación y el sueño reparador.,Acalma a mente/emoções; promove relaxamento e sono repousante.
307,8/30/18 7:56,12/6/18 10:01,Balanceå¨,Promotes sense of well being and supports autonomic nervous system.,0,15,App\Blend,Promueve la sensación de bienestar y apoya el sistema nervioso autónomo.,Promove a sensação de bem estar e auxilia o sistema nervoso autônomo.
308,8/30/18 7:57,12/6/18 10:01,InTuneå¨,Balances brain activity and calms overstimulation.,0,14,App\Blend,Equilibra la actividad cerebral y calma la sobreestimulación.,Equilibra a atividade cerebral e acalma a super estimulação.
309,8/30/18 7:59,12/6/18 14:05,Lavender,Calms and relieves stress.,0,39,App\Oil,Calma y alivia el estrés.,Acalma e alivia o estresse.
310,8/30/18 8:00,12/6/18 14:05,Roman Chamomile,Calms reduces stress.,0,55,App\Oil,Calma y reduce el estrés.,Acalma e reduz o estresse.
312,8/30/18 8:00,12/6/18 14:05,Frankincense,"Reduces depression, trauma, and tension.",0,32,App\Oil,"Reduce la depresión, el trauma y la tensión.","Reduz a depressão, trauma e tensão."
313,8/30/18 8:01,12/6/18 14:05,Vetiver,Improves focus and sedates.,0,64,App\Oil,Mejora el enfoque y seda.,Melhora o foco e seda.
314,8/30/18 8:02,12/6/18 10:01,Citrus Blisså¨,Energizes while reducing anxiety and depression.,0,17,App\Blend,Energiza mientras reduce la ansiedad y la depresión.,Energiza enquanto reduz a ansiedade e a depressão.
