id,created_at,updated_at,uses_description,uses_application,sort_order,solutionable_type,solutionable_id,ailment_id,Spanish,Portuguese
445,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Inhale or diffuse.,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",4,App\Oil,12,96,Aplicar 1-2 gotas al área de interés. Inhalar o esparcir.,Aplique 1-2 gotas na área de interesse. Inspire ou use o difusor.
446,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water. Inhale or diffuse.,"[{""name"":""Aromatic"",""active"":true,""position"":2},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",0,App\Oil,32,96,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua. Inhalar o esparcir.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água. Inspire ou use o difusor.
447,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Inhale or diffuse. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":2}]",2,App\Blend,8,96,Aplicar 1-2 gotas al área de interés. Inhalar o esparcir. Ingerir en una cápsula o con un vaso de agua.,Aplique 1-2 gotas na área de interesse. Inspire ou use o difusor. Tome em uma cápsula ou um copo de água.
448,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Inhale or diffuse.,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Blend,15,96,Aplicar 1-2 gotas al área de interés. Inhalar o esparcir.,Aplique 1-2 gotas na área de interesse. Inspire ou use o difusor.
449,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Inhale or diffuse.,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",3,App\Blend,23,96,Aplicar 1-2 gotas al área de interés. Inhalar o esparcir.,Aplique 1-2 gotas na área de interesse. Inspire ou use o difusor.
450,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",2,App\Oil,11,97,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água.
451,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",0,App\Oil,22,97,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água.
452,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",3,App\Oil,31,97,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água.
453,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",4,App\Oil,33,97,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água.
454,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Blend,31,97,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
455,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",3,App\Oil,16,98,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água.
456,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",2,App\Oil,29,98,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
457,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Oil,30,98,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
458,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",4,App\Oil,52,98,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água.
459,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Blend,25,98,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
460,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",4,App\Oil,30,99,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
461,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",2,App\Oil,32,99,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
462,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",3,App\Oil,35,99,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
463,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Oil,40,99,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
464,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Oil,48,99,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
465,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Oil,13,100,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
466,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",2,App\Oil,36,100,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água.
467,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Oil,58,100,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
468,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",4,App\Oil,66,100,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
469,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",3,App\Blend,28,100,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
470,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Oil,27,101,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
471,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",1,App\Oil,33,101,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse.
472,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",2,App\Oil,36,101,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse.
473,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",4,App\Oil,39,101,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse.
474,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",3,App\Oil,67,101,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse.
475,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Take in a capsule or glass of water. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":2}]",4,App\Oil,22,102,Inhalar o esparcir. Ingerir en una cápsula o con un vaso de agua. Ingerir en una cápsula o con un vaso de agua.,Inspire ou use o difusor. Tome em uma cápsula ou um copo de água. Tome em uma cápsula ou um copo de água.
476,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Take in a capsule or glass of water. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":2}]",2,App\Oil,33,102,Inhalar o esparcir. Ingerir en una cápsula o con un vaso de agua. Ingerir en una cápsula o con un vaso de agua.,Inspire ou use o difusor. Tome em uma cápsula ou um copo de água. Tome em uma cápsula ou um copo de água.
477,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Take in a capsule or glass of water. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":2}]",3,App\Oil,42,102,Inhalar o esparcir. Ingerir en una cápsula o con un vaso de agua. Ingerir en una cápsula o con un vaso de agua.,Inspire ou use o difusor. Tome em uma cápsula ou um copo de água. Tome em uma cápsula ou um copo de água.
478,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Take in a capsule or glass of water. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":2}]",1,App\Oil,68,102,Inhalar o esparcir. Ingerir en una cápsula o con un vaso de agua. Ingerir en una cápsula o con un vaso de agua.,Inspire ou use o difusor. Tome em uma cápsula ou um copo de água. Tome em uma cápsula ou um copo de água.
479,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Blend,10,102,Inhalar o esparcir. Aplicar 1-2 gotas al área de interés.,Inspire ou use o difusor. Aplique 1-2 gotas na área de interesse.
480,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",2,App\Oil,16,103,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse.
481,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Oil,30,103,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
482,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",3,App\Oil,62,103,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse.
483,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",4,App\Blend,21,103,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse.
484,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Blend,25,103,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
485,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",2,App\Oil,33,104,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
486,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",3,App\Oil,36,104,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
487,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Oil,55,104,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
488,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Oil,58,104,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
489,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",4,App\Blend,28,104,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
490,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",2,App\Oil,13,105,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
491,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Oil,36,105,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
492,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",4,App\Oil,58,105,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
493,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",3,App\Blend,19,105,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
494,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Blend,28,105,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
495,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Oil,10,106,Inhalar o esparcir. Aplicar 1-2 gotas al área de interés.,Inspire ou use o difusor. Aplique 1-2 gotas na área de interesse.
496,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Take in a capsule or glass of water. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":2}]",4,App\Oil,71,106,Inhalar o esparcir. Ingerir en una cápsula o con un vaso de agua. Ingerir en una cápsula o con un vaso de agua.,Inspire ou use o difusor. Tome em uma cápsula ou um copo de água. Tome em uma cápsula ou um copo de água.
497,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Take in a capsule or glass of water. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":2}]",0,App\Oil,22,106,Inhalar o esparcir. Ingerir en una cápsula o con un vaso de agua. Ingerir en una cápsula o con un vaso de agua.,Inspire ou use o difusor. Tome em uma cápsula ou um copo de água. Tome em uma cápsula ou um copo de água.
498,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":false,""position"":999}]",2,App\Oil,27,106,Inhalar o esparcir. Aplicar 1-2 gotas al área de interés.,Inspire ou use o difusor. Aplique 1-2 gotas na área de interesse.
499,12/19/18 12:36,12/19/18 12:36,Inhale or diffuse. Take in a capsule or glass of water. Take in a capsule or glass of water.,"[{""name"":""Aromatic"",""active"":true,""position"":0},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":2}]",3,App\Oil,41,106,Inhalar o esparcir. Ingerir en una cápsula o con un vaso de agua. Ingerir en una cápsula o con un vaso de agua.,Inspire ou use o difusor. Tome em uma cápsula ou um copo de água. Tome em uma cápsula ou um copo de água.
500,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern. Inhale or diffuse.,"[{""name"":""Aromatic"",""active"":true,""position"":2},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",1,App\Oil,71,107,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés. Inhalar o esparcir.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse. Inspire ou use o difusor.
501,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water. Inhale or diffuse.,"[{""name"":""Aromatic"",""active"":true,""position"":2},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",2,App\Oil,35,107,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua. Inhalar o esparcir.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água. Inspire ou use o difusor.
502,12/19/18 12:36,12/19/18 12:36,Take in a capsule or glass of water. Apply 1-2 drops to the area of concern.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":1},{""name"":""Internal"",""active"":true,""position"":0}]",0,App\Oil,46,107,Ingerir en una cápsula o con un vaso de agua. Aplicar 1-2 gotas al área de interés.,Tome em uma cápsula ou um copo de água. Aplique 1-2 gotas na área de interesse.
503,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Take in a capsule or glass of water. Inhale or diffuse.,"[{""name"":""Aromatic"",""active"":true,""position"":2},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":true,""position"":1}]",4,App\Oil,51,107,Aplicar 1-2 gotas al área de interés. Ingerir en una cápsula o con un vaso de agua. Inhalar o esparcir.,Aplique 1-2 gotas na área de interesse. Tome em uma cápsula ou um copo de água. Inspire ou use o difusor.
504,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area of concern. Inhale or diffuse.,"[{""name"":""Aromatic"",""active"":true,""position"":1},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",3,App\Blend,23,107,Aplicar 1-2 gotas al área de interés. Inhalar o esparcir.,Aplique 1-2 gotas na área de interesse. Inspire ou use o difusor.
505,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",4,App\Oil,11,108,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
506,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",1,App\Oil,27,108,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
507,12/19/18 12:36,12/19/18 12:36,Apply 1-2 drops to the area(s) of concern and/or bottoms of feet.,"[{""name"":""Aromatic"",""active"":false,""position"":999},{""name"":""Topical"",""active"":true,""position"":0},{""name"":""Internal"",""active"":false,""position"":999}]",0,App\Oil,30,108,Aplicar 1-2 gotas a las áreas de interés o en las plantas de los pies.,Aplique 1-2 gotas na(s) área(s) de preocupação e/ou na sola dos pés.
