id,name,Ingredient Portuguese,ingredient Spanish
902,1 drop basil or melaleuca,1 gota de manjericão ou tea tree,1 gota de albahaca o melaleuca
910,Geranium,Gerânio,Geranio
913,2 drops vetiver,2 gotas de vetiver,2 gotas de vetiver
914,2 drops cedarwood,2 gotas de cedro,2 gotas de cedro
916,2 drops Serenity®,2 gotas de Serenity®,2 gotas de Serenity®
919,8 drops melaleuca,8 gotas de tea tree,8 gotas de melaleuca
920,2 tbsp garlic oil,2 colheres de sopa de oléo de alho,2 cdta. de aceite de ajo
921,1 ml Vitamin E oil,1 mL de óleo de vitamina E,1 ml de aceite de vitamina E
923,2-3 drops vetiver,2-3 gotas de vetiver,2-3 gotas de vetiver
924,Optional: Stronger®,Opcional: Stronger®,Optional: Stronger®
925,2 drops cypress,2 gotas de cipreste,2 gotas de ciprés
926,1 cup Epsom salt,1 xícara de sal epsom,1 taza de sal Epsom
928,1/3 cup sea salt,1/3 xícara de sal marinho,1/3 taza de sal marina
929,1/3 cup Redmond Clay powder,1/3 xícara de pó de argila de amêndoa,1/3 taza de polvo de bentonita
930,Selected essential oils,Óleos essenciais selecionados,Aceites esenciales seleccionados
931,"2 cups salt or sugar (sea salt, mineral salt, organic sugar)","2 xícaras de sal ou açúcar (sal marinho, sal mineral, açúcar orgânico)","2 tazas de sal o azúcar (sal marina, sal mineral, azúcar orgánico)"
932,1 cup almond oil,1 xícara de óleo de amêndoa,1 taza de aceite de almendra
935,4 drops lemongrass,4 gotas de capim limão,4 gotas de lemongrass
936,4 drops lime,4 gotas de limão,4 gotas de lima
937,4 drops thyme,4 gotas de tomilho,4 gotas de tomillo
938,4 drops rosemary,4 gotas de alecrim,4 gotas de romero
944,10-15 drops DigestZen®,10-15 gotas de DigestZen®,10-15 gotas de DigestZen®
945,10-15 drops Zendocine®,10-15 gotas de Zendocine®,10-15 gotas de Zendocine®
952,1 drop DigestZen®,1 gota de DigestZen®,1 gota de DigestZen®
954,1 drop arborvitae,1 gota de de tuia,1 gota de arborvitae
955,4 drops Roman chamomile,4 gotas de camomila romana,4 gotas de manzanilla romana
962,3-4 drops DigestZen®,3-4 gotas de DigestZen®,3-4 gotas de DigestZen®
963,1 drop melaleuca + 1 drop DigestZen®,1 gota de tea tree + 1 gota de DigestZen®,1 gota de melaleuca + 1 gota de DigestZen®
982,2 drops clove,2 gotas de cravo,2 gotas de clavo
986,1 drop myrrh,1 gota de mirra,1 gota de mirra
987,1 drop lemongrass,1 gota de capim limão,1 gota de lemongrass
994,Alpha CRS®,Alpha CRS®,Alpha CRS®
1000,Citrus oil,Óleo cítrico,Aceite de cítrico
1006,3-4 drops tangerine,3-4 gotas de tangerina,3-4 gotas de mandarina
1007,3-4 drops spearmint,3-4 gotas de hortelã,3-4 gotas de hierbabuena
1008,3-4 drops lemongrass,3-4 gotas de capim limão,3-4 gotas de lemongrass
1010,Purify®,Purify®,Purify®
1014,1/2 tsp salt,1/2 colher de chá de sal,1/2 cda. de sal
1015,8 oz distilled water,8 onças de água destilada,236 ml (8 onzas) de agua destilada
1016,Breathe®,Breathe®,Breathe®
1025,3 drops lemon,3 gotas de limão siciliano,3 gotas de lemongrass
1026,1 tsp honey,1 colher de chá de mel,1 cda. de miel
1027,1-2 drops oregano,1-2 gotas de orégano,1-2 gotas de orégano
1028,1-2 drops Breathe®,1-2 gotas de Breathe®,1-2 gotas de Breathe®
1031,3/4 cup virgin coconut oil,3/4 cup virgin coconut oil,3/4 taza de aceite de coco virgen
1032,3/4 cup fractionated coconut oil,3/4 de xícara de óleo de coco fracionado,3/4 taza de aceite de coco fraccionado
1033,4 tablespoons beeswax,4 colheres de sopa de cera de abelha,4 cucharadas de cera de abejas
1034,2 tablespoons Vitamin E oil,2 colheres de sopa de óleo de vitamina E,2 cucharadas de aceite de vitamina E
1035,40 drops basil,40 gotas de manjericão,40 gotas de albahaca
1036,40 drops frankincense,40 gotas de olíbano,40 gotas de incienso
1037,40 drops lime,40 gotas de limão,40 gotas de lima
1038,40 drops marjoram,40 gotas de manjerona,40 gotas de mejorana
1039,15 drops peppermint,15 gotas de hortelã-pimenta,15 gotas de menta
1040,5 drops eucalyptus,5 gotas de eucalipto,5 gotas de eucalipto
1042,5 drops lemon,5 gotas de limão siciliano,5 gotas de lemongrass
1043,3 drops cardamom,3 gotas de cardamomo,3 gotas de cardamomo
1044,2 drops fennel,2 gotas de erva-doce,2 gotas de hinojo
1047,8 drops lemon,8 gotas de limão siciliano,8 gotas de lemongrass
1048,8 drops On Guard®,8 gotas de On Guard®,8 gotas de On Guard®
1049,4 drops  peppermint,4 gotas de hortelã-pimenta,4 gotas de menta
1051,1 drop oregano,1 gota de orégano,1 gota de orégano
1052,1 drop clove,1 gota de cravo,1 gota de clavo
1057,Eucalyptus,Eucalipto,Eucalipto
1058,Siberian fir,Abeto Siberiano,Abeto siberiano
1059,1 drop pink pepper,1 gota de pimenta rosa,1 gota de pimienta rosa
1060,1 drop peppermint,1 gota de hortelã-pimenta,1 gota de menta
1061,1 drop melaleuca,1 gota de tea tree,1 gota de melaleuca
1063,MicroPlex VMz,MicroPlex VMz,MicroPlex VMz
1067,Bone Nutrient Lifetime Complex,Complexo Vitalício para Nutrientes Ósseos,Complejo nutritivo óseo Lifetime
1069,2 drops helichrysum,2 gotas de immortelle,2 gotas de helicriso
1072,1/2 - 1 teaspoon carrier oil,1/2 - 1 colher de chá de óleo carreador,1/2-1 cda. de aceite portador
1073,DigestZen®,DigestZen®,DigestZen®
1085,Slim & Sassy®,Slim & Sassy®,Slim & Sassy®
1086,Kumquat,Laranja Quincã,Quinoto
1087,DDR Prime®,DDR Prime®,DDR Prime®
1095,On Guard®,On Guard®,On Guard®
1096,20 drops helichrysum,20 gotas de immortelle,20 gotas de helicriso
1097,20 drops geranium,20 gotas de gerânio,20 gotas de geranio
1098,20 drops arborvitae OR cypress,20 gotas de tuia ou cipreste,20 gotas de arborvitae O ciprés
1100,10 drops peppermint,10 gotas de óleo de hortelã-pimenta,10 gotas de menta
1101,10 drops clary sage,10 gotas de sálvia esclareia,10 gotas de salvia
1102,10 drops ginger,10 gotas de gengibre,10 gotas de jengibre
1104,10 drops lemon,10 gotas de limão siciliano,10 gotas de lemongrass
1105,10 drops AromaTouch®,10 gotas de AromaTouch®,10 gotas de AromaTouch®
1106,1-2 drops myrrh,1-2 gotas de mirra,1-2 gotas de mirra
1107,1-2 drops clary sage,1-2 gotas de sálvia esclareia,1-2 gotas de salvia
1108,1-2 drops fennel,1-2 gotas de erva-doce,1-2 gotas de hinojo
1110,1-2 drops lemon,1-2 gotas de limão siciliano,1-2 gotas de lemongrass
1111,1-2 drops Elevation™,1-2 gotas de Elevation™,1-2 gotas de Elevation™
1113,Wild orange,Laranja Lima,Naranja silvestre
1124,Myrrh,Mirra,Mirra
1125,2 drops wintergreen,2 gotas de wintergreen,2 gotas de gaulteria
1126,2 drops lemongrass,2 gotas de capim limão,2 gotas de lemongrass
1128,2 drops eucalyptus,2 gotas de eucalipto,2 gotas de eucalipto
1130,3 drops marjoram,3 gotas de manjerona,3 gotas de mejorana
1131,3 drops Roman chamomile,3 gotas de camomila romana,3 gotas de manzanilla romana
1132,3 drops ginger,3 gotas de gengibre,3 gotas de jengibre
1133,3 drops helichrysum,3 gotas de immortelle,3 gotas de helicriso
1134,1-2 drops juniper berry,1-2 gotas de bagas de zimbro,1-2 gotas de enebro
1136,1-2 drops cedarwood,1-2 gotas de cedro,1-2 gotas de cedro
1142,4 drops black pepper,4 gotas de pimenta preta,4 gotas de pimienta negra
1143,2 drops rosemary,2 gotas de alecrim,2 gotas de romero
1144,1 drop ginger,1 gota de gengibre,1 gota de jengibre
1145,1/2 cup Epsom salt,1/2 xícara de sal epsom,1/2 taza de sal de Epsom
1146,35 drops eucalyptus,35 gotas de eucalipto,25 gotas de eucalipto
1147,35 drops lemon,35 gotas de limão siciliano,35 gotas de limón
1148,35 drops lavender,35 gotas de lavanda,35 gotas de lavanda
1149,35 drops melaleuca,35 gotas de tea tree,35 gotas de melaleuca
1150,35 drops peppermint,35 gotas de hortelã-pimenta,35 gotas de menta
1151,2 ounces witch hazel,2 onças com hamamélis,60 ml (2 onzas) de agua de hamamelis
1152,1 cup baking soda,1 xícara de bicarbonato de sódio,1 taza de bicarbonato
1153,1-2 drops helichrysum,1-2 gotas de immortelle,1-2 gotas de helicriso
1154,1-2 drops PastTense®,1-2 gotas de PastTense®,1-2 gotas de PastTense®
1155,1 drop Serenity®,1 gota de Serenity®,1 gota de Serenity®
1156,1 drop PastTense®,1 gota de PastTense®,1 gota de PastTense®
1157,10 drops eucalyptus,10 gotas de eucalipto,10 gotas de eucalipto
1158,10 drops marjoram,10 gotas de manjerona,10 gotas de mejorana
1160,10 drops On Guard®,10 gotas de On Guard®,10 gotas de On Guard®
1164,Alpha CRS®+,Alpha CRS®+,Alpha CRS®+
1172,Citrus oils,Óleos cítricos,Aceites cítricos
1176,Deep Blue®,Deep Blue®,Deep Blue®
1177,Roman chamomile,Camomila Romana,Manzanilla romana
1180,Yarrow/Pom,Milefólio/Pom,Milenrama/granada
1182,Ginger,Gengibre,Jengibre
1183,Black pepper,Pimenta-do-reino,Pimienta negra
1186,Rosemary,Alecrim,Romero
1188,Lemongrass,Capim Limão,Lemongrass
1189,Marjoram,Manjerona,Mejorana
1190,Cardamom,Cardamomo,Cardamomo
1191,7 drops blue tansy,7 gotas de tanaceto azul,7 gotas de tanaceto azul
1192,3 drops lavender,3 gotas de lavanda,3 gotas de lavanda
1193,4 drops frankincense,4 gotas de olíbano,4 gotas de incienso
1194,6 drops copaiba,6 gotas de copaíba,6 gotas de copaiba
1195,6 drops turmeric,6  gotas de açafrão,6 gotas de cúrcuma
1196,6 drops marjoram,6 gotas de manjerona,6 gotas de mejorana
1197,3 drops black pepper,3 gotas de pimenta preta,3 gotas de pimienta negra
1198,3 drops rosemary,3 gotas de alecrim,3 gotas de romero
1199,3 drops peppermint,3 gotas de hortelã-pimenta,3 gotas de menta
1200,3 drops copaiba,3 gotas de copaíba,3 gotas de copaiba
1201,"3 drops jasmine, rose, or magnolia","3 gotas de jasmim, rosa ou magnólia","3 gotas de jazmín, rosa o magnolia"
1203,1 drop rose or geranium,1 gota de rosa ou gerânio,1 gota de rosa o geranio
1205,1 drop wild orange or bergamot,1 gota de laranja lima ou bergamota,1 gotas de naranja silvestre o bergamota
1207,3 drops bergamot,3 gotas de bergamota,3 gotas de bergamota
1213,3 drops bergamot or wild orange,3 gotas de bergamota ou laranja lima,3 gotas de bergamota o naranja silvestre
1216,1 drop jasmine or ylang ylang,1 gota de jasmim ou ylang ylang,1 gota de jazmín o ylang ylang
1218,4 drops bergamot,4 gotas de bergamota,4 gotas de bergamota
1220,3 drops ylang ylang,3 gotas de ylang ylang,3 gotas de ylang ylang
1225,4 drops blue tansy,4 gotas de tanaceto azul,4 gotas de tanaceto azul
1226,4 drops wild orange,4 gotas de laranja lima,4 gotas de naranja silvestre
1229,Sandalwood,Sândalo,Sándalo
1232,Cypress,Cipreste,Ciprés
1233,Pink pepper,Pimenta Rosa,Pimienta rosa
1234,AromaTouch®,AromaTouch®,AromaTouch®
1235,Basil,Manjericão,Albahaca
1239,xEO Mega®,xEO Mega®,xEO Mega®
1241,2-3 drops Balance®,2-3 gotas de Balance®,2-3 gotas de Balance®
1242,1-2 DDR Prime® Softgels,1-2 cápsulas de DDR Prime®,1-2 cápsulas de gel DDR Prime®
1243,2-3 drops DDR Prime®,2-3 gotas de DDR Prime®,2-3 gotas de DDR Prime®
1244,2-3 drops juniper berry,2-3 gotas de bagas zimbro,2-3 gotas de enebro
1245,3-5 drops frankincense,3-5 gotas de olíbano,3-5 gotas de incienso
1246,Immortelle,Immortelle,Immortelle
1248,1-2 drops lavender,1-2 gotas de lavanda,1-2 gotas de lavanda
1249,Bergamot,Bergamota,Bergamota
1250,Clary sage,Sálvia Esclareia,Salvia
1253,Grapefruit,Toranja,Toronja
1255,Lemon,Limão Siciliano,Limón
1257,20 drops patchouli,20 gotas de patchouli,20 gotas de pachuli
1258,30 drops Balance®,30 gotas de Balance®,30 gotas de Balance®
1259,1 drop juniper berry,1 gota de bagas de zimbro,1 gota de enebro
1261,3 drops wild orange,3 gotas de laranja lima,3 gotas de naranja silvestre
1262,InTune®,InTune®,InTune®
1263,1-2 drops vetiver,1-2 gotas de vetiver,1-2 gotas de vetiver
1264,1-2 drops wild orange (as needed),1-2 gotas de laranja lima (conforme necessário),1-2 gotas de naranja silvestre (según necesario)
1265,2-4 drops frankincense or grapefruit,2-4 gotas de olíbano ou toranja,2-4 gotas de incienso o toronja
1266,1-2 drops frankincense + wild orange,1-2 gotas de olíbano + laranja lima,1-2 gotas de incienso + naranja silvestre
1267,20 drops wild orange + peppermint,20 gotas de laranja lima + hortelã-pimenta,20 gotas de naranja silvestre + menta
1268,1-2 drops cedarwood + lavender + cedarwood,1-2 gotas de cedro + lavanda + cedro,1-2 gotas de cedro + lavanda + cedro
1269,Helichrysum,Immortelle,Helicriso
1270,Lavender,Lavanda,Lavanda
1272,Ylang ylang,Ylang Ylang,Ylang ylang
1273,Balance®,Balance®,Balance®
1274,Serenity®,Serenity®,Serenity®
1275,1-2 drops Balance®,1-2 gotas de Balance®,1-2 gotas de Balance®
1276,1-2 drops Serenity® or lavender,1-2 gotas de Serenity® ou lavanda,1-2 gotas de Serenity® o lavanda
1278,20 drops vetiver,20 gotas de vetiver,20 gotas de vetiver
1279,10 drops Serenity®,10 gotas de Serenity®,10 gotas de Serenity®
1280,3 drops basil,3 gotas de manjericão,3 gotas de albahaca
1281,3 drops grapefruit,3 gotas de toranja,3 gotas de toronja
1282,2 drops bergamot,2 gotas de bergamota,2 gotas de bergamota
1286,10 drops Roman chamomile,10 gotas de camomila romana,10 gotas de manzanilla romana
1288,10 drops wild orange,10 gotas de laranja lima,10 gotas de naranja silvestre
1289,2 drops marjoram,2 gotas de manjerona,2 gotas de mejorana
1291,3 drops cedarwood,6 gotas de cedro,3 gotas de cedro
1292,6 drops Balance®,6 gotas de Balance®,6 gotas de Balance®
1296,Thyme,Tomilho,Tomillo
1297,Clove,Cravo,Clavo
1298,Cassia,Cássia,Casia
1299,Cinnamon,Canela,Canela
1300,Melissa,Melissa,Melisa
1301,Frankincense,Olíbano,Incienso
1302,Patchouli,Patchouli,Pachuli
1303,6 drops lavender,6 gotas de lavanda,6 gotas de lavanda
1305,2 drops Roman chamomile,2 gotas de camomila romana,2 gotas de manzanilla romana
1306,1 oz aloe vera gel,1 oz de gel de aloe vera,30 ml (1 onza) de gel de aloe vera
1309,2 drops peppermint,2 gotas de hortelã-pimenta,2 gotas de menta
1310,2 drops melaleuca,2 gotas de tea tree,2 gotas de melaleuca
1311,5 drops On Guard®,5 gotas de On Guard®,5 gotas de On Guard®
1313,3 drops oregano,3 gotas de orégano,3 gotas de orégano
1316,4 drops grapefruit,4 gotas de toranja,4 gotas de toronja
1317,3 drops clove,3 gotas de cravo,3 gotas de clavo
1318,2 drops Siberian fir,2 gotas de abeto siberiano,2 gotas de abeto siberiano
1320,3 drops Siberian fir,3 gotas de abeto siberiano,3 gotas de abeto siberiano
1321,3 drops eucalyptus,3 gotas de eucalipto,3 gotas de eucalipto
1322,3 drops melaleuca,3 gotas de tea tree,3 gotas de melaleuca
1323,2 drops sandalwood,2 gotas de sândalo,2 gotas de sándalo
1326,1 drop bergamot,1 gota de bergamota,1 gota de bergamota
1328,3-4 drops On Guard®,3-4 gotas de On Guard®,3-4 gotas de On Guard®
1329,3-4 drops oregano,3-4 gotas de orégano,3-4 gotas de orégano
1330,3-4 drops melissa,3-4 gotas de melissa,3-4 gotas de melisa
1331,3-4 drops peppermint,3-4 gotas de hortelã-pimenta,3-4 gotas de menta
1333,25 drops frankincense,25 gotas de olíbano,25 gotas de incienso
1334,20 drops bergamot,20 gotas de bergamota,20 gotas de bergamota
1335,15 drops Roman chamomile,15 gotas de camomila romana,15 gotas de manzanilla romana
1336,2-4 drops lemon,2-4 gotas de limão siciliano,2-4 gotas de limón
1337,"3-4 drops frankincense, On Guard®, melaleuca, rosemary","3-4 gotas de olíbano, On Guard®, tea tree, alecrim","3-4 gotas de incienso, On Guard®, melaleuca, romero"
1338,"MicroPlex VMz®, Alpha CRS®+, xEO Mega®","MicroPlex VMz®, Alpha CRS®+, xEO Mega®","MicroPlex VMz®, Alpha CRS®+, xEO Mega®"
1339,2-3 drops Balance® and On Guard®,2-3 gotas de Balance® e On Guard®,2-3 gotas de Balance® y On Guard®
1340,1-2 drops frankincense,1-2 gotas de olíbano,1-2 gotas de incienso
1341,Diffuse Elevation® and Serenity®,Disperse Elevation® e Serenity®,Diffuse Elevation® y Serenity®
1342,1-2 drops geranium,1-2 gotas de gerânio,1-2 gotas de geranio
1343,1-2 drops cinnamon,1-2 gotas de canela,1-2 gotas de canela
1344,1-2 drops ginger,1-2 gotas de gengibre,1-2 gotas de jengibre
1345,10 drops frankincense,10 gotas de olíbano,10 gotas de incienso
1346,1-2 drops pink pepper,1-2 gotas de pimenta rosa,1-2 gotas de pimienta rosa
1349,1-2 drops peppermint,1-2 gotas de hortelã-pimenta,1-2 gotas de menta
1350,10 drops helichrysum,10 gotas de immortelle,10 gotas de helicriso
1351,3 drops lemongrass,3 gotas de capim limão,3 gotas de lemongrass
1352,4 drops juniper berry,4 gotas de bagas zimbro,4 gotas de enebro
1353,5 drops geranium,5 gotas de gerânio,5 gotas de geranio
1354,45 drops fractionated coconut oil,45 gotas de óleo de coco fracionado,45 gotas de aceite de coco fraccionado
1355,30 ml fractionated coconut oil,30 mL óleo de coco fracionado,30 ml de aceite de coco fraccionado
1356,3 oz fine sea salt,3 oz de sal marinho fino,88 ml (3 onzas) de sal marina fina
1357,10 drops grapefruit,10 gotas de toranja,10 gotas de toronja
1358,1-2 cups pink Himalayan salt,1-2 xícaras de sal rosa do Himalaia,1-2 tazas de sal del Himalaya rosa
1359,2 cups brown sugar,2 xícaras de açúcar mascavo,2 tazas de azúcar morena
1360,1/4 cup coconut oil,1/4 xícara de óleo de coco,1/4 taza de aceite de coco
1361,10 drops tangerine,10 gotas de tangerina,10 gotas de mandarina
1362,Rose,Rosa,Rosa
1363,Jasmine,Jasmim,Jazmín
1364,10 drops spearmint,10 gotas de hortelã,10 gotas de hierbabuena
1366,2 drops green mandarin,2 gotas de mandarina verde,2 gotas de mandarina verde
1367,Magnolia,Magnólia,Magnolia
1368,Neroli,Néroli,Neroli
1370,1 drop Roman chamomile,1 gota de camomila romana,1 gota de manzanilla romana
1371,6 drops sandalwood,6 gotas de sândalo,6 gotas de sándalo
1372,4 drops ylang ylang,4 gotas de ylang ylang,4 gotas de ylang ylang
1373,2 drops clary sage,2 gotas de sálvia esclareia,2 gotas de salvia
1374,2 drops wild orange,2 gotas de laranja lima,2 gotas de naranja silvestre
1375,Oregano,Orégano,Orégano
1376,Melaleuca,Tea Tree,Melaleuca
1378,1 drop patchouli,1 gota de patchouli,1 gota de pachuli
1381,1 drop white fir,1 gota de abeto branco,1 gota de abeto blanco
1382,5 drops melaleuca,5 gotas de tea tree,5 gotas de melaleuca
1385,2 drops lavender,2 gotas de lavanda,2 gotas de lavanda
1386,1/2 oz carrier oil,1/2 oz de óleo carreador,15 ml (1/2 onza) de aceite portador
1390,2 drops neroli,2 gotas de néroli,2 gotas de neroli
1391,2 drops bay leaf,2 gotas de louro,2 gotas de hoja de laurel
1392,2 drops wild orange OR pink pepper,2 gotas de laranja lima OU pimenta rosa,2 gotas de naranja silvestre o pimienta rosa
1393,3 drops sandalwood,3 gotas de sândalo,3 gotas de sándalo
1394,1/2 oz carrier,1/2 oz de carreador,15 ml (1/2 onza) de aceite portador
1395,8 drops ginger,8 gotas de gengibre,8 gotas de jengibre
1396,2 drops lemon,2 gotas de limão siciliano,2 gotas de lemongrass
1397,2 drops frankincense,2 gotas de olíbano,2 gotas de incienso
1398,2 drops black pepper,2 gotas de pimenta preta,2 gotas de pimienta negra
1399,2 drops myrrh,2 gotas de mirra,2 gotas de mirra
1400,2 drops fractionated coconut oil,2 gotas de óleo de coco fracionado,2 gotas de aceite de coco fraccionado
1401,4 drops sandalwood,4 gotas de sândalo,4 gotas de sándalo
1402,2 drops ClaryCalm®,2 gotas de ClaryCalm®,2 gotas de ClaryCalm®
1405,1 tsp natural shampoo,1 colher de chá de shampoo natural,1 cda. de shampoo natural
1406,1 drop grapefruit,1 gota de toranja,1 gota de toronja
1407,1/2 cup organic coconut oil,1/2 xícara de óleo de coco orgânico,1/2 taza de aceite de coco orgánico
1408,2 teaspoons raw honey,2 colheres de chá de mel cru,2 cucharaditas de miel pura
1409,5 drops cedarwood,5 gotas de cedro,5 gotas de cedro
1410,5 drops cypress,5 gotas de cipreste,5 gotas de ciprés
1411,5 drops lavender,5 gotas de lavanda,5 gotas de lavanda
1412,5 drops rosemary,5 gotas de alecrim,5 gotas de romero
1413,8 drops rosemary,8 gotas de alecrim,8 gotas de romero
1415,10 drops sandalwood,10 gotas de sândalo,10 gotas de sándalo
1416,10 drops cedarwood,10 gotas de cedro,10 gotas de cedro
1417,10 drops melaleuca,10 gotas de tea tree,10 gotas de melaleuca
1418,Copaiba,Copaíba,Copaiba
1419,Fractionated coconut oil,Óleo de coco fracionado,Aceite de coco fraccionado
1420,Peppermint,Hortelã Pimenta,Menta
1421,Elevation™,Elevation™,Elevation™
1423,6 drops cypress,6 gotas de cipreste,6 gotas de ciprés
1424,7 drops wintergreen,7 gotas de wintergreen,7 gotas de gaulteria
1425,5 drops marjoram,5 gotas de manjerona,5 gotas de mejorana
1426,4 drops helichrysum,4 gotas de immortelle,4 gotas de helicriso
1427,1 drop On Guard®,1 gota de On Guard®,1 gota de On Guard®
1429,1 drop cinnamon,1 gota de canela,1 gota de canela
1430,1 drop helichrysum,1 gota de immortelle,1 gota de helicriso
1431,1 drop vetiver,1 gota de vetiver,1 gota de vetiver
1432,DDR® Prime,DDR® Prime,DDR® Prime
1433,xEO Mega® or IQ Mega®,xEO Mega® ou IQ Mega®,xEO Mega® or IQ Mega®
1434,TerraZyme®,TerraZyme®,TerraZyme®
1435,MicroPlex VMz®,MicroPlex VMz®,MicroPlex VMz®
1436,Bone Nutrient Lifetime Complex®,Bone Nutrient Lifetime Complex®,Bone Nutrient Lifetime Complex®
1437,PB Assist®+,PB Assist®+,PB Assist®+
1438,Zendocrine®,Zendocrine®,Zendocrine®
1439,Zendocrine Complex,Complexo Zendocrine,Complejo Zendocrine
1440,Turmeric,Cúrcuma,Cúrcuma
1441,Mito2Max®,Mito2Max®,Mito2Max®
1442,DDR Prime® softgels,Cápsulas DDR Prime®,Cápsulas de gel DDR Prime®
1443,Deep Blue® Polyphenol Complex,Complexo Polifenol de Deep Blue®,Complejo de polifenol Deep Blue®
1444,2 drops geranium,2 gotas de gerânio,2 gotas de geranio
1445,2 drops patchouli,2 gotas de patchouli,2 gotas de pachuli
1448,10 drops lavender,10 gotas de lavanda,10 gotas de lavanda
1473,1 cup Epsom salts or sea salt,1 xícara de sais de Epsom ou sal marinho,1 taza de sal Epsom o sal marina
1474,1/2 cup baking soda,1/2 xícara de bicarbonato de sódio,1/2 taza de bicarbonato
1498,10 drop Vetiver,10 gotas de vetiver,10 gotas de vetiver
1499,10 drop Geranium,10 gotas de gerânio,10 gotas de geranio
1501,10 drop ClaryCalm®,10 gotas de ClaryCalm®,10 gotas de ClaryCalm®
1503,10 drop Cedarwood,10 gotas de cedro,10 gotas de cedro
1505,1 drop Deep Blue®,1 gota de Deep Blue®,1 gota de Deep Blue®
1506,1 drop Breathe®,1 gota de Breathe®,1 gota de Breathe®
1507,1 drop Sandalwood,1 gota de sândalo,1 gota de sándalo
1508,1 drop Zendocrine®,1 gota de Zendocrine®,1 gota de Zendocrine®
1509,2 drop AromaTouch®,2 gotas de AromaTouch®,2 gotas de AromaTouch®
1510,2 drop DigestZen®,2 gotasd de DigestZen®,2 gotas de DigestZen®
1511,2 drop Slim & Sassy®,2 gotas de Slim & Sassy®,2 gotas de Slim & Sassy®
1512,1 drop Rosemary,1 gota de alecrim,1 gota de romero
1518,10 drop Rosemary,10 gotas de alecrim,10 gotas de romero
1519,10 drop AromaTouch®,10 gotas de AromaTouch®,10 gotas de AromaTouch®
1523,5 drop Bergamot,5 gotas de bergamota,5 gotas de bergamota
1525,2 drop Spikenard,2 gotas de nardo,2 gotas de nardo
1527,10 drop Ginger,10 gotas de gengibre,10 gotas de jengibre
1530,5 drop Clary Sage,5 gotas de sálvia esclareia,5 gotas de salvia
1531,5 drop Rosemary,5 gotas de alecrim,5 gotas de romero
1533,2 drop Basil,2 gotas de manjericão,2 gotas de albahaca
1537,2 drop Yarrow,2 gotas de milefólio,2 gotas de milenrama
1540,2 drop Pink Pepper,2 gotas de pimenta rosa,2 gotas de pimienta rosa
1541,2 drop Myrrh,2 gotas de mirra,2 gotas de mirra
1543,2 drop Lime,2 gotas de limão,2 gotas de lima
1544,6 drop Vetiver,6 gotas de vetiver,6 gotas de vetiver
1545,6 drop Balance®,6 gotas de Balance®,6 gotas de Balance®
1546,6 drop Copaiba,6 gotas de copaíba,6 gotas de copaiba
1547,6 drop Cedarwood,6 gotas de cedro,6 gotas de cedro
1548,6 drop Serenity®,6 gotas de Serenity®,6 gotas de Serenity®
1549,drop Carrier Oil,gota de óleo carreador,gota de aceite portador
1550,30 drop Copaiba,30 gotas de copaíba,30 gotas de copaiba
1551,30 drop Turmeric,30 gotas de cúrcuma,30 gotas de cúrcuma
1552,30 drop Yarrow,30 gotas de milefólio,30 gotas de milenrama
1554,3 drop Helichrysum,3 gotas de immortelle,3 gotas de helicriso
1556,4 drop Frankincense,4 gotas de olíbano,4 gotas de incienso
1558,6 drop Arborvitae,6 gotas de de tuia,6 gotas de arborvitae
1559,1 tbsp Avocado oil,1 colher de sopa de óleo de abacate,1 cdta. de aceite de avocado
1560,1 tbsp Witch hazel,1 colher de sopa de hamamélis,1 cdta. de agua de hamamelis
1561,1 tbsp Dr Bronner Castile soap,1 colher de sopa de sabão de castela Dr Bronner,1 cdta. de jabón de castilla Dr Bronner
1562,2 cup Distilled water,2 xícara de água destilada,2 tazas de agua destilada
1563,3 drop Respiration blend/Easy Air,3 gotas de mis para respiração/Ar fácil,3 gotas de mezcla resporatoria/Easy Air
1564,1 drop Rose touch,1 gota de toque de rosas,1 gota de toque de rosa
1565,1 drop Beautiful®,1 gota de Beautiful®,1 gota de Beautiful®
1566,1 drop Hope,1 gota de Esperança,1 gota de Hope
1567,2 oz Water,2 oz de água,30 ml (2 onzas) de agua
1568,5 drop Melaleuca,5 gotas de tea tree,5 gotas de melaleuca
1570,3 drop Peppermint,3 gotas de hortelã-pimenta,3 gotas de menta
1571,3 drop Lavender,3 gotas de lavanda,3 gotas de lavanda
1572,3 drop Lemon,3 gotas de limão siciliano,3 gotas de limón
1573,3 drop Lemongrass,3 gotas de capim limão,3 gotas de lemongrass
1581,10 drops Green Mandarin,10 gotas de mandarina verde,10 gotas de mandarina verde
1582,20 drops Lavender,20 gotas de lavanda,20 gotas de lavanda
1583,30 drops Cypress,10 gotas de cipreste,30 gotas de ciprés
1584,2 drops Oregano,2 gotas de orégano,2 gotas de orégano
1585,3 drops On Guard®,3 gotas de On Guard®,3 gotas de On Guard®
1586,4 drops Basil,4 gotas de manjericão,4 gotas de albahaca
1587,4 drops Lemon,4 gotas de limão siciliano,4 gotas de lemongrass
1588,4 drops Lavender,4 gotas de lavanda,4 gotas de lavanda
1589,4 drops Peppermint,4 gotas de óleo de hortelã-pimenta,4 gotas de menta
1590,5 drop Cedarwood,5 gotas de cedro,5 gotas de cedro
1591,5 drop Copaiba,5 gotas de copaíba,5 gotas de copaiba
